Game,Tipoff,Season,Score,Over_Under,Home_Line
OKC @ TOR,Dec 8 7:30 PM,2021,110-109,206.0,-7.5
BKN @ HOU,Dec 8 8:00 PM,2021,104-114,223.0,3.5
DAL @ MEM,Dec 8 8:00 PM,2021,104-96,219.0,-1.0
UTA @ MIN,Dec 8 8:00 PM,2021,136-104,218.0,6.5
DEN @ NOP,Dec 8 8:00 PM,2021,120-114,213.0,2.0
POR @ GSW,Dec 8 10:00 PM,2021,94-104,215.5,-14.5
ORL @ SAC,Dec 8 10:00 PM,2021,130-142,223.0,-7.5
BOS @ LAC,Dec 8 10:30 PM,2021,111-114,208.5,0.0
UTA @ PHI,Dec 9 7:00 PM,2021,118-96,216.0,3.0
LAL @ MEM,Dec 9 8:00 PM,2021,95-108,221.0,4.0
DEN @ SAS,Dec 9 8:30 PM,2021,111-123,216.5,1.0
SAC @ CHA,Dec 10 7:00 PM,2021,123-124,232.0,1.5
DAL @ IND,Dec 10 7:00 PM,2021,93-106,213.5,-2.0
BKN @ ATL,Dec 10 7:30 PM,2021,113-105,227.5,-2.0
NYK @ TOR,Dec 10 7:30 PM,2021,87-90,207.5,-1.5
MIL @ HOU,Dec 10 8:00 PM,2021,123-114,227.5,9.5
CLE @ MIN,Dec 10 8:00 PM,2021,123-106,213.5,2.0
DET @ NOP,Dec 10 8:00 PM,2021,93-109,211.5,-6.5
LAL @ OKC,Dec 10 8:00 PM,2021,116-95,217.5,4.0
BOS @ PHX,Dec 10 10:00 PM,2021,90-111,214.0,-3.0
ORL @ LAC,Dec 11 3:30 PM,2021,104-106,215.5,-8.5
UTA @ WAS,Dec 11 7:00 PM,2021,123-98,221.0,7.0
SAC @ CLE,Dec 11 8:00 PM,2021,103-117,223.0,-6.5
HOU @ MEM,Dec 11 8:00 PM,2021,106-113,218.5,-8.0
CHI @ MIA,Dec 11 8:00 PM,2021,92-118,208.5,1.5
GSW @ PHI,Dec 11 8:30 PM,2021,93-102,212.5,3.0
DEN @ SAS,Dec 11 8:30 PM,2021,127-112,219.0,1.0
MIL @ NYK,Dec 12 12:00 PM,2021,112-97,216.0,6.0
BKN @ DET,Dec 12 6:00 PM,2021,116-104,211.5,7.0
DAL @ OKC,Dec 12 7:00 PM,2021,103-84,206.5,4.0
NOP @ SAS,Dec 12 7:00 PM,2021,97-112,220.5,-2.0
MIN @ POR,Dec 12 9:00 PM,2021,116-111,225.5,-3.0
ORL @ LAL,Dec 12 9:30 PM,2021,94-106,221.0,-10.0
MIA @ CLE,Dec 13 7:00 PM,2021,94-105,208.0,-5.5
GSW @ IND,Dec 13 7:00 PM,2021,102-100,214.0,4.0
SAC @ TOR,Dec 13 7:00 PM,2021,101-124,222.0,-4.5
HOU @ ATL,Dec 13 7:30 PM,2021,132-126,226.5,-10.5
MIL @ BOS,Dec 13 7:30 PM,2021,103-117,223.0,1.0
PHI @ MEM,Dec 13 8:00 PM,2021,91-126,209.0,1.5
CHA @ DAL,Dec 13 8:30 PM,2021,96-120,216.5,-2.5
WAS @ DEN,Dec 13 9:00 PM,2021,107-113,215.5,-3.5
PHX @ LAC,Dec 13 10:30 PM,2021,95-111,212.0,3.5
TOR @ BKN,Dec 14 7:30 PM,2021,129-131,216.5,-4.0
GSW @ NYK,Dec 14 7:30 PM,2021,105-96,211.5,5.5
PHX @ POR,Dec 14 10:00 PM,2021,111-107,216.5,1.0
HOU @ CLE,Dec 15 7:00 PM,2021,89-124,217.0,-9.5
ATL @ ORL,Dec 15 7:00 PM,2021,111-99,224.0,8.0
MIA @ PHI,Dec 15 7:00 PM,2021,101-96,204.5,-7.0
LAL @ DAL,Dec 15 7:30 PM,2021,107-104,213.5,1.5
IND @ MIL,Dec 15 8:00 PM,2021,99-114,217.0,2.0
NOP @ OKC,Dec 15 8:00 PM,2021,113-110,211.5,4.5
CHA @ SAS,Dec 15 8:30 PM,2021,131-115,226.5,-3.5
MIN @ DEN,Dec 15 9:00 PM,2021,124-107,223.5,-4.0
MEM @ POR,Dec 15 10:00 PM,2021,113-103,217.0,3.0
WAS @ SAC,Dec 15 10:00 PM,2021,105-119,225.5,2.0
LAC @ UTA,Dec 15 10:00 PM,2021,103-124,217.5,-9.5
DET @ IND,Dec 16 7:00 PM,2021,113-122,,0.0
PHI @ BKN,Dec 16 7:30 PM,2021,105-114,,0.0
NYK @ HOU,Dec 16 8:00 PM,2021,116-103,,0.0
WAS @ PHX,Dec 16 9:00 PM,2021,98-118,,0.0
MIA @ ORL,Dec 17 7:00 PM,2021,115-105,,0.0
DEN @ ATL,Dec 17 7:30 PM,2021,133-115,,0.0
GSW @ BOS,Dec 17 7:30 PM,2021,111-107,,0.0
MIL @ NOP,Dec 17 8:00 PM,2021,112-116,,0.0
SAS @ UTA,Dec 17 9:00 PM,2021,128-126,,0.0
LAL @ MIN,Dec 17 10:00 PM,2021,92-110,,0.0
CHA @ POR,Dec 17 10:00 PM,2021,116-125,,0.0
MEM @ SAC,Dec 17 10:00 PM,2021,124-105,,0.0
HOU @ DET,Dec 18 12:00 PM,2021,116-107,,0.0
NYK @ BOS,Dec 18 7:00 PM,2021,107-114,,0.0
ORL @ BKN,Dec 18 7:30 PM,2021,100-93,,0.0
GSW @ TOR,Dec 18 7:30 PM,2021,100-119,,0.0
LAC @ OKC,Dec 18 8:00 PM,2021,103-104,,0.0
CLE @ MIL,Dec 18 9:00 PM,2021,119-90,,0.0
WAS @ UTA,Dec 18 9:00 PM,2021,109-103,220.5,-11.0
MIA @ DET,Dec 19 6:00 PM,2021,90-100,,0.0
POR @ MEM,Dec 19 6:00 PM,2021,105-100,,0.0
SAS @ SAC,Dec 19 6:00 PM,2021,114-121,,0.0
LAL @ CHI,Dec 19 8:00 PM,2021,110-115,,0.0
DAL @ MIN,Dec 19 8:00 PM,2021,105-111,,0.0
CHA @ PHX,Dec 19 8:00 PM,2021,106-137,,0.0
PHI @ BOS,Dec 20 7:30 PM,2021,108-103,214.5,-3.0
HOU @ CHI,Dec 20 8:00 PM,2021,118-133,222.5,-7.5
OKC @ MEM,Dec 20 8:00 PM,2021,102-99,216.0,-9.0
CHA @ UTA,Dec 20 9:00 PM,2021,102-112,237.5,-12.5
SAC @ GSW,Dec 20 10:00 PM,2021,98-113,221.5,-13.5
SAS @ LAC,Dec 20 10:30 PM,2021,116-92,220.0,-6.0
IND @ MIA,Dec 21 7:30 PM,2021,96-125,211.0,2.5
DET @ NYK,Dec 21 7:30 PM,2021,91-105,206.0,-7.5
POR @ NOP,Dec 21 8:00 PM,2021,97-111,219.0,1.0
MIN @ DAL,Dec 21 8:30 PM,2021,102-114,213.0,2.5
PHX @ LAL,Dec 21 10:00 PM,2021,108-90,223.5,7.0
ORL @ ATL,Dec 22 7:30 PM,2021,104-98,209.0,-7.5
CLE @ BOS,Dec 22 7:30 PM,2021,101-111,216.5,-6.5
HOU @ MIL,Dec 22 8:00 PM,2021,106-126,224.0,-8.5
DEN @ OKC,Dec 22 8:00 PM,2021,94-108,213.5,6.5
LAC @ SAC,Dec 22 10:00 PM,2021,105-89,217.0,4.0
HOU @ IND,Dec 23 7:00 PM,2021,106-118,223.5,-6.5
NOP @ ORL,Dec 23 7:00 PM,2021,110-104,211.0,5.0
ATL @ PHI,Dec 23 7:00 PM,2021,98-96,205.0,-11.0
DET @ MIA,Dec 23 7:30 PM,2021,112-115,207.5,-12.0
WAS @ NYK,Dec 23 7:30 PM,2021,124-117,206.5,1.0
MIL @ DAL,Dec 23 8:30 PM,2021,102-95,208.5,3.5
CHA @ DEN,Dec 23 9:00 PM,2021,115-107,231.0,-2.0
OKC @ PHX,Dec 23 9:00 PM,2021,101-113,213.5,-15.0
MIN @ UTA,Dec 23 9:00 PM,2021,116-128,225.5,-15.5
MEM @ GSW,Dec 23 10:00 PM,2021,104-113,216.5,-5.5
SAS @ LAL,Dec 23 10:30 PM,2021,138-110,226.0,-1.5
ATL @ NYK,Dec 25 12:00 PM,2021,87-101,206.5,1.0
BOS @ MIL,Dec 25 2:30 PM,2021,113-117,221.5,-7.5
GSW @ PHX,Dec 25 5:00 PM,2021,116-107,215.5,3.5
BKN @ LAL,Dec 25 8:00 PM,2021,122-115,222.0,1.0
DAL @ UTA,Dec 25 10:30 PM,2021,116-120,214.0,-13.5
ORL @ MIA,Dec 26 3:30 PM,2021,83-93,203.0,-10.5
TOR @ CLE,Dec 26 6:00 PM,2021,99-144,207.5,-9.0
MEM @ SAC,Dec 26 6:00 PM,2021,127-102,227.5,2.0
PHI @ WAS,Dec 26 6:00 PM,2021,117-96,206.0,4.0
NOP @ OKC,Dec 26 7:00 PM,2021,112-117,212.5,1.5
DET @ SAS,Dec 26 7:00 PM,2021,109-144,221.0,-10.0
IND @ CHI,Dec 26 8:00 PM,2021,105-113,219.5,-4.5
DEN @ LAC,Dec 26 9:00 PM,2021,103-100,211.5,3.5
HOU @ CHA,Dec 27 7:00 PM,2021,99-123,233.0,-8.0
CHI @ ATL,Dec 27 7:30 PM,2021,130-118,219.0,3.5
BOS @ MIN,Dec 27 8:00 PM,2021,103-108,214.0,5.0
UTA @ SAS,Dec 27 8:30 PM,2021,110-104,230.5,7.0
MEM @ PHX,Dec 27 9:00 PM,2021,114-113,222.5,-7.5
DAL @ POR,Dec 27 10:00 PM,2021,132-117,214.5,1.0
BKN @ LAC,Dec 27 10:30 PM,2021,124-108,215.0,3.5
MIL @ ORL,Dec 28 7:00 PM,2021,127-110,216.0,15.0
WAS @ MIA,Dec 28 7:30 PM,2021,112-119,203.0,-8.0
PHI @ TOR,Dec 28 7:30 PM,2021,114-109,215.0,6.0
LAL @ HOU,Dec 28 8:00 PM,2021,132-123,227.0,6.0
NYK @ MIN,Dec 28 8:00 PM,2021,96-88,211.5,5.0
CLE @ NOP,Dec 28 8:00 PM,2021,104-108,209.5,4.5
DEN @ GSW,Dec 28 10:00 PM,2021,89-86,217.0,-8.0
OKC @ SAC,Dec 28 10:00 PM,2021,111-117,225.0,-5.5
NYK @ DET,Dec 29 7:00 PM,2021,94-85,214.5,8.5
CHA @ IND,Dec 29 7:00 PM,2021,116-108,225.5,-3.5
LAC @ BOS,Dec 29 7:30 PM,2021,91-82,210.0,-6.0
ATL @ CHI,Dec 29 8:00 PM,2021,117-131,227.5,-7.5
LAL @ MEM,Dec 29 8:00 PM,2021,99-104,224.5,-6.0
OKC @ PHX,Dec 29 9:00 PM,2021,97-115,218.5,-16.0
UTA @ POR,Dec 29 10:00 PM,2021,120-105,228.5,8.0
DAL @ SAC,Dec 29 10:30 PM,2021,94-95,221.0,1.0
PHI @ BKN,Dec 30 7:00 PM,2021,110-102,221.5,-5.0
MIL @ ORL,Dec 30 7:00 PM,2021,136-118,218.0,14.0
CLE @ WAS,Dec 30 7:00 PM,2021,93-110,211.0,-3.5
NOP @ MIL,Jan 1 6:30 PM,2021,113-136,221.0,-12.0
SAS @ DET,Jan 1 7:00 PM,2021,116-117,222.5,6.5
CHI @ WAS,Jan 1 7:00 PM,2021,120-119,221.5,2.0
LAC @ BKN,Jan 1 7:30 PM,2021,120-116,220.0,-14.0
DEN @ HOU,Jan 1 8:00 PM,2021,124-111,220.0,8.0
GSW @ UTA,Jan 1 9:00 PM,2021,123-116,223.5,-5.5
HOU @ PHI,Jan 3 7:00 PM,2021,113-133,218.5,-13.0
CHA @ WAS,Jan 3 7:00 PM,2021,121-124,230.5,-2.0
MEM @ BKN,Jan 3 7:30 PM,2021,118-104,230.0,-6.5
ORL @ CHI,Jan 3 8:00 PM,2021,98-102,217.5,-13.5
DET @ MIL,Jan 3 8:00 PM,2021,115-106,226.5,-17.0
UTA @ NOP,Jan 3 8:00 PM,2021,115-104,229.0,8.5
DEN @ DAL,Jan 3 8:30 PM,2021,89-103,213.0,-3.0
MIA @ GSW,Jan 3 10:00 PM,2021,108-115,215.5,-10.5
ATL @ POR,Jan 3 10:00 PM,2021,131-136,223.0,4.0
MIN @ LAC,Jan 3 10:30 PM,2021,122-104,216.0,-3.5
MEM @ CLE,Jan 4 7:00 PM,2021,110-106,216.0,-3.5
SAS @ TOR,Jan 4 7:00 PM,2021,104-129,223.5,-7.0
IND @ NYK,Jan 4 7:30 PM,2021,94-104,205.5,-3.5
PHX @ NOP,Jan 4 8:00 PM,2021,123-110,225.0,6.5
SAC @ LAL,Jan 4 10:30 PM,2021,114-122,230.0,-6.5
DET @ CHA,Jan 5 7:00 PM,2021,111-140,227.0,-10.5
PHI @ ORL,Jan 5 7:00 PM,2021,116-106,212.5,8.5
HOU @ WAS,Jan 5 7:00 PM,2021,114-111,231.0,-7.0
SAS @ BOS,Jan 5 7:30 PM,2021,99-97,223.0,-7.5
GSW @ DAL,Jan 5 7:30 PM,2021,82-99,213.0,4.5
BKN @ IND,Jan 5 7:30 PM,2021,129-121,224.5,8.0
TOR @ MIL,Jan 5 8:00 PM,2021,117-111,221.5,-2.5
OKC @ MIN,Jan 5 8:00 PM,2021,90-98,218.5,-9.5
UTA @ DEN,Jan 5 10:00 PM,2021,115-109,226.5,-1.0
MIA @ POR,Jan 5 10:00 PM,2021,115-109,215.5,2.5
ATL @ SAC,Jan 5 10:00 PM,2021,108-102,228.5,1.5
BOS @ NYK,Jan 6 7:30 PM,2021,105-108,207.5,2.0
DET @ MEM,Jan 6 8:00 PM,2021,88-118,218.5,-13.5
GSW @ NOP,Jan 6 8:00 PM,2021,96-101,212.0,1.0
LAC @ PHX,Jan 6 10:00 PM,2021,89-106,222.0,-10.5
SAS @ PHI,Jan 7 7:00 PM,2021,100-119,220.5,-8.5
MIL @ BKN,Jan 7 7:30 PM,2021,121-109,232.5,-4.5
UTA @ TOR,Jan 7 7:30 PM,2021,108-122,216.5,-13.5
WAS @ CHI,Jan 7 8:00 PM,2021,122-130,225.0,-5.5
DAL @ HOU,Jan 7 8:00 PM,2021,130-106,215.0,3.0
MIN @ OKC,Jan 7 8:00 PM,2021,135-105,218.5,5.0
SAC @ DEN,Jan 7 9:00 PM,2021,111-121,225.5,-8.0
ATL @ LAL,Jan 7 10:00 PM,2021,118-134,231.5,-1.0
CLE @ POR,Jan 7 10:00 PM,2021,114-101,216.5,6.0
MEM @ LAC,Jan 8 3:30 PM,2021,123-108,214.5,2.0
MIL @ CHA,Jan 8 7:00 PM,2021,106-114,235.0,-1.5
ORL @ DET,Jan 8 7:00 PM,2021,92-97,215.0,-1.0
UTA @ IND,Jan 8 7:00 PM,2021,113-125,225.5,4.5
NYK @ BOS,Jan 8 7:30 PM,2021,75-99,205.5,-8.0
MIA @ PHX,Jan 8 9:00 PM,2021,123-100,219.0,-9.5
SAS @ BKN,Jan 9 12:00 PM,2021,119-121,232.5,-9.5
ATL @ LAC,Jan 9 3:30 PM,2021,93-106,227.0,4.0
WAS @ ORL,Jan 9 6:00 PM,2021,102-100,220.0,7.0
NOP @ TOR,Jan 9 6:00 PM,2021,101-105,220.5,-7.0
MIN @ HOU,Jan 9 7:00 PM,2021,141-123,235.5,6.5
DEN @ OKC,Jan 9 7:00 PM,2021,99-95,214.5,7.0
CHI @ DAL,Jan 9 7:30 PM,2021,99-113,220.5,1.0
CLE @ GSW,Jan 9 8:30 PM,2021,82-96,217.0,-7.0
SAC @ POR,Jan 9 9:00 PM,2021,88-103,223.0,1.5
MEM @ LAL,Jan 9 9:30 PM,2021,127-119,230.0,-3.0
MIL @ CHA,Jan 10 7:00 PM,2021,99-103,236.5,2.5
UTA @ DET,Jan 10 7:00 PM,2021,116-126,224.0,10.5
IND @ BOS,Jan 10 7:30 PM,2021,98-101,211.5,-9.0
SAS @ NYK,Jan 10 7:30 PM,2021,96-111,212.5,-6.5
PHI @ HOU,Jan 10 8:00 PM,2021,111-91,226.5,10.0
BKN @ POR,Jan 10 10:00 PM,2021,108-114,225.5,8.5
CLE @ SAC,Jan 10 10:00 PM,2021,109-108,220.5,5.5
OKC @ WAS,Jan 11 7:00 PM,2021,118-122,210.5,-7.0
PHX @ TOR,Jan 11 7:30 PM,2021,99-95,222.0,4.5
DET @ CHI,Jan 11 8:00 PM,2021,87-133,220.0,-13.5
GSW @ MEM,Jan 11 8:00 PM,2021,108-116,222.0,2.0
MIN @ NOP,Jan 11 8:00 PM,2021,125-128,226.0,3.0
DEN @ LAC,Jan 11 10:30 PM,2021,85-87,213.0,2.5
BOS @ IND,Jan 12 7:00 PM,2021,119-100,211.0,2.5
CHA @ PHI,Jan 12 7:00 PM,2021,109-98,225.5,-5.5
ORL @ WAS,Jan 12 7:00 PM,2021,106-112,213.5,-6.5
MIA @ ATL,Jan 12 7:30 PM,2021,115-91,221.5,-2.5
DAL @ NYK,Jan 12 7:30 PM,2021,85-108,203.5,2.5
HOU @ SAS,Jan 12 8:30 PM,2021,128-124,234.5,-7.5
CLE @ UTA,Jan 12 9:00 PM,2021,111-91,224.0,-5.0
BKN @ CHI,Jan 12 10:00 PM,2021,138-112,238.0,1.5
LAL @ SAC,Jan 12 10:00 PM,2021,116-125,231.0,4.0
GSW @ MIL,Jan 13 7:30 PM,2021,99-118,224.5,-1.0
MIN @ MEM,Jan 13 8:00 PM,2021,108-116,230.5,-3.0
LAC @ NOP,Jan 13 8:00 PM,2021,89-113,213.0,-4.0
OKC @ BKN,Jan 13 8:30 PM,2021,130-109,216.0,-5.5
POR @ DEN,Jan 13 10:00 PM,2021,108-140,210.0,-11.5
ORL @ CHA,Jan 14 7:00 PM,2021,116-109,223.5,-11.5
TOR @ DET,Jan 14 7:00 PM,2021,87-103,210.5,9.5
PHX @ IND,Jan 14 7:00 PM,2021,112-94,219.5,5.5
BOS @ PHI,Jan 14 7:00 PM,2021,99-111,207.5,-3.0
GSW @ CHI,Jan 14 7:30 PM,2021,138-96,225.5,-2.5
ATL @ MIA,Jan 14 8:00 PM,2021,118-124,222.5,-5.0
CLE @ SAS,Jan 14 8:30 PM,2021,114-109,219.5,3.0
DAL @ MEM,Jan 14 10:00 PM,2021,112-85,218.5,-2.5
HOU @ SAC,Jan 14 10:00 PM,2021,114-126,238.5,-5.5
TOR @ MIL,Jan 15 6:30 PM,2021,103-96,218.5,-7.5
POR @ WAS,Jan 15 7:00 PM,2021,115-110,215.0,-7.5
NYK @ ATL,Jan 15 7:30 PM,2021,117-108,214.5,-1.5
NOP @ BKN,Jan 15 7:30 PM,2021,105-120,230.0,-5.5
PHI @ MIA,Jan 15 8:00 PM,2021,109-98,212.5,-3.0
CLE @ OKC,Jan 15 8:00 PM,2021,107-102,208.5,5.0
CHI @ BOS,Jan 15 8:30 PM,2021,112-114,214.0,-7.5
LAC @ SAS,Jan 15 8:30 PM,2021,94-101,221.0,-1.5
LAL @ DEN,Jan 15 9:00 PM,2021,96-133,225.5,-4.5
ORL @ DAL,Jan 15 9:30 PM,2021,92-108,211.5,-12.0
PHX @ DET,Jan 16 1:00 PM,2021,135-108,215.5,11.5
HOU @ SAC,Jan 16 6:00 PM,2021,118-112,239.5,-4.5
UTA @ DEN,Jan 16 8:00 PM,2021,125-102,224.0,5.5
GSW @ MIN,Jan 16 8:00 PM,2021,99-119,215.5,-5.0
NOP @ BOS,Jan 17 12:30 PM,2021,92-104,214.0,-4.5
CHA @ NYK,Jan 17 1:00 PM,2021,97-87,214.5,-2.5
PHI @ WAS,Jan 17 2:00 PM,2021,98-117,221.5,2.0
BKN @ CLE,Jan 17 3:00 PM,2021,107-114,222.0,-4.0
IND @ LAC,Jan 17 3:30 PM,2021,133-139,210.5,-2.5
CHI @ MEM,Jan 17 3:30 PM,2021,106-119,225.0,-8.5
MIL @ ATL,Jan 17 6:00 PM,2021,114-121,233.0,5.0
POR @ ORL,Jan 17 7:00 PM,2021,98-88,219.0,2.0
TOR @ MIA,Jan 17 7:30 PM,2021,99-104,206.5,-4.0
OKC @ DAL,Jan 17 8:30 PM,2021,102-104,210.5,-11.5
PHX @ SAS,Jan 17 8:30 PM,2021,121-107,229.0,4.0
UTA @ LAL,Jan 17 10:30 PM,2021,95-101,230.5,5.5
MIN @ NYK,Jan 18 7:30 PM,2021,112-110,216.5,4.0
DET @ GSW,Jan 18 10:00 PM,2021,86-102,217.5,-15.5
ORL @ PHI,Jan 19 7:00 PM,2021,110-123,213.5,-11.5
BKN @ WAS,Jan 19 7:00 PM,2021,119-118,235.5,-1.0
MIN @ ATL,Jan 19 7:30 PM,2021,122-134,235.5,-1.5
CHA @ BOS,Jan 19 7:30 PM,2021,111-102,222.5,-3.0
POR @ MIA,Jan 19 7:30 PM,2021,92-104,210.5,-9.0
CLE @ CHI,Jan 19 8:00 PM,2021,104-117,214.5,3.5
MEM @ MIL,Jan 19 8:00 PM,2021,114-126,228.0,-6.5
TOR @ DAL,Jan 19 8:30 PM,2021,98-102,207.5,-4.0
OKC @ SAS,Jan 19 8:30 PM,2021,96-118,221.5,-7.0
HOU @ UTA,Jan 19 9:00 PM,2021,116-111,230.0,-14.0
LAC @ DEN,Jan 19 10:00 PM,2021,128-130,213.0,-9.5
DET @ SAC,Jan 19 10:00 PM,2021,133-131,221.5,-7.5
IND @ LAL,Jan 19 10:30 PM,2021,111-104,224.5,-3.5
PHX @ DAL,Jan 20 7:30 PM,2021,109-101,216.0,2.0
NOP @ NYK,Jan 20 7:30 PM,2021,102-91,210.5,-3.5
IND @ GSW,Jan 20 10:00 PM,2021,121-117,217.0,-16.5
OKC @ CHA,Jan 21 7:00 PM,2021,98-121,224.5,-9.0
LAL @ ORL,Jan 21 7:00 PM,2021,116-105,217.5,4.5
LAC @ PHI,Jan 21 7:00 PM,2021,102-101,213.5,-7.0
MIA @ ATL,Jan 21 7:30 PM,2021,108-110,217.5,-1.5
POR @ BOS,Jan 21 7:30 PM,2021,109-105,212.0,-8.5
CHI @ MIL,Jan 21 8:00 PM,2021,90-94,227.0,-11.5
TOR @ WAS,Jan 21 8:00 PM,2021,109-105,218.0,2.0
BKN @ SAS,Jan 21 8:30 PM,2021,117-102,235.0,1.0
MEM @ DEN,Jan 21 9:00 PM,2021,122-118,224.5,-3.5
DET @ UTA,Jan 21 9:00 PM,2021,101-111,216.0,-14.5
HOU @ GSW,Jan 21 10:00 PM,2021,103-105,230.0,-12.0
SAC @ MIL,Jan 22 7:00 PM,2021,127-133,226.5,-8.0
OKC @ CLE,Jan 22 8:00 PM,2021,87-94,207.5,-12.0
IND @ PHX,Jan 22 9:00 PM,2021,103-113,219.0,-13.0
LAC @ NYK,Jan 23 1:00 PM,2021,102-110,204.0,-4.0
BOS @ WAS,Jan 23 3:30 PM,2021,116-87,216.5,2.5
LAL @ MIA,Jan 23 6:00 PM,2021,107-113,212.0,-4.0
CHI @ ORL,Jan 23 6:00 PM,2021,95-114,215.5,3.5
POR @ TOR,Jan 23 6:00 PM,2021,114-105,215.0,-8.0
ATL @ CHA,Jan 23 7:00 PM,2021,113-91,233.5,-1.5
PHI @ SAS,Jan 23 7:00 PM,2021,115-109,222.0,1.0
MEM @ DAL,Jan 23 7:30 PM,2021,91-104,219.0,-4.0
DET @ DEN,Jan 23 8:00 PM,2021,111-117,217.0,-12.0
BKN @ MIN,Jan 23 8:00 PM,2021,125-136,237.0,-3.0
UTA @ GSW,Jan 23 8:30 PM,2021,92-94,218.0,-2.0
NYK @ CLE,Jan 24 7:00 PM,2021,93-95,201.5,-5.0
IND @ NOP,Jan 24 8:00 PM,2021,113-117,218.0,-4.0
CHI @ OKC,Jan 24 8:00 PM,2021,111-110,217.5,1.0
UTA @ PHX,Jan 24 9:00 PM,2021,109-115,220.5,-12.0
DEN @ DET,Jan 25 7:00 PM,2021,110-105,218.5,7.0
NOP @ PHI,Jan 25 7:00 PM,2021,107-117,211.5,-11.5
CHA @ TOR,Jan 25 7:00 PM,2021,113-125,220.5,1.0
LAC @ WAS,Jan 25 7:00 PM,2021,116-115,219.0,-5.0
LAL @ BKN,Jan 25 7:30 PM,2021,106-96,224.5,3.5
SAC @ BOS,Jan 25 7:30 PM,2021,75-128,218.0,-9.0
SAS @ HOU,Jan 25 8:00 PM,2021,134-104,234.5,4.5
DAL @ GSW,Jan 25 10:00 PM,2021,92-130,212.0,-3.5
MIN @ POR,Jan 25 10:00 PM,2021,109-107,234.0,3.0
MIL @ CLE,Jan 26 7:00 PM,2021,99-115,217.0,4.0
CHA @ IND,Jan 26 7:00 PM,2021,158-126,229.5,2.0
LAC @ ORL,Jan 26 7:00 PM,2021,111-102,213.0,1.0
SAC @ ATL,Jan 26 7:30 PM,2021,104-121,227.0,-11.0
NYK @ MIA,Jan 26 7:30 PM,2021,96-110,202.5,-6.0
DEN @ BKN,Jan 26 8:00 PM,2021,124-118,218.5,5.5
TOR @ CHI,Jan 26 8:00 PM,2021,105-111,219.5,-4.0
MEM @ SAS,Jan 26 8:30 PM,2021,118-110,229.0,4.0
DAL @ POR,Jan 26 10:00 PM,2021,132-112,217.5,5.0
PHX @ UTA,Jan 26 10:00 PM,2021,105-97,223.0,1.0
LAL @ PHI,Jan 27 7:30 PM,2021,87-105,216.0,-6.0
MIN @ GSW,Jan 27 10:00 PM,2021,115-124,229.5,-6.5
DET @ ORL,Jan 28 7:00 PM,2021,103-119,216.0,-3.5
BOS @ ATL,Jan 28 7:30 PM,2021,92-108,217.5,-1.5
LAL @ CHA,Jan 28 7:30 PM,2021,114-117,226.0,-9.5
POR @ HOU,Jan 28 8:00 PM,2021,125-110,235.0,2.5
UTA @ MEM,Jan 28 8:00 PM,2021,109-119,225.0,-5.0
LAC @ MIA,Jan 28 8:00 PM,2021,114-121,209.0,-8.5
DEN @ NOP,Jan 28 8:00 PM,2021,116-105,222.0,4.0
IND @ OKC,Jan 28 8:00 PM,2021,113-110,222.5,2.0
CHI @ SAS,Jan 28 8:30 PM,2021,122-131,232.0,1.0
MIN @ PHX,Jan 28 9:00 PM,2021,124-134,228.5,-8.0
NYK @ MIL,Jan 28 10:00 PM,2021,108-123,216.5,-9.0
IND @ DAL,Jan 29 7:00 PM,2021,105-132,216.5,-10.5
BOS @ NOP,Jan 29 7:00 PM,2021,107-97,215.5,6.5
SAC @ PHI,Jan 29 7:30 PM,2021,101-103,219.0,-10.5
WAS @ MEM,Jan 29 8:00 PM,2021,95-115,227.5,-6.0
TOR @ MIA,Jan 29 8:00 PM,2021,124-120,211.5,-2.5
BKN @ GSW,Jan 29 8:30 PM,2021,106-110,226.0,-10.5
LAL @ ATL,Jan 30 1:00 PM,2021,121-129,224.0,-7.5
LAC @ CHA,Jan 30 1:00 PM,2021,115-90,226.0,-6.0
POR @ CHI,Jan 30 3:30 PM,2021,116-130,228.0,-5.0
CLE @ DET,Jan 30 6:00 PM,2021,105-115,207.5,7.5
DEN @ MIL,Jan 30 7:00 PM,2021,136-100,232.0,-6.5
DAL @ ORL,Jan 30 7:00 PM,2021,108-110,212.5,5.0
UTA @ MIN,Jan 30 8:00 PM,2021,106-126,228.0,-2.0
SAS @ PHX,Jan 30 8:00 PM,2021,110-115,230.0,-13.5
NOP @ CLE,Jan 31 7:00 PM,2021,90-93,207.0,-4.5
LAC @ IND,Jan 31 7:00 PM,2021,116-122,224.0,0.0
MEM @ PHI,Jan 31 7:00 PM,2021,119-122,217.5,3.5
TOR @ ATL,Jan 31 7:30 PM,2021,106-100,212.5,2.0
MIA @ BOS,Jan 31 7:30 PM,2021,92-122,208.5,-6.5
SAC @ NYK,Jan 31 7:30 PM,2021,96-116,212.5,-7.0
GSW @ HOU,Jan 31 8:00 PM,2021,122-108,231.5,10.0
POR @ OKC,Jan 31 8:00 PM,2021,81-98,215.0,3.5
NOP @ DET,Feb 1 7:00 PM,2021,111-101,218.0,2.5
WAS @ MIL,Feb 1 7:30 PM,2021,98-112,228.5,-11.5
MIA @ TOR,Feb 1 7:30 PM,2021,106-110,210.5,-1.5
ORL @ CHI,Feb 1 8:00 PM,2021,115-126,223.0,-8.0
