Game,Tipoff,Season,Score,Over_Under,Home_Line
NOP @ OKC,Nov 1 7:30 PM,2023,110-106,227.5,-3.5
CHA @ HOU,Nov 1 8:00 PM,2023,119-128,222.0,-3.0
DEN @ MIN,Nov 1 8:00 PM,2023,89-110,220.0,2.0
CHI @ DAL,Nov 1 8:30 PM,2023,105-114,220.5,-3.5
MEM @ UTA,Nov 1 9:00 PM,2023,109-133,225.5,-2.0
SAC @ GSW,Nov 1 10:00 PM,2023,101-102,227.5,-7.0
LAC @ LAL,Nov 1 10:00 PM,2023,125-130,228.0,-3.0
TOR @ PHI,Nov 2 7:00 PM,2023,99-114,214.5,-7.5
DET @ NOP,Nov 2 8:00 PM,2023,116-125,215.5,-4.5
ORL @ UTA,Nov 2 9:00 PM,2023,115-113,223.5,1.5
SAS @ PHX,Nov 2 10:00 PM,2023,132-121,229.0,-10.5
CLE @ IND,Nov 3 7:00 PM,2023,116-121,230.5,2.5
NYK @ MIL,Nov 3 7:30 PM,2023,105-110,224.5,-5.5
BKN @ CHI,Nov 3 8:00 PM,2023,109-107,221.0,-4.0
WAS @ MIA,Nov 3 8:00 PM,2023,114-121,224.5,-8.5
GSW @ OKC,Nov 3 8:00 PM,2023,141-139,225.0,6.0
DAL @ DEN,Nov 3 10:00 PM,2023,114-125,229.5,-6.0
MEM @ POR,Nov 3 10:00 PM,2023,113-115,220.0,3.5
PHX @ PHI,Nov 4 1:00 PM,2023,100-112,220.5,-6.5
CHA @ IND,Nov 4 7:00 PM,2023,125-124,240.5,-5.0
ATL @ NOP,Nov 4 7:00 PM,2023,123-105,237.5,-2.0
LAL @ ORL,Nov 4 7:00 PM,2023,101-120,222.5,3.5
BOS @ BKN,Nov 4 8:00 PM,2023,124-114,227.0,10.0
SAC @ HOU,Nov 4 8:00 PM,2023,89-107,221.0,2.5
UTA @ MIN,Nov 4 8:00 PM,2023,95-123,225.0,-8.0
CHI @ DEN,Nov 4 9:00 PM,2023,101-123,217.5,-9.0
PHX @ DET,Nov 5 3:00 PM,2023,120-106,218.5,3.5
TOR @ SAS,Nov 5 3:30 PM,2023,123-116,222.5,4.0
GSW @ CLE,Nov 5 6:00 PM,2023,104-115,222.5,-1.0
CHA @ DAL,Nov 5 7:30 PM,2023,118-124,235.0,-11.5
MEM @ POR,Nov 5 9:00 PM,2023,112-100,219.0,3.5
GSW @ DET,Nov 6 7:00 PM,2023,120-109,224.0,9.0
SAS @ IND,Nov 6 7:00 PM,2023,111-152,238.5,-8.5
DAL @ ORL,Nov 6 7:00 PM,2023,117-102,230.5,1.0
WAS @ PHI,Nov 6 7:00 PM,2023,128-146,229.0,-11.0
MIL @ BKN,Nov 6 7:30 PM,2023,129-125,233.0,4.5
LAL @ MIA,Nov 6 7:30 PM,2023,107-108,222.5,-1.5
LAC @ NYK,Nov 6 7:30 PM,2023,97-111,223.5,1.0
UTA @ CHI,Nov 6 8:00 PM,2023,113-130,222.5,-4.0
SAC @ HOU,Nov 6 8:00 PM,2023,97-122,218.0,2.0
BOS @ MIN,Nov 6 8:00 PM,2023,109-114,222.0,3.0
ATL @ OKC,Nov 6 8:00 PM,2023,117-126,243.0,-1.0
NOP @ DEN,Nov 6 9:00 PM,2023,116-134,222.0,-6.5
WAS @ CHA,Nov 8 7:00 PM,2023,132-116,239.0,-2.0
UTA @ IND,Nov 8 7:00 PM,2023,118-134,242.5,-6.0
BOS @ PHI,Nov 8 7:00 PM,2023,103-106,229.5,2.5
LAC @ BKN,Nov 8 7:30 PM,2023,93-100,231.5,5.5
SAS @ NYK,Nov 8 7:30 PM,2023,105-126,224.5,-9.0
PHX @ CHI,Nov 8 8:00 PM,2023,116-115,217.5,1.0
LAL @ HOU,Nov 8 8:00 PM,2023,94-128,223.0,2.0
MIA @ MEM,Nov 8 8:00 PM,2023,108-102,217.0,1.5
DET @ MIL,Nov 8 8:00 PM,2023,118-120,227.0,-12.0
NOP @ MIN,Nov 8 8:00 PM,2023,101-122,215.5,-9.5
CLE @ OKC,Nov 8 8:00 PM,2023,120-128,228.0,2.0
TOR @ DAL,Nov 8 8:30 PM,2023,127-116,225.5,-4.5
GSW @ DEN,Nov 8 10:00 PM,2023,105-108,228.0,-4.5
POR @ SAC,Nov 8 10:00 PM,2023,118-121,220.5,-8.0
MIL @ IND,Nov 9 7:00 PM,2023,124-126,239.5,1.0
ATL @ ORL,Nov 9 9:30 PM,2023,120-119,233.0,3.5
MIL @ ORL,Nov 11 6:00 PM,2023,97-112,227.0,2.0
TOR @ BOS,Nov 11 7:00 PM,2023,94-117,223.0,-9.0
MIA @ ATL,Nov 11 7:30 PM,2023,117-109,227.5,-8.0
CLE @ GSW,Nov 11 8:30 PM,2023,118-110,224.5,-4.5
CHA @ NYK,Nov 12 12:00 PM,2023,107-129,224.5,-10.5
WAS @ BKN,Nov 12 3:00 PM,2023,94-102,233.0,-7.0
MEM @ LAC,Nov 12 3:30 PM,2023,105-101,224.0,-8.5
IND @ PHI,Nov 12 6:00 PM,2023,126-137,237.5,-7.0
DET @ CHI,Nov 12 7:00 PM,2023,108-119,220.0,-6.5
DEN @ HOU,Nov 12 7:00 PM,2023,104-107,215.5,5.0
DAL @ NOP,Nov 12 7:00 PM,2023,136-124,237.0,3.5
MIA @ SAS,Nov 12 7:00 PM,2023,118-113,222.0,2.0
OKC @ PHX,Nov 12 8:00 PM,2023,111-99,231.5,-3.5
MIN @ GSW,Nov 12 8:30 PM,2023,116-110,222.0,-3.5
POR @ LAL,Nov 12 10:00 PM,2023,110-116,221.0,-8.5
NYK @ BOS,Nov 13 7:30 PM,2023,98-114,220.5,-9.5
WAS @ TOR,Nov 13 7:30 PM,2023,107-111,230.5,-8.5
CHI @ MIL,Nov 13 8:00 PM,2023,109-118,230.5,-9.5
CLE @ SAC,Nov 13 10:00 PM,2023,120-132,229.0,1.0
MIA @ CHA,Nov 14 7:00 PM,2023,111-105,221.5,6.5
ATL @ DET,Nov 14 7:00 PM,2023,126-120,225.5,4.5
IND @ PHI,Nov 14 7:00 PM,2023,132-126,240.5,-6.5
ORL @ BKN,Nov 14 7:30 PM,2023,104-124,217.5,-2.5
SAS @ OKC,Nov 14 7:30 PM,2023,87-123,237.5,-10.0
DAL @ NOP,Nov 14 8:00 PM,2023,110-131,239.0,3.5
POR @ UTA,Nov 14 9:00 PM,2023,99-115,230.5,-7.0
LAC @ DEN,Nov 14 10:00 PM,2023,108-111,225.5,-4.5
MIN @ GSW,Nov 14 10:00 PM,2023,104-101,216.0,3.0
MEM @ LAL,Nov 14 10:30 PM,2023,107-134,225.5,-6.5
DAL @ WAS,Nov 15 7:00 PM,2023,130-117,243.0,3.5
NYK @ ATL,Nov 15 7:30 PM,2023,116-114,229.0,-1.0
BOS @ PHI,Nov 15 7:30 PM,2023,117-107,223.5,1.0
MIL @ TOR,Nov 15 7:30 PM,2023,128-112,225.0,1.0
ORL @ CHI,Nov 15 8:00 PM,2023,96-94,215.0,-2.5
MIN @ PHX,Nov 15 9:00 PM,2023,115-133,223.0,-4.0
SAC @ LAL,Nov 15 10:00 PM,2023,125-110,238.0,2.0
CLE @ POR,Nov 15 10:00 PM,2023,109-95,217.0,10.0
BKN @ MIA,Nov 16 7:30 PM,2023,115-122,215.0,-3.5
OKC @ GSW,Nov 16 10:00 PM,2023,128-109,226.5,3.0
MIL @ CHA,Nov 17 7:00 PM,2023,130-99,243.0,8.5
NYK @ WAS,Nov 17 7:00 PM,2023,120-99,226.0,7.0
PHI @ ATL,Nov 17 7:30 PM,2023,126-116,236.5,1.5
DET @ CLE,Nov 17 7:30 PM,2023,100-108,218.5,-9.0
SAC @ SAS,Nov 17 7:30 PM,2023,129-120,238.5,8.5
BOS @ TOR,Nov 17 7:30 PM,2023,108-105,224.0,9.0
ORL @ CHI,Nov 17 8:00 PM,2023,103-97,215.5,-4.0
DEN @ NOP,Nov 17 8:00 PM,2023,110-115,226.5,5.0
LAL @ POR,Nov 17 10:00 PM,2023,107-95,226.0,9.5
PHX @ UTA,Nov 17 10:00 PM,2023,131-128,238.5,5.0
HOU @ LAC,Nov 17 10:30 PM,2023,100-106,218.0,-7.5
PHI @ BKN,Nov 19 3:00 PM,2023,121-99,224.0,3.5
DET @ TOR,Nov 19 4:00 PM,2023,113-142,219.0,-9.5
ORL @ IND,Nov 19 5:00 PM,2023,128-116,235.5,-4.5
DEN @ CLE,Nov 19 6:00 PM,2023,109-121,215.5,4.5
SAC @ DAL,Nov 19 7:30 PM,2023,129-113,247.0,2.5
BOS @ MEM,Nov 19 8:00 PM,2023,102-100,222.0,12.5
PHX @ UTA,Nov 19 8:00 PM,2023,140-137,238.5,5.0
OKC @ POR,Nov 19 9:00 PM,2023,134-91,224.0,7.0
HOU @ LAL,Nov 19 9:30 PM,2023,104-105,221.5,-6.0
BOS @ CHA,Nov 20 7:00 PM,2023,118-121,234.5,8.5
DEN @ DET,Nov 20 7:00 PM,2023,107-103,225.5,9.5
MIL @ WAS,Nov 20 7:00 PM,2023,142-129,245.5,9.5
MIA @ CHI,Nov 20 8:00 PM,2023,118-100,210.0,1.5
NYK @ MIN,Nov 20 8:00 PM,2023,100-117,214.5,-2.5
SAC @ NOP,Nov 20 8:00 PM,2023,93-129,237.0,2.0
LAC @ SAS,Nov 20 8:00 PM,2023,124-99,230.5,8.5
HOU @ GSW,Nov 20 10:00 PM,2023,116-121,221.0,-7.0
TOR @ ORL,Nov 21 7:00 PM,2023,107-126,215.5,-1.5
IND @ ATL,Nov 21 7:30 PM,2023,157-152,252.5,-3.5
CLE @ PHI,Nov 21 7:30 PM,2023,122-119,218.5,-8.0
POR @ PHX,Nov 21 9:00 PM,2023,107-120,223.5,-12.5
UTA @ LAL,Nov 21 10:00 PM,2023,99-131,239.0,-7.5
WAS @ CHA,Nov 22 7:00 PM,2023,114-117,241.5,-3.5
DEN @ ORL,Nov 22 7:00 PM,2023,119-124,219.0,3.5
BKN @ ATL,Nov 22 7:30 PM,2023,145-147,236.0,-3.5
MIL @ BOS,Nov 22 7:30 PM,2023,116-119,236.5,-6.0
MIA @ CLE,Nov 22 7:30 PM,2023,129-96,213.0,-1.5
TOR @ IND,Nov 22 7:30 PM,2023,132-131,242.0,-2.5
MEM @ HOU,Nov 22 8:00 PM,2023,91-111,213.5,-5.0
PHI @ MIN,Nov 22 8:00 PM,2023,99-112,221.0,-7.0
SAC @ NOP,Nov 22 8:00 PM,2023,112-117,235.0,1.5
CHI @ OKC,Nov 22 8:00 PM,2023,102-116,223.0,-7.5
LAC @ SAS,Nov 22 8:00 PM,2023,109-102,231.0,8.5
GSW @ PHX,Nov 22 10:00 PM,2023,115-123,233.5,-2.5
UTA @ POR,Nov 22 10:00 PM,2023,105-121,228.5,3.5
DAL @ LAL,Nov 22 10:30 PM,2023,104-101,244.5,0.0
BOS @ ORL,Nov 24 2:30 PM,2023,96-113,221.0,5.0
PHX @ MEM,Nov 24 5:00 PM,2023,110-89,221.0,3.5
MIA @ NYK,Nov 24 7:30 PM,2023,98-100,209.5,-5.5
CHI @ TOR,Nov 24 7:30 PM,2023,108-121,218.0,-5.0
DEN @ HOU,Nov 24 8:00 PM,2023,86-105,216.0,3.0
DET @ IND,Nov 24 8:00 PM,2023,113-136,246.5,-9.5
WAS @ MIL,Nov 24 8:00 PM,2023,128-131,248.0,-13.5
SAC @ MIN,Nov 24 8:00 PM,2023,124-111,230.0,-4.0
SAS @ GSW,Nov 24 10:00 PM,2023,112-118,237.0,-10.0
NOP @ LAC,Nov 24 10:30 PM,2023,116-106,228.0,-5.5
PHI @ OKC,Nov 25 5:00 PM,2023,127-123,230.0,1.0
MIA @ BKN,Nov 25 6:00 PM,2023,97-112,216.5,-7.0
ATL @ WAS,Nov 25 7:00 PM,2023,136-108,248.5,9.5
LAL @ CLE,Nov 25 7:30 PM,2023,121-115,227.5,-4.0
NOP @ UTA,Nov 25 9:30 PM,2023,100-105,227.0,3.0
DAL @ LAC,Nov 25 10:30 PM,2023,88-107,237.0,1.0
POR @ MIL,Nov 26 3:30 PM,2023,102-108,231.5,-13.0
ATL @ BOS,Nov 26 6:00 PM,2023,103-113,236.0,-7.0
MIN @ MEM,Nov 26 6:00 PM,2023,119-97,217.5,6.5
PHX @ NYK,Nov 26 6:00 PM,2023,116-113,219.0,-6.5
CHA @ ORL,Nov 26 6:00 PM,2023,117-130,228.0,-6.0
CHI @ BKN,Nov 26 7:30 PM,2023,109-118,222.0,-3.0
TOR @ CLE,Nov 26 7:30 PM,2023,102-105,222.5,-3.5
SAS @ DEN,Nov 26 8:00 PM,2023,120-132,229.5,-10.5
WAS @ DET,Nov 27 7:00 PM,2023,126-107,236.0,-2.5
POR @ IND,Nov 27 7:00 PM,2023,114-110,240.5,-12.0
LAL @ PHI,Nov 27 7:00 PM,2023,94-138,231.0,-6.0
NOP @ UTA,Nov 27 9:00 PM,2023,112-114,232.0,6.0
DEN @ LAC,Nov 27 10:30 PM,2023,113-104,217.0,-11.0
TOR @ BKN,Nov 28 7:30 PM,2023,103-115,223.5,-1.5
CHI @ BOS,Nov 28 7:30 PM,2023,97-124,219.5,-12.5
ATL @ CLE,Nov 28 7:30 PM,2023,105-128,238.5,-4.5
MIL @ MIA,Nov 28 7:30 PM,2023,131-124,230.5,4.5
CHA @ NYK,Nov 28 7:30 PM,2023,91-115,220.5,-11.5
OKC @ MIN,Nov 28 8:00 PM,2023,103-106,228.5,-3.0
HOU @ DAL,Nov 28 8:30 PM,2023,115-121,227.5,-4.0
GSW @ SAC,Nov 28 10:00 PM,2023,123-124,238.0,-2.0
LAL @ DET,Nov 29 7:00 PM,2023,133-107,229.0,7.5
WAS @ ORL,Nov 29 7:00 PM,2023,120-139,235.5,-10.0
PHX @ TOR,Nov 29 7:30 PM,2023,105-112,227.0,3.5
UTA @ MEM,Nov 29 8:00 PM,2023,91-105,223.5,-3.5
PHI @ NOP,Nov 29 8:00 PM,2023,114-124,228.5,3.0
HOU @ DEN,Nov 29 9:00 PM,2023,124-134,217.5,-10.0
LAC @ SAC,Nov 29 10:00 PM,2023,131-117,231.0,1.5
POR @ CLE,Nov 30 7:00 PM,2023,103-95,219.0,-12.0
CHA @ BKN,Nov 30 7:30 PM,2023,129-128,223.0,-9.0
IND @ MIA,Nov 30 7:30 PM,2023,132-142,238.0,-3.5
DET @ NYK,Nov 30 7:30 PM,2023,112-118,218.5,-14.5
MIL @ CHI,Nov 30 8:00 PM,2023,113-120,225.5,10.5
UTA @ MIN,Nov 30 8:00 PM,2023,90-101,219.0,-11.5
LAL @ OKC,Nov 30 8:00 PM,2023,110-133,234.5,-5.0
ATL @ SAS,Nov 30 8:00 PM,2023,137-135,246.0,6.5
LAC @ GSW,Nov 30 10:00 PM,2023,114-120,229.5,-2.0
WAS @ ORL,Dec 1 7:00 PM,2023,125-130,236.5,-10.0
PHI @ BOS,Dec 1 7:30 PM,2023,119-125,218.0,-12.0
MEM @ DAL,Dec 1 7:30 PM,2023,108-94,224.5,-6.0
NYK @ TOR,Dec 1 7:30 PM,2023,119-106,218.5,-1.5
SAS @ NOP,Dec 1 8:00 PM,2023,106-121,238.5,-13.0
DEN @ PHX,Dec 1 10:00 PM,2023,119-111,224.0,1.0
GSW @ LAC,Dec 2 4:00 PM,2023,112-113,229.5,-5.0
MIN @ CHA,Dec 2 5:00 PM,2023,123-117,219.5,5.5
ORL @ BKN,Dec 2 7:00 PM,2023,101-129,225.5,-2.5
CLE @ DET,Dec 2 7:00 PM,2023,110-101,225.5,9.0
NOP @ CHI,Dec 2 8:00 PM,2023,118-124,219.0,1.5
IND @ MIA,Dec 2 8:00 PM,2023,144-129,237.0,-4.5
ATL @ MIL,Dec 2 8:00 PM,2023,121-132,251.0,-6.5
OKC @ DAL,Dec 2 9:00 PM,2023,126-120,235.0,5.0
MEM @ PHX,Dec 2 9:00 PM,2023,109-116,221.0,-10.0
POR @ UTA,Dec 2 9:30 PM,2023,113-118,217.5,-1.5
DEN @ SAC,Dec 2 10:00 PM,2023,117-123,234.5,-3.5
HOU @ LAL,Dec 2 10:30 PM,2023,97-107,226.5,-5.0
BOS @ IND,Dec 4 7:30 PM,2023,112-122,244.0,4.5
NOP @ SAC,Dec 4 10:00 PM,2023,127-117,238.0,-3.0
NYK @ MIL,Dec 5 7:30 PM,2023,122-146,230.0,-4.5
PHX @ LAL,Dec 5 10:00 PM,2023,103-106,231.0,-1.5
ORL @ CLE,Dec 6 7:00 PM,2023,111-121,225.0,-4.5
MEM @ DET,Dec 6 7:00 PM,2023,116-102,221.0,2.0
PHI @ WAS,Dec 6 7:00 PM,2023,131-126,242.0,10.5
BKN @ ATL,Dec 6 7:30 PM,2023,114-113,242.5,-3.5
SAS @ MIN,Dec 6 7:30 PM,2023,94-102,231.0,-12.0
MIA @ TOR,Dec 6 7:30 PM,2023,112-103,219.5,-4.0
CHA @ CHI,Dec 6 8:00 PM,2023,100-111,220.5,-5.0
OKC @ HOU,Dec 6 8:00 PM,2023,101-110,224.5,1.5
UTA @ DAL,Dec 6 8:30 PM,2023,97-147,234.5,-11.5
POR @ GSW,Dec 6 10:00 PM,2023,106-110,226.5,-13.0
DEN @ LAC,Dec 6 10:00 PM,2023,102-111,229.5,-1.0
IND @ MIL,Dec 7 5:00 PM,2023,128-119,257.0,-5.0
NOP @ LAL,Dec 7 9:00 PM,2023,89-133,229.5,-2.0
TOR @ CHA,Dec 8 7:00 PM,2023,116-119,222.5,5.5
DET @ ORL,Dec 8 7:00 PM,2023,91-123,229.5,-10.5
ATL @ PHI,Dec 8 7:00 PM,2023,114-125,235.0,-8.5
WAS @ BKN,Dec 8 7:30 PM,2023,97-124,239.5,-9.0
NYK @ BOS,Dec 8 7:30 PM,2023,123-133,221.0,-7.5
MIN @ MEM,Dec 8 8:00 PM,2023,127-103,213.5,5.5
CLE @ MIA,Dec 8 8:00 PM,2023,111-99,223.0,1.5
GSW @ OKC,Dec 8 8:00 PM,2023,136-138,235.5,-3.5
CHI @ SAS,Dec 8 8:30 PM,2023,121-112,224.5,2.0
HOU @ DEN,Dec 8 9:00 PM,2023,114-106,221.5,-9.0
SAC @ PHX,Dec 8 9:00 PM,2023,114-106,235.5,3.0
DAL @ POR,Dec 8 10:00 PM,2023,125-112,233.0,10.0
LAC @ UTA,Dec 8 10:00 PM,2023,117-103,225.5,8.0
IND @ LAL,Dec 9 8:30 PM,2023,109-123,242.5,-4.0
MIA @ CHA,Dec 11 7:00 PM,2023,116-114,222.5,4.5
IND @ DET,Dec 11 7:00 PM,2023,131-123,247.5,7.0
CLE @ ORL,Dec 11 7:00 PM,2023,94-104,225.5,-2.0
WAS @ PHI,Dec 11 7:00 PM,2023,101-146,244.0,-13.5
DEN @ ATL,Dec 11 7:30 PM,2023,129-122,241.5,3.0
TOR @ NYK,Dec 11 7:30 PM,2023,130-136,221.5,-4.0
SAS @ HOU,Dec 11 8:00 PM,2023,82-93,223.5,-9.0
DAL @ MEM,Dec 11 8:00 PM,2023,120-113,227.5,1.0
CHI @ MIL,Dec 11 8:00 PM,2023,129-133,233.0,-11.5
MIN @ NOP,Dec 11 8:00 PM,2023,107-121,222.0,-4.0
UTA @ OKC,Dec 11 8:00 PM,2023,120-134,236.0,-13.0
BKN @ SAC,Dec 11 10:00 PM,2023,118-131,238.0,-5.0
POR @ LAC,Dec 11 10:30 PM,2023,127-132,220.5,-14.5
CLE @ BOS,Dec 12 7:30 PM,2023,113-120,226.5,-11.0
LAL @ DAL,Dec 12 7:30 PM,2023,125-127,235.5,3.0
DEN @ CHI,Dec 12 8:00 PM,2023,114-106,220.0,6.5
GSW @ PHX,Dec 12 10:00 PM,2023,116-119,228.5,1.5
SAC @ LAC,Dec 12 10:30 PM,2023,99-119,237.5,-3.5
PHI @ DET,Dec 13 7:00 PM,2023,129-111,233.5,12.0
NOP @ WAS,Dec 13 7:00 PM,2023,142-122,240.0,7.0
CHA @ MIA,Dec 13 7:30 PM,2023,104-115,223.5,-7.5
ATL @ TOR,Dec 13 7:30 PM,2023,128-135,241.0,-2.5
MEM @ HOU,Dec 13 8:00 PM,2023,104-117,210.5,-10.0
IND @ MIL,Dec 13 8:00 PM,2023,126-140,258.0,-6.5
LAL @ SAS,Dec 13 8:00 PM,2023,122-119,232.5,3.5
BKN @ PHX,Dec 13 9:00 PM,2023,116-112,230.5,-4.5
NYK @ UTA,Dec 13 9:00 PM,2023,113-117,229.5,6.0
CLE @ BOS,Dec 14 7:30 PM,2023,107-116,227.5,-8.5
CHI @ MIA,Dec 14 7:30 PM,2023,124-116,213.0,-3.5
MIN @ DAL,Dec 14 8:30 PM,2023,119-101,230.0,2.0
BKN @ DEN,Dec 14 9:00 PM,2023,101-124,231.0,-9.5
UTA @ POR,Dec 14 10:00 PM,2023,122-114,226.0,-5.0
OKC @ SAC,Dec 14 10:00 PM,2023,123-128,245.5,-2.5
GSW @ LAC,Dec 14 10:30 PM,2023,113-121,231.5,-2.0
NOP @ CHA,Dec 15 7:00 PM,2023,112-107,233.5,9.5
DET @ PHI,Dec 15 7:00 PM,2023,92-124,234.5,-15.5
IND @ WAS,Dec 15 7:00 PM,2023,123-137,260.5,8.5
ORL @ BOS,Dec 15 7:30 PM,2023,111-128,227.5,-6.0
LAL @ SAS,Dec 15 7:30 PM,2023,115-129,236.0,4.0
ATL @ TOR,Dec 15 7:30 PM,2023,125-104,241.0,-1.5
HOU @ MEM,Dec 15 8:00 PM,2023,103-96,212.5,2.5
NYK @ PHX,Dec 15 10:00 PM,2023,139-122,229.5,-5.0
DET @ MIL,Dec 16 6:00 PM,2023,114-146,241.5,-16.5
PHI @ CHA,Dec 16 7:00 PM,2023,135-82,228.0,12.0
ATL @ CLE,Dec 16 7:30 PM,2023,119-127,236.5,-4.5
CHI @ MIA,Dec 16 8:00 PM,2023,116-118,219.5,-5.0
IND @ MIN,Dec 16 8:00 PM,2023,109-127,238.5,-10.5
BKN @ GSW,Dec 16 8:30 PM,2023,120-124,235.0,-3.5
OKC @ DEN,Dec 16 9:00 PM,2023,118-117,237.5,-5.0
DAL @ POR,Dec 16 9:00 PM,2023,131-120,232.5,4.5
UTA @ SAC,Dec 16 10:00 PM,2023,104-125,235.0,-8.0
NYK @ LAC,Dec 16 10:30 PM,2023,122-144,229.5,-6.5
MEM @ NOP,Dec 19 7:30 PM,2023,115-113,229.0,-8.5
SAS @ MIL,Dec 19 8:00 PM,2023,119-132,249.0,-16.5
BOS @ GSW,Dec 19 10:00 PM,2023,126-132,233.5,4.5
PHX @ POR,Dec 19 10:00 PM,2023,104-109,230.0,7.0
UTA @ CLE,Dec 20 7:00 PM,2023,116-124,226.0,-3.0
CHA @ IND,Dec 20 7:00 PM,2023,113-144,245.5,-10.5
MIA @ ORL,Dec 20 7:00 PM,2023,115-106,219.0,-5.5
MIN @ PHI,Dec 20 7:00 PM,2023,113-127,226.0,-4.0
NYK @ BKN,Dec 20 7:30 PM,2023,121-102,233.0,1.0
DEN @ TOR,Dec 20 7:30 PM,2023,113-104,229.0,4.0
LAL @ CHI,Dec 20 8:00 PM,2023,108-124,225.0,3.5
ATL @ HOU,Dec 20 8:00 PM,2023,134-127,234.0,-2.5
LAC @ DAL,Dec 20 8:30 PM,2023,120-111,237.5,1.5
