player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,confidence_interval1,confidence_interval2,interval_width1,interval_width2,sigma1,sigma2,sigma_flag1,sigma_flag2,simulation_method
Bobby Portis,Alperen Sengun,10.5,20.5,14.82,18.34,over,under,0.745,0.638,0.4279,0.167,0.06,0.114,0.28,0.142,0,"(0.0, 29.9)","(3.3, 33.4)",29.89,30.06,7.69,7.67,High,High,Monte Carlo
Bobby Portis,Derrick White,10.5,19.5,14.82,18.41,over,under,0.745,0.58,0.3889,0.167,0.002,0.084,0.17,0.083,0,"(0.0, 29.9)","(4.2, 32.6)",29.89,28.48,7.69,7.26,High,High,Monte Carlo
Bobby Portis,Amen Thompson,10.5,15.5,14.82,17.01,over,over,0.745,0.586,0.393,0.167,0.008,0.088,0.18,0.089,0,"(0.0, 29.9)","(1.9, 32.1)",29.89,30.27,7.69,7.72,High,High,Monte Carlo
Bobby Portis,Payton Pritchard,10.5,15.5,14.82,16.22,over,over,0.745,0.534,0.3584,0.167,-0.044,0.062,0.08,0.038,0,"(0.0, 29.9)","(0.0, 32.9)",29.89,32.85,7.69,8.48,High,High,Monte Carlo
Bobby Portis,Anfernee Simons,10.5,14.5,14.82,20.48,over,over,0.745,0.812,0.5449,0.167,0.234,0.201,0.63,0.317,0,"(0.0, 29.9)","(4.9, 36.0)",29.89,31.1,7.69,7.93,High,High,Monte Carlo
Bobby Portis,Tari Eason,10.5,10.5,14.82,12.74,over,over,0.745,0.673,0.4516,0.167,0.095,0.131,0.35,0.177,0,"(0.0, 29.9)","(1.2, 24.2)",29.89,23.0,7.69,5.87,High,Med,Monte Carlo
Bobby Portis,Josh Okogie,10.5,8.5,14.82,11.0,over,over,0.745,0.663,0.4446,0.167,0.085,0.126,0.33,0.167,0,"(0.0, 29.9)","(0.0, 24.7)",29.89,24.72,7.69,7.0,High,High,Monte Carlo
Bobby Portis,Sam Hauser,10.5,8.5,14.82,10.59,over,over,0.745,0.641,0.4302,0.167,0.063,0.115,0.29,0.145,0,"(0.0, 29.9)","(0.0, 23.9)",29.89,23.86,7.69,6.77,High,High,Monte Carlo
Bobby Portis,Reed Sheppard,10.5,8.5,14.82,10.99,over,over,0.745,0.68,0.4562,0.167,0.102,0.135,0.37,0.184,0,"(0.0, 29.9)","(0.0, 23.2)",29.89,23.19,7.69,6.22,High,High,Monte Carlo
Bobby Portis,Neemias Queta,10.5,7.5,14.82,11.06,over,over,0.745,0.684,0.4591,0.167,0.106,0.137,0.38,0.189,0,"(0.0, 29.9)","(0.0, 28.1)",29.89,28.06,7.69,8.68,High,High,Monte Carlo
Bobby Portis,Steven Adams,10.5,4.5,14.82,9.32,over,over,0.745,0.756,0.5074,0.167,0.178,0.173,0.52,0.261,0,"(0.0, 29.9)","(0.0, 25.3)",29.89,25.34,7.69,8.17,High,High,Monte Carlo
Bobby Portis,Cade Cunningham,10.5,25.5,14.82,26.89,over,over,0.745,0.563,0.3778,0.167,-0.015,0.076,0.13,0.067,0,"(0.0, 29.9)","(8.2, 45.6)",29.89,37.39,7.69,9.54,High,High,Monte Carlo
Bobby Portis,Cooper Flagg,10.5,16.5,14.82,16.66,over,over,0.745,0.503,0.3374,0.167,-0.075,0.046,0.01,0.006,0,"(0.0, 29.9)","(0.0, 33.6)",29.89,33.55,7.69,8.62,High,High,Monte Carlo
Bobby Portis,P.J. Washington,10.5,15.5,14.82,17.89,over,over,0.745,0.653,0.4383,0.167,0.075,0.121,0.32,0.158,0,"(0.0, 29.9)","(4.0, 31.8)",29.89,27.82,7.69,7.1,High,High,Monte Carlo
Bobby Portis,D'Angelo Russell,10.5,14.5,14.82,11.66,over,under,0.745,0.649,0.4357,0.167,0.071,0.119,0.31,0.153,0,"(0.0, 29.9)","(0.0, 29.8)",29.89,29.81,7.69,9.26,High,High,Monte Carlo
Bobby Portis,Jalen Duren,10.5,14.5,14.82,16.63,over,over,0.745,0.632,0.4243,0.167,0.054,0.111,0.27,0.136,0,"(0.0, 29.9)","(2.2, 31.1)",29.89,28.9,7.69,7.37,High,High,Monte Carlo
Bobby Portis,Tobias Harris,10.5,14.5,14.82,16.21,over,over,0.745,0.579,0.3885,0.167,0.001,0.084,0.17,0.083,0,"(0.0, 29.9)","(0.0, 34.8)",29.89,34.82,7.69,9.49,High,High,Monte Carlo
Bobby Portis,Ausar Thompson,10.5,12.5,14.82,16.09,over,over,0.745,0.701,0.4705,0.167,0.123,0.145,0.41,0.206,0,"(0.0, 29.9)","(0.5, 31.7)",29.89,31.12,7.69,7.94,High,High,Monte Carlo
Bobby Portis,Klay Thompson,10.5,12.5,14.82,15.93,over,over,0.745,0.67,0.4492,0.167,0.092,0.129,0.35,0.174,0,"(0.0, 29.9)","(0.0, 33.9)",29.89,33.92,7.69,9.18,High,High,Monte Carlo
Bobby Portis,Max Christie,10.5,11.5,14.82,13.99,over,over,0.745,0.676,0.4537,0.167,0.098,0.133,0.36,0.181,0,"(0.0, 29.9)","(1.5, 26.5)",29.89,24.99,7.69,6.38,High,High,Monte Carlo
Bobby Portis,Duncan Robinson,10.5,9.5,14.82,13.84,over,over,0.745,0.726,0.4872,0.167,0.148,0.158,0.46,0.231,0,"(0.0, 29.9)","(0.0, 30.5)",29.89,30.51,7.69,8.51,High,High,Monte Carlo
Bobby Portis,Naji Marshall,10.5,9.5,14.82,15.32,over,over,0.745,0.838,0.5619,0.167,0.26,0.213,0.69,0.343,0,"(0.0, 29.9)","(1.8, 28.8)",29.89,26.95,7.69,6.87,High,High,Monte Carlo
Bobby Portis,Caris LeVert,10.5,9.5,14.82,10.63,over,over,0.745,0.565,0.3789,0.167,-0.013,0.077,0.14,0.068,0,"(0.0, 29.9)","(0.0, 25.6)",29.89,25.58,7.69,7.62,High,High,Monte Carlo
Cole Anthony,Keon Ellis,10.5,7.5,13.93,9.85,over,over,0.69,0.65,0.4039,0.112,0.072,0.092,0.21,0.106,0,"(0.0, 29.8)","(0.0, 23.9)",29.77,23.93,8.09,7.18,High,High,Monte Carlo
Cole Anthony,LaMelo Ball,10.5,25.5,13.93,28.11,over,over,0.69,0.637,0.3959,0.112,0.059,0.086,0.19,0.094,0,"(0.0, 29.8)","(11.0, 45.2)",29.77,34.2,8.09,8.72,High,High,Monte Carlo
Cole Anthony,Julius Randle,10.5,24.5,13.93,23.72,over,under,0.69,0.56,0.3478,0.112,-0.018,0.047,0.04,0.022,0,"(0.0, 29.8)","(9.7, 37.8)",29.77,28.11,8.09,7.17,High,High,Monte Carlo
Cole Anthony,Miles Bridges,10.5,19.5,13.93,22.16,over,over,0.69,0.651,0.4046,0.112,0.073,0.093,0.21,0.107,0,"(0.0, 29.8)","(6.3, 38.0)",29.77,31.65,8.09,8.07,High,High,Monte Carlo
Cole Anthony,Jaden McDaniels,10.5,18.5,13.93,22.08,over,over,0.69,0.707,0.4395,0.112,0.129,0.121,0.32,0.159,0,"(0.0, 29.8)","(7.1, 37.1)",29.77,30.0,8.09,7.65,High,High,Monte Carlo
Cole Anthony,Collin Sexton,10.5,18.5,13.93,22.19,over,over,0.69,0.716,0.4453,0.112,0.138,0.125,0.34,0.168,0,"(0.0, 29.8)","(7.3, 37.1)",29.77,29.82,8.09,7.61,High,High,Monte Carlo
Cole Anthony,Donte DiVincenzo,10.5,15.0,13.93,18.04,over,over,0.69,0.658,0.409,0.112,0.08,0.096,0.23,0.114,0,"(0.0, 29.8)","(0.8, 35.3)",29.77,34.46,8.09,8.79,High,High,Monte Carlo
Cole Anthony,Kon Knueppel,10.5,13.5,13.93,16.5,over,over,0.69,0.684,0.4248,0.112,0.106,0.109,0.27,0.137,0,"(0.0, 29.8)","(2.1, 30.9)",29.77,28.82,8.09,7.35,High,High,Monte Carlo
Cole Anthony,Naz Reid,10.5,13.5,13.93,17.97,over,over,0.69,0.737,0.4578,0.112,0.159,0.136,0.37,0.187,0,"(0.0, 29.8)","(1.7, 34.3)",29.77,32.61,8.09,8.32,High,High,Monte Carlo
Cole Anthony,Rudy Gobert,10.5,10.5,13.93,17.43,over,over,0.69,0.82,0.5096,0.112,0.242,0.177,0.53,0.264,0,"(0.0, 29.8)","(0.0, 34.8)",29.77,34.81,8.09,8.88,High,High,Monte Carlo
Cole Anthony,Ryan Kalkbrenner,10.5,9.5,13.93,10.98,over,over,0.69,0.581,0.3612,0.112,0.003,0.058,0.08,0.042,0,"(0.0, 29.8)","(0.0, 26.7)",29.77,26.66,8.09,8.0,High,High,Monte Carlo
Cole Anthony,Mike Conley,10.5,8.5,13.93,14.88,over,over,0.69,0.723,0.4493,0.112,0.145,0.129,0.35,0.174,0,"(0.0, 29.8)","(0.0, 39.8)",29.77,39.85,8.09,12.74,High,High,Monte Carlo
Cole Anthony,Sion James,10.5,6.5,13.93,7.98,over,over,0.69,0.604,0.3757,0.112,0.026,0.069,0.13,0.063,0,"(0.0, 29.8)","(0.0, 20.4)",29.77,20.37,8.09,6.32,High,High,Monte Carlo
Cole Anthony,Terrence Shannon Jr.,10.5,6.5,13.93,11.8,over,over,0.69,0.726,0.4514,0.112,0.148,0.13,0.35,0.177,0,"(0.0, 29.8)","(0.0, 32.2)",29.77,32.17,8.09,10.39,High,High,Monte Carlo
Cole Anthony,Pascal Siakam,10.5,24.5,13.93,23.11,over,under,0.69,0.598,0.3718,0.112,0.02,0.066,0.12,0.058,0,"(0.0, 29.8)","(8.5, 37.7)",29.77,29.16,8.09,7.44,High,High,Monte Carlo
Cole Anthony,Stephen Curry,10.5,24.5,13.93,26.68,over,over,0.69,0.621,0.3857,0.112,0.043,0.078,0.16,0.079,0,"(0.0, 29.8)","(10.8, 42.6)",29.77,31.75,8.09,8.1,High,High,Monte Carlo
Cole Anthony,Jonathan Kuminga,10.5,16.5,13.93,15.81,over,under,0.69,0.553,0.3435,0.112,-0.025,0.044,0.03,0.015,0,"(0.0, 29.8)","(1.2, 30.4)",29.77,29.23,8.09,7.46,High,High,Monte Carlo
Cole Anthony,Aaron Nesmith,10.5,14.5,13.93,14.14,over,under,0.69,0.529,0.3287,0.112,-0.049,0.032,-0.01,0.0,0,"(0.0, 29.8)","(0.0, 30.7)",29.77,30.73,8.09,8.46,High,High,Monte Carlo
Cole Anthony,RayJ Dennis,10.5,9.5,13.93,14.16,over,over,0.69,0.757,0.4703,0.112,0.179,0.146,0.41,0.205,0,"(0.0, 29.8)","(0.0, 29.6)",29.77,29.63,8.09,7.89,High,High,Monte Carlo
Cole Anthony,Draymond Green,10.5,8.5,13.93,11.8,over,over,0.69,0.684,0.4249,0.112,0.106,0.109,0.27,0.137,0,"(0.0, 29.8)","(0.0, 27.7)",29.77,27.66,8.09,8.09,High,High,Monte Carlo
Cole Anthony,Ben Sheppard,10.5,8.5,13.93,10.19,over,over,0.69,0.577,0.3585,0.112,-0.001,0.056,0.08,0.038,0,"(0.0, 29.8)","(0.0, 29.0)",29.77,29.02,8.09,9.61,High,High,Monte Carlo
Cole Anthony,Moses Moody,10.5,7.5,13.93,10.81,over,over,0.69,0.697,0.4331,0.112,0.119,0.116,0.3,0.15,0,"(0.0, 29.8)","(0.0, 25.5)",29.77,25.54,8.09,7.51,High,High,Monte Carlo
Cole Anthony,Quenton Jackson,10.5,7.5,13.93,11.28,over,over,0.69,0.752,0.4672,0.112,0.174,0.143,0.4,0.201,0,"(0.0, 29.8)","(0.0, 24.1)",29.77,24.12,8.09,6.55,High,High,Monte Carlo
Cole Anthony,Isaiah Jackson,10.5,7.5,13.93,11.95,over,over,0.69,0.779,0.4839,0.112,0.201,0.157,0.45,0.226,0,"(0.0, 29.8)","(0.0, 25.3)",29.77,25.3,8.09,6.81,High,High,Monte Carlo
Cole Anthony,Jay Huff,10.5,7.5,13.93,10.48,over,over,0.69,0.628,0.3904,0.112,0.05,0.081,0.17,0.086,0,"(0.0, 29.8)","(0.0, 31.2)",29.77,31.23,8.09,10.59,High,High,Monte Carlo
Cole Anthony,Buddy Hield,10.5,7.5,13.93,9.97,over,over,0.69,0.655,0.4072,0.112,0.077,0.095,0.22,0.111,0,"(0.0, 29.8)","(0.0, 24.2)",29.77,24.19,8.09,7.26,High,High,Monte Carlo
Cole Anthony,Al Horford,10.5,6.5,13.93,8.77,over,over,0.69,0.669,0.4155,0.112,0.091,0.101,0.25,0.123,0,"(0.0, 29.8)","(0.0, 20.8)",29.77,20.76,8.09,6.12,High,High,Monte Carlo
Cole Anthony,Paolo Banchero,10.5,24.5,13.93,30.3,over,over,0.69,0.762,0.4737,0.112,0.184,0.148,0.42,0.211,0,"(0.0, 29.8)","(11.5, 49.1)",29.77,37.56,8.09,9.58,High,High,Monte Carlo
Cole Anthony,Franz Wagner,10.5,21.5,13.93,24.93,over,over,0.69,0.688,0.4272,0.112,0.109,0.111,0.28,0.141,0,"(0.0, 29.8)","(8.8, 41.0)",29.77,32.19,8.09,8.21,High,High,Monte Carlo
Cole Anthony,Desmond Bane,10.5,18.5,13.93,22.23,over,over,0.69,0.684,0.4253,0.112,0.106,0.109,0.28,0.138,0,"(0.0, 29.8)","(4.4, 40.0)",29.77,35.59,8.09,9.08,High,High,Monte Carlo
Cole Anthony,Alex Sarr,10.5,15.5,13.93,17.52,over,over,0.69,0.609,0.3786,0.112,0.031,0.072,0.14,0.068,0,"(0.0, 29.8)","(1.4, 33.6)",29.77,32.19,8.09,8.21,High,High,Monte Carlo
Cole Anthony,Kyshawn George,10.5,14.5,13.93,14.15,over,under,0.69,0.533,0.331,0.112,-0.045,0.034,-0.01,0.0,0,"(0.0, 29.8)","(0.6, 27.7)",29.77,27.15,8.09,6.93,High,High,Monte Carlo
Cole Anthony,Anthony Black,10.5,11.5,13.93,14.51,over,over,0.69,0.658,0.4087,0.112,0.08,0.096,0.23,0.113,0,"(0.0, 29.8)","(0.0, 31.6)",29.77,31.59,8.09,8.71,High,High,Monte Carlo
Cole Anthony,Tre Johnson,10.5,11.5,13.93,13.17,over,over,0.69,0.604,0.3751,0.112,0.026,0.069,0.13,0.063,0,"(0.0, 29.8)","(0.0, 27.3)",29.77,27.3,8.09,7.21,High,High,Monte Carlo
Cole Anthony,Bilal Coulibaly,10.5,10.5,13.93,11.98,over,over,0.69,0.57,0.3539,0.112,-0.009,0.052,0.06,0.031,0,"(0.0, 29.8)","(0.0, 30.2)",29.77,30.24,8.09,9.31,High,High,Monte Carlo
Cole Anthony,Jalen Suggs,10.5,10.5,13.93,20.71,over,over,0.69,0.91,0.5657,0.112,0.332,0.222,0.7,0.349,0,"(0.0, 29.8)","(4.1, 37.3)",29.77,33.15,8.09,8.46,High,High,Monte Carlo
Cole Anthony,Khris Middleton,10.5,10.5,13.93,13.73,over,over,0.69,0.694,0.4316,0.112,0.116,0.114,0.29,0.147,0,"(0.0, 29.8)","(0.0, 28.3)",29.77,28.29,8.09,7.42,High,High,Monte Carlo
Cole Anthony,Tristan da Silva,10.5,8.5,13.93,11.65,over,over,0.69,0.704,0.4374,0.112,0.126,0.119,0.31,0.156,0,"(0.0, 29.8)","(0.0, 25.1)",29.77,25.1,8.09,6.86,High,High,Monte Carlo
Cole Anthony,Cam Whitmore,10.5,8.5,13.93,11.27,over,over,0.69,0.686,0.4262,0.112,0.108,0.11,0.28,0.139,0,"(0.0, 29.8)","(0.0, 24.4)",29.77,24.38,8.09,6.69,High,High,Monte Carlo
Cole Anthony,Corey Kispert,10.5,7.5,13.93,10.58,over,over,0.69,0.698,0.4338,0.112,0.12,0.116,0.3,0.151,0,"(0.0, 29.8)","(0.0, 24.2)",29.77,24.18,8.09,6.94,High,High,Monte Carlo
Cole Anthony,Kevin Durant,10.5,25.5,13.93,29.96,over,over,0.69,0.713,0.4432,0.112,0.135,0.124,0.33,0.165,0,"(0.0, 29.8)","(11.7, 48.2)",29.77,36.52,8.09,9.32,High,High,Monte Carlo
Cole Anthony,Jaylen Brown,10.5,23.5,13.93,26.23,over,over,0.69,0.653,0.4057,0.112,0.075,0.094,0.22,0.109,0,"(0.0, 29.8)","(10.2, 42.2)",29.77,31.98,8.09,8.16,High,High,Monte Carlo
Cole Anthony,Alperen Sengun,10.5,20.5,13.93,18.34,over,under,0.69,0.638,0.3964,0.112,0.06,0.086,0.19,0.095,0,"(0.0, 29.8)","(3.3, 33.4)",29.77,30.06,8.09,7.67,High,High,Monte Carlo
Cole Anthony,Derrick White,10.5,19.5,13.93,18.41,over,under,0.69,0.58,0.3603,0.112,0.002,0.057,0.08,0.04,0,"(0.0, 29.8)","(4.2, 32.6)",29.77,28.48,8.09,7.26,High,High,Monte Carlo
Cole Anthony,Amen Thompson,10.5,15.5,13.93,17.01,over,over,0.69,0.586,0.364,0.112,0.008,0.06,0.09,0.046,0,"(0.0, 29.8)","(1.9, 32.1)",29.77,30.27,8.09,7.72,High,High,Monte Carlo
Cole Anthony,Payton Pritchard,10.5,15.5,13.93,16.22,over,over,0.69,0.534,0.332,0.112,-0.044,0.034,-0.0,0.0,0,"(0.0, 29.8)","(0.0, 32.9)",29.77,32.85,8.09,8.48,High,High,Monte Carlo
Cole Anthony,Anfernee Simons,10.5,14.5,13.93,20.48,over,over,0.69,0.812,0.5048,0.112,0.234,0.173,0.51,0.257,0,"(0.0, 29.8)","(4.9, 36.0)",29.77,31.1,8.09,7.93,High,High,Monte Carlo
Cole Anthony,Tari Eason,10.5,10.5,13.93,12.74,over,over,0.69,0.673,0.4184,0.112,0.095,0.104,0.26,0.128,0,"(0.0, 29.8)","(1.2, 24.2)",29.77,23.0,8.09,5.87,High,Med,Monte Carlo
Cole Anthony,Josh Okogie,10.5,8.5,13.93,11.0,over,over,0.69,0.663,0.4119,0.112,0.085,0.099,0.24,0.118,0,"(0.0, 29.8)","(0.0, 24.7)",29.77,24.72,8.09,7.0,High,High,Monte Carlo
Cole Anthony,Sam Hauser,10.5,8.5,13.93,10.59,over,over,0.69,0.641,0.3985,0.112,0.063,0.088,0.2,0.098,0,"(0.0, 29.8)","(0.0, 23.9)",29.77,23.86,8.09,6.77,High,High,Monte Carlo
Cole Anthony,Reed Sheppard,10.5,8.5,13.93,10.99,over,over,0.69,0.68,0.4226,0.112,0.102,0.107,0.27,0.134,0,"(0.0, 29.8)","(0.0, 23.2)",29.77,23.19,8.09,6.22,High,High,Monte Carlo
Cole Anthony,Neemias Queta,10.5,7.5,13.93,11.06,over,over,0.69,0.684,0.4253,0.112,0.106,0.109,0.28,0.138,0,"(0.0, 29.8)","(0.0, 28.1)",29.77,28.06,8.09,8.68,High,High,Monte Carlo
Cole Anthony,Steven Adams,10.5,4.5,13.93,9.32,over,over,0.69,0.756,0.47,0.112,0.178,0.145,0.41,0.205,0,"(0.0, 29.8)","(0.0, 25.3)",29.77,25.34,8.09,8.17,High,High,Monte Carlo
Cole Anthony,Cade Cunningham,10.5,25.5,13.93,26.89,over,over,0.69,0.563,0.3499,0.112,-0.015,0.049,0.05,0.025,0,"(0.0, 29.8)","(8.2, 45.6)",29.77,37.39,8.09,9.54,High,High,Monte Carlo
Cole Anthony,Cooper Flagg,10.5,16.5,13.93,16.66,over,over,0.69,0.503,0.3125,0.112,-0.075,0.019,-0.06,0.0,0,"(0.0, 29.8)","(0.0, 33.6)",29.77,33.55,8.09,8.62,High,High,Monte Carlo
Cole Anthony,P.J. Washington,10.5,15.5,13.93,17.89,over,over,0.69,0.653,0.4061,0.112,0.075,0.094,0.22,0.109,0,"(0.0, 29.8)","(4.0, 31.8)",29.77,27.82,8.09,7.1,High,High,Monte Carlo
Cole Anthony,D'Angelo Russell,10.5,14.5,13.93,11.66,over,under,0.69,0.649,0.4036,0.112,0.071,0.092,0.21,0.105,0,"(0.0, 29.8)","(0.0, 29.8)",29.77,29.81,8.09,9.26,High,High,Monte Carlo
Cole Anthony,Jalen Duren,10.5,14.5,13.93,16.63,over,over,0.69,0.632,0.393,0.112,0.054,0.083,0.18,0.09,0,"(0.0, 29.8)","(2.2, 31.1)",29.77,28.9,8.09,7.37,High,High,Monte Carlo
Cole Anthony,Tobias Harris,10.5,14.5,13.93,16.21,over,over,0.69,0.579,0.3599,0.112,0.001,0.057,0.08,0.04,0,"(0.0, 29.8)","(0.0, 34.8)",29.77,34.82,8.09,9.49,High,High,Monte Carlo
Cole Anthony,Ausar Thompson,10.5,12.5,13.93,16.09,over,over,0.69,0.701,0.4358,0.112,0.123,0.118,0.31,0.154,0,"(0.0, 29.8)","(0.5, 31.7)",29.77,31.12,8.09,7.94,High,High,Monte Carlo
Cole Anthony,Klay Thompson,10.5,12.5,13.93,15.93,over,over,0.69,0.67,0.4161,0.112,0.092,0.102,0.25,0.124,0,"(0.0, 29.8)","(0.0, 33.9)",29.77,33.92,8.09,9.18,High,High,Monte Carlo
Cole Anthony,Max Christie,10.5,11.5,13.93,13.99,over,over,0.69,0.676,0.4203,0.112,0.098,0.105,0.26,0.13,0,"(0.0, 29.8)","(1.5, 26.5)",29.77,24.99,8.09,6.38,High,High,Monte Carlo
Cole Anthony,Duncan Robinson,10.5,9.5,13.93,13.84,over,over,0.69,0.726,0.4514,0.112,0.148,0.13,0.35,0.177,0,"(0.0, 29.8)","(0.0, 30.5)",29.77,30.51,8.09,8.51,High,High,Monte Carlo
Cole Anthony,Naji Marshall,10.5,9.5,13.93,15.32,over,over,0.69,0.838,0.5205,0.112,0.26,0.186,0.56,0.281,0,"(0.0, 29.8)","(1.8, 28.8)",29.77,26.95,8.09,6.87,High,High,Monte Carlo
Cole Anthony,Caris LeVert,10.5,9.5,13.93,10.63,over,over,0.69,0.565,0.351,0.112,-0.013,0.05,0.05,0.026,0,"(0.0, 29.8)","(0.0, 25.6)",29.77,25.58,8.09,7.62,High,High,Monte Carlo
Keon Ellis,Taurean Prince,7.5,5.5,9.85,9.84,over,over,0.65,0.786,0.4599,0.072,0.208,0.14,0.38,0.19,0,"(0.0, 23.9)","(0.0, 22.4)",23.93,22.44,7.18,6.43,High,High,Monte Carlo
Keon Ellis,LaMelo Ball,7.5,25.5,9.85,28.11,over,over,0.65,0.637,0.3726,0.072,0.059,0.065,0.12,0.059,0,"(0.0, 23.9)","(11.0, 45.2)",23.93,34.2,7.18,8.72,High,High,Monte Carlo
Keon Ellis,Julius Randle,7.5,24.5,9.85,23.72,over,under,0.65,0.56,0.3274,0.072,-0.018,0.027,-0.02,0.0,0,"(0.0, 23.9)","(9.7, 37.8)",23.93,28.11,7.18,7.17,High,High,Monte Carlo
Keon Ellis,Miles Bridges,7.5,19.5,9.85,22.16,over,over,0.65,0.651,0.3808,0.072,0.073,0.072,0.14,0.071,0,"(0.0, 23.9)","(6.3, 38.0)",23.93,31.65,7.18,8.07,High,High,Monte Carlo
Keon Ellis,Jaden McDaniels,7.5,18.5,9.85,22.08,over,over,0.65,0.707,0.4136,0.072,0.129,0.1,0.24,0.12,0,"(0.0, 23.9)","(7.1, 37.1)",23.93,30.0,7.18,7.65,High,High,Monte Carlo
Keon Ellis,Collin Sexton,7.5,18.5,9.85,22.19,over,over,0.65,0.716,0.4191,0.072,0.138,0.105,0.26,0.129,0,"(0.0, 23.9)","(7.3, 37.1)",23.93,29.82,7.18,7.61,High,High,Monte Carlo
Keon Ellis,Donte DiVincenzo,7.5,15.0,9.85,18.04,over,over,0.65,0.658,0.385,0.072,0.08,0.076,0.15,0.077,0,"(0.0, 23.9)","(0.8, 35.3)",23.93,34.46,7.18,8.79,High,High,Monte Carlo
Keon Ellis,Kon Knueppel,7.5,13.5,9.85,16.5,over,over,0.65,0.684,0.3998,0.072,0.106,0.089,0.2,0.1,0,"(0.0, 23.9)","(2.1, 30.9)",23.93,28.82,7.18,7.35,High,High,Monte Carlo
Keon Ellis,Naz Reid,7.5,13.5,9.85,17.97,over,over,0.65,0.737,0.4309,0.072,0.159,0.115,0.29,0.146,0,"(0.0, 23.9)","(1.7, 34.3)",23.93,32.61,7.18,8.32,High,High,Monte Carlo
Keon Ellis,Rudy Gobert,7.5,10.5,9.85,17.43,over,over,0.65,0.82,0.4796,0.072,0.242,0.157,0.44,0.219,0,"(0.0, 23.9)","(0.0, 34.8)",23.93,34.81,7.18,8.88,High,High,Monte Carlo
Keon Ellis,Ryan Kalkbrenner,7.5,9.5,9.85,10.98,over,over,0.65,0.581,0.3399,0.072,0.003,0.037,0.02,0.01,0,"(0.0, 23.9)","(0.0, 26.7)",23.93,26.66,7.18,8.0,High,High,Monte Carlo
Keon Ellis,Mike Conley,7.5,8.5,9.85,14.88,over,over,0.65,0.723,0.4229,0.072,0.145,0.108,0.27,0.134,0,"(0.0, 23.9)","(0.0, 39.8)",23.93,39.85,7.18,12.74,High,High,Monte Carlo
Keon Ellis,Sion James,7.5,6.5,9.85,7.98,over,over,0.65,0.604,0.3536,0.072,0.026,0.049,0.06,0.03,0,"(0.0, 23.9)","(0.0, 20.4)",23.93,20.37,7.18,6.32,High,High,Monte Carlo
Keon Ellis,Terrence Shannon Jr.,7.5,6.5,9.85,11.8,over,over,0.65,0.726,0.4249,0.072,0.148,0.11,0.27,0.137,0,"(0.0, 23.9)","(0.0, 32.2)",23.93,32.17,7.18,10.39,High,High,Monte Carlo
Keon Ellis,Pascal Siakam,7.5,24.5,9.85,23.11,over,under,0.65,0.598,0.35,0.072,0.02,0.046,0.05,0.025,0,"(0.0, 23.9)","(8.5, 37.7)",23.93,29.16,7.18,7.44,High,High,Monte Carlo
Keon Ellis,Stephen Curry,7.5,24.5,9.85,26.68,over,over,0.65,0.621,0.3631,0.072,0.043,0.057,0.09,0.045,0,"(0.0, 23.9)","(10.8, 42.6)",23.93,31.75,7.18,8.1,High,High,Monte Carlo
Keon Ellis,Jonathan Kuminga,7.5,16.5,9.85,15.81,over,under,0.65,0.553,0.3233,0.072,-0.025,0.023,-0.03,0.0,0,"(0.0, 23.9)","(1.2, 30.4)",23.93,29.23,7.18,7.46,High,High,Monte Carlo
Keon Ellis,Aaron Nesmith,7.5,14.5,9.85,14.14,over,under,0.65,0.529,0.3094,0.072,-0.049,0.011,-0.07,0.0,0,"(0.0, 23.9)","(0.0, 30.7)",23.93,30.73,7.18,8.46,High,High,Monte Carlo
Keon Ellis,RayJ Dennis,7.5,9.5,9.85,14.16,over,over,0.65,0.757,0.4427,0.072,0.179,0.125,0.33,0.164,0,"(0.0, 23.9)","(0.0, 29.6)",23.93,29.63,7.18,7.89,High,High,Monte Carlo
Keon Ellis,Draymond Green,7.5,8.5,9.85,11.8,over,over,0.65,0.684,0.4,0.072,0.106,0.089,0.2,0.1,0,"(0.0, 23.9)","(0.0, 27.7)",23.93,27.66,7.18,8.09,High,High,Monte Carlo
Keon Ellis,Ben Sheppard,7.5,8.5,9.85,10.19,over,over,0.65,0.577,0.3374,0.072,-0.001,0.035,0.01,0.006,0,"(0.0, 23.9)","(0.0, 29.0)",23.93,29.02,7.18,9.61,High,High,Monte Carlo
Keon Ellis,Moses Moody,7.5,7.5,9.85,10.81,over,over,0.65,0.697,0.4076,0.072,0.119,0.095,0.22,0.111,0,"(0.0, 23.9)","(0.0, 25.5)",23.93,25.54,7.18,7.51,High,High,Monte Carlo
Keon Ellis,Quenton Jackson,7.5,7.5,9.85,11.28,over,over,0.65,0.752,0.4397,0.072,0.174,0.123,0.32,0.16,0,"(0.0, 23.9)","(0.0, 24.1)",23.93,24.12,7.18,6.55,High,High,Monte Carlo
Keon Ellis,Isaiah Jackson,7.5,7.5,9.85,11.95,over,over,0.65,0.779,0.4555,0.072,0.201,0.136,0.37,0.183,0,"(0.0, 23.9)","(0.0, 25.3)",23.93,25.3,7.18,6.81,High,High,Monte Carlo
Keon Ellis,Jay Huff,7.5,7.5,9.85,10.48,over,over,0.65,0.628,0.3674,0.072,0.05,0.061,0.1,0.051,0,"(0.0, 23.9)","(0.0, 31.2)",23.93,31.23,7.18,10.59,High,High,Monte Carlo
