player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,simulation_method
Kon Knueppel,Ajay Mitchell,13.5,14.5,11.34,14.74,under,over,0.768,0.518,0.3581,0.19,-0.06,0.065,0.07,0.037,0,Monte Carlo
Quentin Grimes,Brook Lopez,14.5,6.5,16.06,9.53,over,over,0.584,0.681,0.3578,0.006,0.103,0.054,0.07,0.037,0,Monte Carlo
Khris Middleton,Kawhi Leonard,13.5,24.5,14.53,20.35,over,under,0.553,0.715,0.3558,-0.025,0.137,0.056,0.07,0.034,0,Monte Carlo
Tre Mann,Jalen Brunson,8.5,27.5,8.79,23.13,over,under,0.517,0.77,0.3582,-0.061,0.192,0.065,0.07,0.037,0,Monte Carlo
Quentin Grimes,Draymond Green,14.5,8.5,16.06,9.95,over,over,0.584,0.677,0.3559,0.006,0.099,0.053,0.07,0.034,0,Monte Carlo
Kyshawn George,Buddy Hield,14.5,7.5,17.68,9.45,over,over,0.662,0.596,0.355,0.084,0.018,0.051,0.07,0.033,0,Monte Carlo
Tyrese Maxey,Bobby Portis,28.5,9.5,25.84,7.54,under,under,0.645,0.617,0.3581,0.067,0.039,0.053,0.07,0.037,0,Monte Carlo
Tyrese Maxey,Ivica Zubac,28.5,15.5,25.84,13.35,under,under,0.645,0.617,0.3581,0.067,0.039,0.053,0.07,0.037,0,Monte Carlo
Andrew Wiggins,DeMar DeRozan,16.5,19.5,15.22,15.71,under,under,0.567,0.698,0.3566,-0.011,0.12,0.055,0.07,0.035,0,Monte Carlo
LaMelo Ball,Dru Smith,25.5,5.5,22.82,7.0,under,over,0.672,0.587,0.3554,0.094,0.009,0.052,0.07,0.033,0,Monte Carlo
Davion Mitchell,Buddy Hield,10.5,7.5,6.7,9.45,under,over,0.665,0.596,0.3568,0.087,0.018,0.052,0.07,0.035,0,Monte Carlo
Tre Johnson,Davion Mitchell,13.5,10.5,12.94,6.7,under,under,0.601,0.659,0.3561,0.023,0.081,0.052,0.07,0.034,0,Monte Carlo
Corey Kispert,Quentin Grimes,8.0,14.5,6.69,16.06,under,over,0.67,0.591,0.3559,0.091,0.013,0.052,0.07,0.034,0,Monte Carlo
Isaiah Hartenstein,Buddy Hield,10.5,7.5,8.01,9.45,under,over,0.665,0.596,0.3567,0.087,0.018,0.052,0.07,0.035,0,Monte Carlo
Alex Sarr,Isaiah Hartenstein,13.5,10.5,12.72,8.01,under,under,0.603,0.659,0.3574,0.025,0.081,0.053,0.07,0.036,0,Monte Carlo
Cam Whitmore,DeMar DeRozan,10.5,19.5,11.28,15.71,over,under,0.566,0.698,0.3557,-0.012,0.12,0.054,0.07,0.034,0,Monte Carlo
Alex Sarr,Davion Mitchell,13.5,10.5,12.72,6.7,under,under,0.603,0.659,0.3575,0.025,0.081,0.053,0.07,0.036,0,Monte Carlo
Corey Kispert,Collin Sexton,8.0,18.5,6.69,17.15,under,under,0.67,0.587,0.3538,0.091,0.009,0.05,0.06,0.031,0,Monte Carlo
Dru Smith,Draymond Green,5.5,8.5,7.0,9.95,over,over,0.58,0.677,0.3539,0.002,0.099,0.051,0.06,0.031,0,Monte Carlo
Corey Kispert,Dru Smith,8.0,5.5,6.69,7.0,under,over,0.67,0.587,0.3539,0.091,0.009,0.05,0.06,0.031,0,Monte Carlo
Bam Adebayo,DeMar DeRozan,21.5,19.5,22.79,15.71,over,under,0.561,0.698,0.3529,-0.017,0.12,0.052,0.06,0.029,0,Monte Carlo
DeMar DeRozan,James Harden,19.5,20.5,15.71,19.4,under,under,0.703,0.559,0.3538,0.125,-0.019,0.053,0.06,0.031,0,Monte Carlo
Kyshawn George,Quentin Grimes,14.5,14.5,17.68,16.06,over,over,0.662,0.591,0.3518,0.084,0.013,0.048,0.06,0.028,0,Monte Carlo
Tre Mann,Karl-Anthony Towns,8.5,22.0,8.79,18.3,over,under,0.517,0.763,0.3549,-0.061,0.185,0.062,0.06,0.032,0,Monte Carlo
Norman Powell,Kawhi Leonard,22.5,24.5,21.41,20.35,under,under,0.548,0.715,0.3526,-0.03,0.137,0.053,0.06,0.029,0,Monte Carlo
Kel'el Ware,Zach LaVine,10.5,21.5,13.42,22.18,over,over,0.627,0.628,0.3543,0.049,0.05,0.049,0.06,0.031,0,Monte Carlo
Miles Bridges,Ryan Rollins,19.5,11.0,19.46,13.11,under,over,0.506,0.77,0.3507,-0.072,0.192,0.06,0.05,0.026,0,Monte Carlo
Kel'el Ware,Kyle Kuzma,10.5,8.5,13.42,9.15,over,over,0.627,0.621,0.3503,0.049,0.043,0.046,0.05,0.025,0,Monte Carlo
Alex Sarr,Myles Turner,13.5,13.5,12.72,11.52,under,under,0.603,0.647,0.351,0.025,0.069,0.047,0.05,0.026,0,Monte Carlo
Bobby Portis,Zach LaVine,9.5,21.5,7.54,22.18,under,over,0.618,0.628,0.3493,0.04,0.05,0.045,0.05,0.024,0,Monte Carlo
Davion Mitchell,Collin Sexton,10.5,18.5,6.7,17.15,under,under,0.665,0.587,0.3514,0.087,0.009,0.048,0.05,0.027,0,Monte Carlo
Miles Bridges,Jalen Brunson,19.5,27.5,19.46,23.13,under,under,0.506,0.77,0.3506,-0.072,0.192,0.06,0.05,0.026,0,Monte Carlo
Collin Sexton,Isaiah Hartenstein,18.5,10.5,17.15,8.01,under,under,0.59,0.659,0.35,0.012,0.081,0.046,0.05,0.025,0,Monte Carlo
Tre Johnson,Myles Turner,13.5,13.5,12.94,11.52,under,under,0.601,0.647,0.3496,0.023,0.069,0.046,0.05,0.024,0,Monte Carlo
Alex Sarr,Luguentz Dort,13.5,9.5,12.72,8.56,under,under,0.603,0.644,0.3497,0.025,0.066,0.046,0.05,0.024,0,Monte Carlo
Tyrese Maxey,Alex Sarr,28.5,13.5,25.84,12.72,under,under,0.645,0.601,0.3489,0.067,0.023,0.045,0.05,0.023,0,Monte Carlo
Quentin Grimes,LaMelo Ball,14.5,25.5,16.06,22.82,over,under,0.584,0.666,0.3502,0.006,0.088,0.047,0.05,0.025,0,Monte Carlo
Kyshawn George,Collin Sexton,14.5,18.5,17.68,17.15,over,under,0.662,0.587,0.3497,0.084,0.009,0.046,0.05,0.025,0,Monte Carlo
Myles Turner,Buddy Hield,13.5,7.5,11.52,9.45,under,over,0.65,0.596,0.3488,0.072,0.018,0.045,0.05,0.023,0,Monte Carlo
Kyshawn George,Dru Smith,14.5,5.5,17.68,7.0,over,over,0.662,0.587,0.3498,0.084,0.009,0.046,0.05,0.025,0,Monte Carlo
Quentin Grimes,Davion Mitchell,14.5,10.5,16.06,6.7,over,under,0.584,0.659,0.3461,0.006,0.081,0.043,0.04,0.019,0,Monte Carlo
Stephen Curry,Kawhi Leonard,24.5,24.5,23.75,20.35,under,under,0.537,0.715,0.3454,-0.041,0.137,0.048,0.04,0.018,0,Monte Carlo
Andrew Wiggins,Draymond Green,16.5,8.5,15.22,9.95,under,over,0.567,0.677,0.3459,-0.011,0.099,0.044,0.04,0.019,0,Monte Carlo
Tre Johnson,Luguentz Dort,13.5,9.5,12.94,8.56,under,under,0.601,0.644,0.3483,0.023,0.066,0.044,0.04,0.022,0,Monte Carlo
Khris Middleton,DeMar DeRozan,13.5,19.5,14.53,15.71,over,under,0.553,0.698,0.3477,-0.025,0.12,0.048,0.04,0.022,0,Monte Carlo
Kel'el Ware,Ivica Zubac,10.5,15.5,13.42,13.35,over,under,0.627,0.617,0.3481,0.049,0.039,0.044,0.04,0.022,0,Monte Carlo
Quentin Grimes,Isaiah Hartenstein,14.5,10.5,16.06,8.01,over,under,0.584,0.659,0.346,0.006,0.081,0.043,0.04,0.019,0,Monte Carlo
Kel'el Ware,Bobby Portis,10.5,9.5,13.42,7.54,over,under,0.627,0.617,0.3481,0.049,0.039,0.044,0.04,0.022,0,Monte Carlo
Tyrese Maxey,Buddy Hield,28.5,7.5,25.84,9.45,under,over,0.645,0.596,0.3461,0.067,0.018,0.043,0.04,0.019,0,Monte Carlo
Cason Wallace,Brook Lopez,9.5,6.5,8.11,9.53,under,over,0.564,0.681,0.3459,-0.014,0.103,0.045,0.04,0.019,0,Monte Carlo
Tyrese Maxey,Tre Johnson,28.5,13.5,25.84,12.94,under,under,0.645,0.598,0.3473,0.067,0.02,0.044,0.04,0.021,0,Monte Carlo
Cam Whitmore,Brook Lopez,10.5,6.5,11.28,9.53,over,over,0.566,0.681,0.3468,-0.012,0.103,0.045,0.04,0.02,0,Monte Carlo
Keon Ellis,Brook Lopez,6.5,6.5,5.92,9.53,under,over,0.563,0.681,0.3451,-0.015,0.103,0.044,0.04,0.018,0,Monte Carlo
Miles Bridges,Karl-Anthony Towns,19.5,22.0,19.46,18.3,under,under,0.506,0.763,0.3474,-0.072,0.185,0.056,0.04,0.021,0,Monte Carlo
Kyle Kuzma,Zach LaVine,8.5,21.5,9.15,22.18,over,over,0.616,0.628,0.3483,0.038,0.05,0.044,0.04,0.022,0,Monte Carlo
Luguentz Dort,Buddy Hield,9.5,7.5,8.56,9.45,under,over,0.647,0.596,0.347,0.069,0.018,0.043,0.04,0.021,0,Monte Carlo
Andrew Wiggins,Brook Lopez,16.5,6.5,15.22,9.53,under,over,0.567,0.681,0.3477,-0.011,0.103,0.046,0.04,0.022,0,Monte Carlo
Zach LaVine,Ivica Zubac,21.5,15.5,22.18,13.35,over,under,0.624,0.617,0.3462,0.046,0.039,0.042,0.04,0.019,0,Monte Carlo
Corey Kispert,Bam Adebayo,8.0,21.5,6.69,22.79,under,over,0.67,0.568,0.3421,0.091,-0.01,0.041,0.03,0.013,0,Monte Carlo
Corey Kispert,Chris Paul,8.0,4.5,6.69,5.04,under,over,0.67,0.568,0.3422,0.091,-0.01,0.041,0.03,0.013,0,Monte Carlo
Dru Smith,Isaiah Hartenstein,5.5,10.5,7.0,8.01,over,under,0.58,0.659,0.3441,0.002,0.081,0.041,0.03,0.016,0,Monte Carlo
LaMelo Ball,Andrew Wiggins,25.5,16.5,22.82,15.22,under,under,0.672,0.568,0.3438,0.094,-0.01,0.042,0.03,0.016,0,Monte Carlo
Bam Adebayo,Draymond Green,21.5,8.5,22.79,9.95,over,over,0.561,0.677,0.3422,-0.017,0.099,0.041,0.03,0.013,0,Monte Carlo
Cason Wallace,Draymond Green,9.5,8.5,8.11,9.95,under,over,0.564,0.677,0.3441,-0.014,0.099,0.043,0.03,0.016,0,Monte Carlo
Collin Sexton,Luguentz Dort,18.5,9.5,17.15,8.56,under,under,0.59,0.644,0.3424,0.012,0.066,0.039,0.03,0.014,0,Monte Carlo
Collin Sexton,Myles Turner,18.5,13.5,17.15,11.52,under,under,0.59,0.647,0.3437,0.012,0.069,0.041,0.03,0.016,0,Monte Carlo
Bam Adebayo,Brook Lopez,21.5,6.5,22.79,9.53,over,over,0.561,0.681,0.344,-0.017,0.103,0.043,0.03,0.016,0,Monte Carlo
Kyle Kuzma,Ivica Zubac,8.5,15.5,9.15,13.35,over,under,0.616,0.617,0.3422,0.038,0.039,0.039,0.03,0.013,0,Monte Carlo
LaMelo Ball,Bam Adebayo,25.5,21.5,22.82,22.79,under,over,0.672,0.568,0.3435,0.094,-0.01,0.042,0.03,0.015,0,Monte Carlo
Bobby Portis,Ivica Zubac,9.5,15.5,7.54,13.35,under,under,0.618,0.617,0.3432,0.04,0.039,0.039,0.03,0.015,0,Monte Carlo
DeMar DeRozan,Kris Dunn,19.5,6.5,15.71,7.18,under,over,0.703,0.543,0.3435,0.125,-0.035,0.045,0.03,0.015,0,Monte Carlo
Norman Powell,DeMar DeRozan,22.5,19.5,21.41,15.71,under,under,0.548,0.698,0.3446,-0.03,0.12,0.045,0.03,0.017,0,Monte Carlo
Kawhi Leonard,Al Horford,24.5,7.5,20.35,7.65,under,over,0.719,0.532,0.3445,0.141,-0.046,0.048,0.03,0.017,0,Monte Carlo
Corey Kispert,Andrew Wiggins,8.0,16.5,6.69,15.22,under,under,0.67,0.568,0.3424,0.091,-0.01,0.041,0.03,0.014,0,Monte Carlo
Alex Sarr,Kel'el Ware,13.5,10.5,12.72,13.42,under,over,0.603,0.631,0.3425,0.025,0.053,0.039,0.03,0.014,0,Monte Carlo
Cam Whitmore,Draymond Green,10.5,8.5,11.28,9.95,over,over,0.566,0.677,0.3449,-0.012,0.099,0.044,0.03,0.017,0,Monte Carlo
Keon Ellis,Draymond Green,6.5,8.5,5.92,9.95,under,over,0.563,0.677,0.3433,-0.015,0.099,0.042,0.03,0.015,0,Monte Carlo
Draymond Green,Chris Paul,8.5,4.5,9.95,5.04,over,over,0.674,0.568,0.3444,0.096,-0.01,0.043,0.03,0.017,0,Monte Carlo
LaMelo Ball,Chris Paul,25.5,4.5,22.82,5.04,under,over,0.672,0.568,0.3436,0.094,-0.01,0.042,0.03,0.015,0,Monte Carlo
Tyrese Maxey,Collin Sexton,28.5,18.5,25.84,17.15,under,under,0.645,0.587,0.3409,0.067,0.009,0.038,0.02,0.011,0,Monte Carlo
Tyrese Maxey,Dru Smith,28.5,5.5,25.84,7.0,under,over,0.645,0.587,0.341,0.067,0.009,0.038,0.02,0.011,0,Monte Carlo
Quentin Grimes,Luguentz Dort,14.5,9.5,16.06,8.56,over,under,0.584,0.644,0.3386,0.006,0.066,0.036,0.02,0.008,0,Monte Carlo
Isaiah Hartenstein,Chris Paul,10.5,4.5,8.01,5.04,under,over,0.665,0.568,0.3398,0.087,-0.01,0.038,0.02,0.01,0,Monte Carlo
Russell Westbrook,Kawhi Leonard,7.5,24.5,7.34,20.35,under,under,0.531,0.715,0.3415,-0.047,0.137,0.045,0.02,0.012,0,Monte Carlo
Quentin Grimes,Myles Turner,14.5,13.5,16.06,11.52,over,under,0.584,0.647,0.3398,0.006,0.069,0.037,0.02,0.01,0,Monte Carlo
Tre Johnson,Zach LaVine,13.5,21.5,12.94,22.18,under,over,0.601,0.628,0.3394,0.023,0.05,0.036,0.02,0.009,0,Monte Carlo
LaMelo Ball,Cason Wallace,25.5,9.5,22.82,8.11,under,under,0.672,0.563,0.3408,0.094,-0.015,0.04,0.02,0.011,0,Monte Carlo
Khris Middleton,Brook Lopez,13.5,6.5,14.53,9.53,over,over,0.553,0.681,0.339,-0.025,0.103,0.039,0.02,0.008,0,Monte Carlo
LaMelo Ball,Keon Ellis,25.5,6.5,22.82,5.92,under,under,0.672,0.561,0.3397,0.094,-0.017,0.039,0.02,0.01,0,Monte Carlo
Corey Kispert,Cason Wallace,8.0,9.5,6.69,8.11,under,under,0.67,0.563,0.3394,0.091,-0.015,0.038,0.02,0.009,0,Monte Carlo
Draymond Green,James Harden,8.5,20.5,9.95,19.4,over,under,0.674,0.559,0.3389,0.096,-0.019,0.038,0.02,0.008,0,Monte Carlo
Davion Mitchell,Chris Paul,10.5,4.5,6.7,5.04,under,over,0.665,0.568,0.3399,0.087,-0.01,0.038,0.02,0.01,0,Monte Carlo
Cam Whitmore,LaMelo Ball,10.5,25.5,11.28,22.82,over,under,0.566,0.666,0.3394,-0.012,0.088,0.038,0.02,0.009,0,Monte Carlo
Alex Sarr,Zach LaVine,13.5,21.5,12.72,22.18,under,over,0.603,0.628,0.3407,0.025,0.05,0.037,0.02,0.011,0,Monte Carlo
Tre Johnson,Kel'el Ware,13.5,10.5,12.94,13.42,under,over,0.601,0.631,0.3412,0.023,0.053,0.038,0.02,0.012,0,Monte Carlo
Kyshawn George,Andrew Wiggins,14.5,16.5,17.68,15.22,over,under,0.662,0.568,0.3384,0.084,-0.01,0.037,0.02,0.008,0,Monte Carlo
Dru Smith,Luguentz Dort,5.5,9.5,7.0,8.56,over,under,0.58,0.644,0.3367,0.002,0.066,0.034,0.01,0.005,0,Monte Carlo
Dru Smith,Myles Turner,5.5,13.5,7.0,11.52,over,under,0.58,0.647,0.3379,0.002,0.069,0.036,0.01,0.007,0,Monte Carlo
LaMelo Ball,James Harden,25.5,20.5,22.82,19.4,under,under,0.672,0.559,0.3381,0.094,-0.019,0.037,0.01,0.007,0,Monte Carlo
DeMar DeRozan,Aaron Wiggins,19.5,12.5,15.71,13.02,under,over,0.703,0.53,0.3352,0.125,-0.049,0.038,0.01,0.003,0,Monte Carlo
Corey Kispert,James Harden,8.0,20.5,6.69,19.4,under,under,0.67,0.559,0.3367,0.091,-0.019,0.036,0.01,0.005,0,Monte Carlo
Alex Sarr,Kyle Kuzma,13.5,8.5,12.72,9.15,under,over,0.603,0.621,0.3368,0.025,0.043,0.034,0.01,0.005,0,Monte Carlo
Kyshawn George,Chris Paul,14.5,4.5,17.68,5.04,over,over,0.662,0.568,0.3383,0.084,-0.01,0.037,0.01,0.007,0,Monte Carlo
DeMar DeRozan,Al Horford,19.5,7.5,15.71,7.65,under,over,0.703,0.532,0.3369,0.125,-0.046,0.04,0.01,0.005,0,Monte Carlo
Norman Powell,Brook Lopez,22.5,6.5,21.41,9.53,under,over,0.548,0.681,0.336,-0.03,0.103,0.037,0.01,0.004,0,Monte Carlo
Aaron Wiggins,Kawhi Leonard,12.5,24.5,13.02,20.35,over,under,0.525,0.715,0.3378,-0.053,0.137,0.042,0.01,0.007,0,Monte Carlo
DeMar DeRozan,Stephen Curry,19.5,24.5,15.71,23.75,under,under,0.703,0.532,0.3371,0.125,-0.046,0.04,0.01,0.006,0,Monte Carlo
Kyshawn George,Bam Adebayo,14.5,21.5,17.68,22.79,over,over,0.662,0.568,0.3381,0.084,-0.01,0.037,0.01,0.007,0,Monte Carlo
OG Anunoby,Kawhi Leonard,15.5,24.5,15.0,20.35,under,under,0.524,0.715,0.3374,-0.054,0.137,0.042,0.01,0.006,0,Monte Carlo
Kyshawn George,Cason Wallace,14.5,9.5,17.68,8.11,over,under,0.662,0.563,0.3355,0.084,-0.015,0.034,0.01,0.003,0,Monte Carlo
Cam Whitmore,Isaiah Hartenstein,10.5,10.5,11.28,8.01,over,under,0.566,0.659,0.3354,-0.012,0.081,0.034,0.01,0.003,0,Monte Carlo
Kel'el Ware,Buddy Hield,10.5,7.5,13.42,9.45,over,over,0.627,0.596,0.3364,0.049,0.018,0.033,0.01,0.005,0,Monte Carlo
Andrew Wiggins,Isaiah Hartenstein,16.5,10.5,15.22,8.01,under,under,0.567,0.659,0.3363,-0.011,0.081,0.035,0.01,0.004,0,Monte Carlo
Khris Middleton,Draymond Green,13.5,8.5,14.53,9.95,over,over,0.553,0.677,0.3372,-0.025,0.099,0.037,0.01,0.006,0,Monte Carlo
Davion Mitchell,Cason Wallace,10.5,9.5,6.7,8.11,under,under,0.665,0.563,0.3371,0.087,-0.015,0.036,0.01,0.006,0,Monte Carlo
Tre Johnson,Kyle Kuzma,13.5,8.5,12.94,9.15,under,over,0.601,0.621,0.3355,0.023,0.043,0.033,0.01,0.003,0,Monte Carlo
Corey Kispert,Keon Ellis,8.0,6.5,6.69,5.92,under,under,0.67,0.561,0.3383,0.091,-0.017,0.037,0.01,0.007,0,Monte Carlo
Davion Mitchell,Keon Ellis,10.5,6.5,6.7,5.92,under,under,0.665,0.561,0.336,0.087,-0.017,0.035,0.01,0.004,0,Monte Carlo
Cam Whitmore,Davion Mitchell,10.5,10.5,11.28,6.7,over,under,0.566,0.659,0.3355,-0.012,0.081,0.034,0.01,0.003,0,Monte Carlo
Kyshawn George,Keon Ellis,14.5,6.5,17.68,5.92,over,under,0.662,0.561,0.3344,0.084,-0.017,0.034,0.0,0.002,0,Monte Carlo
Alex Sarr,Bobby Portis,13.5,9.5,12.72,7.54,under,under,0.603,0.617,0.3347,0.025,0.039,0.032,0.0,0.002,0,Monte Carlo
Isaiah Hartenstein,James Harden,10.5,20.5,8.01,19.4,under,under,0.665,0.559,0.3343,0.087,-0.019,0.034,0.0,0.002,0,Monte Carlo
Quentin Grimes,Kel'el Ware,14.5,10.5,16.06,13.42,over,over,0.584,0.631,0.3317,0.006,0.053,0.029,-0.0,0.0,0,Monte Carlo
Chet Holmgren,Kawhi Leonard,18.5,24.5,18.85,20.35,over,under,0.516,0.715,0.3321,-0.062,0.137,0.037,-0.0,0.0,0,Monte Carlo
Davion Mitchell,James Harden,10.5,20.5,6.7,19.4,under,under,0.665,0.559,0.3344,0.087,-0.019,0.034,0.0,0.002,0,Monte Carlo
Tre Johnson,Ivica Zubac,13.5,15.5,12.94,13.35,under,under,0.601,0.617,0.3334,0.023,0.039,0.031,0.0,0.0,0,Monte Carlo
Norman Powell,Draymond Green,22.5,8.5,21.41,9.95,under,over,0.548,0.677,0.3342,-0.03,0.099,0.035,0.0,0.001,0,Monte Carlo
Tre Johnson,Bobby Portis,13.5,9.5,12.94,7.54,under,under,0.601,0.617,0.3334,0.023,0.039,0.031,0.0,0.0,0,Monte Carlo
Khris Middleton,LaMelo Ball,13.5,25.5,14.53,22.82,over,under,0.553,0.666,0.3318,-0.025,0.088,0.032,-0.0,0.0,0,Monte Carlo
Collin Sexton,Zach LaVine,18.5,21.5,17.15,22.18,under,over,0.59,0.628,0.3336,0.012,0.05,0.031,0.0,0.0,0,Monte Carlo
Kyshawn George,James Harden,14.5,20.5,17.68,19.4,over,under,0.662,0.559,0.3328,0.084,-0.019,0.032,-0.0,0.0,0,Monte Carlo
Zach LaVine,Buddy Hield,21.5,7.5,22.18,9.45,over,over,0.624,0.596,0.3346,0.046,0.018,0.032,0.0,0.002,0,Monte Carlo
Tyrese Maxey,Cam Whitmore,28.5,10.5,25.84,11.28,under,over,0.645,0.573,0.3328,0.067,-0.005,0.031,-0.0,0.0,0,Monte Carlo
Bam Adebayo,Isaiah Hartenstein,21.5,10.5,22.79,8.01,over,under,0.561,0.659,0.3327,-0.017,0.081,0.032,-0.0,0.0,0,Monte Carlo
Myles Turner,Chris Paul,13.5,4.5,11.52,5.04,under,over,0.65,0.568,0.3323,0.072,-0.01,0.031,-0.0,0.0,0,Monte Carlo
Tre Mann,Kawhi Leonard,8.5,24.5,8.79,20.35,over,under,0.517,0.715,0.3325,-0.061,0.137,0.038,-0.0,0.0,0,Monte Carlo
Alex Sarr,Ivica Zubac,13.5,15.5,12.72,13.35,under,under,0.603,0.617,0.3347,0.025,0.039,0.032,0.0,0.002,0,Monte Carlo
Keon Ellis,Isaiah Hartenstein,6.5,10.5,5.92,8.01,under,under,0.563,0.659,0.3338,-0.015,0.081,0.033,0.0,0.001,0,Monte Carlo
Tyrese Maxey,Andrew Wiggins,28.5,16.5,25.84,15.22,under,under,0.645,0.568,0.3299,0.067,-0.01,0.029,-0.01,0.0,0,Monte Carlo
Tyrese Maxey,Chris Paul,28.5,4.5,25.84,5.04,under,over,0.645,0.568,0.3297,0.067,-0.01,0.028,-0.01,0.0,0,Monte Carlo
Kel'el Ware,Collin Sexton,10.5,18.5,13.42,17.15,over,under,0.627,0.587,0.3313,0.049,0.009,0.029,-0.01,0.0,0,Monte Carlo
Tyrese Maxey,Bam Adebayo,28.5,21.5,25.84,22.79,under,over,0.645,0.568,0.3296,0.067,-0.01,0.028,-0.01,0.0,0,Monte Carlo
Collin Sexton,Kyle Kuzma,18.5,8.5,17.15,9.15,under,over,0.59,0.621,0.3298,0.012,0.043,0.027,-0.01,0.0,0,Monte Carlo
Cam Whitmore,Myles Turner,10.5,13.5,11.28,11.52,over,under,0.566,0.647,0.3294,-0.012,0.069,0.028,-0.01,0.0,0,Monte Carlo
Bobby Portis,Buddy Hield,9.5,7.5,7.54,9.45,under,over,0.618,0.596,0.3317,0.04,0.018,0.029,-0.01,0.0,0,Monte Carlo
Myles Turner,Cason Wallace,13.5,9.5,11.52,8.11,under,under,0.65,0.563,0.3296,0.072,-0.015,0.029,-0.01,0.0,0,Monte Carlo
Myles Turner,Keon Ellis,13.5,6.5,11.52,5.92,under,under,0.65,0.561,0.3285,0.072,-0.017,0.028,-0.01,0.0,0,Monte Carlo
Kyle Kuzma,Buddy Hield,8.5,7.5,9.15,9.45,over,over,0.616,0.596,0.3307,0.038,0.018,0.028,-0.01,0.0,0,Monte Carlo
Quentin Grimes,Zach LaVine,14.5,21.5,16.06,22.18,over,over,0.584,0.628,0.3299,0.006,0.05,0.028,-0.01,0.0,0,Monte Carlo
LaMelo Ball,Norman Powell,25.5,22.5,22.82,21.41,under,under,0.672,0.545,0.3296,0.094,-0.033,0.03,-0.01,0.0,0,Monte Carlo
Andrew Wiggins,Myles Turner,16.5,13.5,15.22,11.52,under,under,0.567,0.647,0.3302,-0.011,0.069,0.029,-0.01,0.0,0,Monte Carlo
OG Anunoby,DeMar DeRozan,15.5,19.5,15.0,15.71,under,under,0.524,0.698,0.3297,-0.054,0.12,0.033,-0.01,0.0,0,Monte Carlo
Luguentz Dort,Chris Paul,9.5,4.5,8.56,5.04,under,over,0.647,0.568,0.3306,0.069,-0.01,0.029,-0.01,0.0,0,Monte Carlo
Ajay Mitchell,Kawhi Leonard,14.5,24.5,14.74,20.35,over,under,0.511,0.715,0.3286,-0.067,0.137,0.035,-0.01,0.0,0,Monte Carlo
DeMar DeRozan,Chet Holmgren,19.5,18.5,15.71,18.85,under,over,0.703,0.522,0.3304,0.125,-0.056,0.035,-0.01,0.0,0,Monte Carlo
Draymond Green,Kris Dunn,8.5,6.5,9.95,7.18,over,over,0.674,0.543,0.3291,0.096,-0.035,0.03,-0.01,0.0,0,Monte Carlo
Ivica Zubac,Buddy Hield,15.5,7.5,13.35,9.45,under,over,0.618,0.596,0.3317,0.04,0.018,0.029,-0.01,0.0,0,Monte Carlo
Stephen Curry,Brook Lopez,24.5,6.5,23.75,9.53,under,over,0.537,0.681,0.3291,-0.041,0.103,0.031,-0.01,0.0,0,Monte Carlo
Andrew Wiggins,Luguentz Dort,16.5,9.5,15.22,8.56,under,under,0.567,0.644,0.329,-0.011,0.066,0.028,-0.01,0.0,0,Monte Carlo
Khris Middleton,Isaiah Hartenstein,13.5,10.5,14.53,8.01,over,under,0.553,0.659,0.3278,-0.025,0.081,0.028,-0.02,0.0,0,Monte Carlo
Tyrese Maxey,Cason Wallace,28.5,9.5,25.84,8.11,under,under,0.645,0.563,0.327,0.067,-0.015,0.026,-0.02,0.0,0,Monte Carlo
Dru Smith,Zach LaVine,5.5,21.5,7.0,22.18,over,over,0.58,0.628,0.328,0.002,0.05,0.026,-0.02,0.0,0,Monte Carlo
Cam Whitmore,Luguentz Dort,10.5,9.5,11.28,8.56,over,under,0.566,0.644,0.3281,-0.012,0.066,0.027,-0.02,0.0,0,Monte Carlo
Tre Mann,DeMar DeRozan,8.5,19.5,8.79,15.71,over,under,0.517,0.698,0.325,-0.061,0.12,0.03,-0.02,0.0,0,Monte Carlo
Corey Kispert,Norman Powell,8.0,22.5,6.69,21.41,under,under,0.67,0.545,0.3283,0.091,-0.033,0.029,-0.02,0.0,0,Monte Carlo
Corey Kispert,Kris Dunn,8.0,6.5,6.69,7.18,under,over,0.67,0.543,0.3269,0.091,-0.035,0.028,-0.02,0.0,0,Monte Carlo
Luguentz Dort,Keon Ellis,9.5,6.5,8.56,5.92,under,under,0.647,0.561,0.3268,0.069,-0.017,0.026,-0.02,0.0,0,Monte Carlo
Tyrese Maxey,Keon Ellis,28.5,6.5,25.84,5.92,under,under,0.645,0.561,0.3259,0.067,-0.017,0.025,-0.02,0.0,0,Monte Carlo
Quentin Grimes,Kyle Kuzma,14.5,8.5,16.06,9.15,over,over,0.584,0.621,0.3261,0.006,0.043,0.024,-0.02,0.0,0,Monte Carlo
DeMar DeRozan,Ajay Mitchell,19.5,14.5,15.71,14.74,under,over,0.703,0.518,0.3278,0.125,-0.06,0.033,-0.02,0.0,0,Monte Carlo
Bam Adebayo,Luguentz Dort,21.5,9.5,22.79,8.56,over,under,0.561,0.644,0.3255,-0.017,0.066,0.025,-0.02,0.0,0,Monte Carlo
Collin Sexton,Bobby Portis,18.5,9.5,17.15,7.54,under,under,0.59,0.617,0.3277,0.012,0.039,0.026,-0.02,0.0,0,Monte Carlo
