NAME,BOOKMAKER,CATEGORY,LINE,ODDS,SIDE,PREDICTION,RECOMMENDATION,OVER%,UNDER%,IMPLIED PROB,MODEL PROB,EDGE,EV%,KELLY_FRACTION,KELLY_DOLLARS,CONFIDENCE INTERVAL,INTERVAL WIDTH,SIGMA,SIGMA FLAG,SIMULATION_METHOD
Payton Pritchard,Bovada,player_points,15.5,105,Under,18.75,0,0.632,0.368,0.488,0.368,-0.12,-2.46,0.0,0.0,"(0.0, 37.6)",37.65,9.64,High,Analytical
Trae Young,BetRivers,player_points,24.5,-143,Under,26.03,0,0.556,0.444,0.588,0.444,-0.145,-2.46,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Franz Wagner,BetRivers,player_points,20.5,-103,Under,23.31,0,0.617,0.383,0.507,0.383,-0.125,-2.46,0.0,0.0,"(4.8, 41.8)",36.98,9.43,High,Analytical
Derrick White,Bovada,player_points,19.5,105,Under,23.06,0,0.632,0.368,0.488,0.368,-0.12,-2.46,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Jarace Walker,BetMGM,player_points,11.5,-145,Under,12.49,0,0.554,0.446,0.592,0.446,-0.146,-2.47,0.0,0.0,"(0.0, 26.8)",26.76,7.28,High,Analytical
Donte DiVincenzo,BetMGM,player_points,14.5,-105,Under,16.94,0,0.614,0.386,0.512,0.386,-0.127,-2.47,0.0,0.0,"(0.5, 33.4)",32.93,8.4,High,Analytical
Derrick White,DraftKings,player_points,20.5,-116,Under,23.06,0,0.596,0.404,0.537,0.404,-0.133,-2.47,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
De'Andre Hunter,BetRivers,player_points,17.5,-125,Under,19.32,0,0.582,0.418,0.556,0.418,-0.137,-2.47,0.0,0.0,"(2.0, 36.7)",34.72,8.86,High,Analytical
Santi Aldama,FanDuel,player_points,11.5,-132,Under,12.73,0,0.572,0.428,0.569,0.428,-0.141,-2.47,0.0,0.0,"(0.0, 26.1)",26.08,6.81,High,Analytical
Duncan Robinson,BetOnline.ag,player_points,9.5,-114,Under,11.51,0,0.6,0.4,0.533,0.4,-0.132,-2.48,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Jake LaRavia,Bovada,player_points,8.5,120,Under,11.27,0,0.658,0.342,0.455,0.342,-0.113,-2.48,0.0,0.0,"(0.0, 24.6)",24.63,6.81,High,Analytical
Trae Young,BetRivers,player_points,22.5,102,Under,26.03,0,0.628,0.372,0.495,0.372,-0.123,-2.49,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Devin Booker,BetOnline.ag,player_points,29.5,-120,Under,32.0,0,0.591,0.409,0.545,0.409,-0.136,-2.5,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Jarace Walker,BetRivers,player_points,9.5,120,Under,12.49,0,0.66,0.34,0.455,0.34,-0.114,-2.51,0.0,0.0,"(0.0, 26.8)",26.76,7.28,High,Analytical
Duncan Robinson,BetRivers,player_points,10.5,-150,Under,11.51,0,0.55,0.45,0.6,0.45,-0.15,-2.51,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Evan Mobley,Bovada,player_points,25.5,160,Over,20.64,0,0.288,0.712,0.385,0.288,-0.097,-2.51,0.0,0.0,"(3.6, 37.7)",34.05,8.68,High,Analytical
Payton Pritchard,BetMGM,player_points,16.5,-120,Under,18.75,0,0.592,0.408,0.545,0.408,-0.138,-2.52,0.0,0.0,"(0.0, 37.6)",37.65,9.64,High,Analytical
Grayson Allen,BetRivers,player_points,17.5,-143,Under,18.87,0,0.56,0.44,0.588,0.44,-0.148,-2.52,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Austin Reaves,BetRivers,player_points,31.5,-141,Under,33.0,0,0.562,0.438,0.585,0.438,-0.147,-2.52,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Kristaps Porzingis,Bovada,player_points,17.5,-105,Under,20.5,0,0.617,0.383,0.512,0.383,-0.129,-2.53,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Grayson Allen,Bovada,player_points,15.5,110,Under,18.87,0,0.645,0.355,0.476,0.355,-0.121,-2.54,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
De'Andre Hunter,FanDuel,player_points,17.5,-128,Under,19.32,0,0.582,0.418,0.561,0.418,-0.143,-2.55,0.0,0.0,"(2.0, 36.7)",34.72,8.86,High,Analytical
Trey Murphy III,BetRivers,player_points,16.5,-106,Under,19.2,0,0.616,0.384,0.515,0.384,-0.131,-2.55,0.0,0.0,"(1.3, 37.1)",35.76,9.12,High,Analytical
Franz Wagner,BetRivers,player_points,19.5,117,Under,23.31,0,0.657,0.343,0.461,0.343,-0.118,-2.56,0.0,0.0,"(4.8, 41.8)",36.98,9.43,High,Analytical
Immanuel Quickley,BetMGM,player_points,15.5,-110,Under,17.87,0,0.611,0.389,0.524,0.389,-0.135,-2.57,0.0,0.0,"(1.4, 34.3)",32.96,8.41,High,Analytical
Austin Reaves,Bovada,player_points,30.5,-115,Under,33.0,0,0.603,0.397,0.535,0.397,-0.138,-2.57,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Trae Young,BetRivers,player_points,21.5,120,Under,26.03,0,0.662,0.338,0.455,0.338,-0.117,-2.57,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Jake LaRavia,Bovada,player_points,9.5,-115,Under,11.27,0,0.603,0.397,0.535,0.397,-0.138,-2.57,0.0,0.0,"(0.0, 24.6)",24.63,6.81,High,Analytical
Payton Pritchard,FanDuel,player_points,16.5,-122,Under,18.75,0,0.592,0.408,0.55,0.408,-0.142,-2.58,0.0,0.0,"(0.0, 37.6)",37.65,9.64,High,Analytical
Derrick White,Bovada,player_points,20.5,-120,Under,23.06,0,0.596,0.404,0.545,0.404,-0.141,-2.59,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Kristaps Porzingis,DraftKings,player_points,17.5,-107,Under,20.5,0,0.617,0.383,0.517,0.383,-0.134,-2.59,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Jay Huff,FanDuel,player_points,8.5,-132,Under,9.66,0,0.579,0.421,0.569,0.421,-0.148,-2.6,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
De'Andre Hunter,BetRivers,player_points,16.5,-103,Under,19.32,0,0.625,0.375,0.507,0.375,-0.132,-2.61,0.0,0.0,"(2.0, 36.7)",34.72,8.86,High,Analytical
Malik Monk,FanDuel,player_points,13.5,-118,Under,15.62,0,0.6,0.4,0.541,0.4,-0.141,-2.61,0.0,0.0,"(0.0, 32.0)",32.04,8.37,High,Analytical
Jake LaRavia,Bovada,player_points,10.5,-160,Under,11.27,0,0.545,0.455,0.615,0.455,-0.161,-2.61,0.0,0.0,"(0.0, 24.6)",24.63,6.81,High,Analytical
Derrick White,Bovada,player_points,22.5,-185,Under,23.06,0,0.521,0.479,0.649,0.479,-0.17,-2.62,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Grayson Allen,Bovada,player_points,18.5,-190,Under,18.87,0,0.516,0.484,0.655,0.484,-0.171,-2.62,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Trae Young,DraftKings,player_points,22.5,-102,Under,26.03,0,0.628,0.372,0.505,0.372,-0.133,-2.63,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Trae Young,Bovada,player_points,19.5,170,Under,26.03,0,0.727,0.273,0.37,0.273,-0.098,-2.63,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Trey Murphy III,BetRivers,player_points,15.5,115,Under,19.2,0,0.658,0.342,0.465,0.342,-0.123,-2.64,0.0,0.0,"(1.3, 37.1)",35.76,9.12,High,Analytical
Jarrett Allen,DraftKings,player_points,12.5,-102,Under,14.9,0,0.628,0.372,0.505,0.372,-0.133,-2.64,0.0,0.0,"(0.5, 29.3)",28.73,7.33,High,Analytical
Derrick White,Bovada,player_points,21.5,-150,Under,23.06,0,0.559,0.441,0.6,0.441,-0.159,-2.64,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Devin Booker,BetRivers,player_points,27.5,117,Under,32.0,0,0.661,0.339,0.461,0.339,-0.122,-2.64,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Kristaps Porzingis,BetRivers,player_points,19.5,-167,Under,20.5,0,0.54,0.46,0.625,0.46,-0.165,-2.64,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Devin Booker,Bovada,player_points,31.5,-190,Under,32.0,0,0.518,0.482,0.655,0.482,-0.174,-2.65,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Russell Westbrook,Bovada,player_points,9.5,160,Under,14.28,0,0.717,0.283,0.385,0.283,-0.102,-2.65,0.0,0.0,"(0.0, 30.6)",30.56,8.31,High,Analytical
Payton Pritchard,Bovada,player_points,18.5,-200,Under,18.75,0,0.51,0.49,0.667,0.49,-0.177,-2.66,0.0,0.0,"(0.0, 37.6)",37.65,9.64,High,Analytical
Austin Reaves,BetRivers,player_points,30.5,-118,Under,33.0,0,0.603,0.397,0.541,0.397,-0.144,-2.66,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Duncan Robinson,BetMGM,player_points,9.5,-120,Under,11.51,0,0.6,0.4,0.545,0.4,-0.145,-2.66,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Duncan Robinson,BetRivers,player_points,8.5,108,Under,11.51,0,0.647,0.353,0.481,0.353,-0.128,-2.66,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Duncan Robinson,Bovada,player_points,9.5,-120,Under,11.51,0,0.6,0.4,0.545,0.4,-0.145,-2.66,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Devin Booker,Bovada,player_points,24.5,200,Under,32.0,0,0.755,0.245,0.333,0.245,-0.089,-2.66,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Austin Reaves,BetOnline.ag,player_points,30.5,-118,Under,33.0,0,0.603,0.397,0.541,0.397,-0.144,-2.66,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Jay Huff,Bovada,player_points,9.5,-200,Under,9.66,0,0.511,0.489,0.667,0.489,-0.177,-2.66,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Austin Reaves,BetMGM,player_points,30.5,-118,Under,33.0,0,0.603,0.397,0.541,0.397,-0.144,-2.66,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Austin Reaves,DraftKings,player_points,30.5,-118,Under,33.0,0,0.603,0.397,0.541,0.397,-0.144,-2.66,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Payton Pritchard,Bovada,player_points,16.5,-125,Under,18.75,0,0.592,0.408,0.556,0.408,-0.148,-2.66,0.0,0.0,"(0.0, 37.6)",37.65,9.64,High,Analytical
Grayson Allen,Bovada,player_points,17.5,-150,Under,18.87,0,0.56,0.44,0.6,0.44,-0.16,-2.67,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Austin Reaves,Bovada,player_points,29.5,105,Under,33.0,0,0.642,0.358,0.488,0.358,-0.13,-2.67,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Trae Young,BetMGM,player_points,23.5,-125,Under,26.03,0,0.593,0.407,0.556,0.407,-0.148,-2.67,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Malik Monk,BetOnline.ag,player_points,13.5,-120,Under,15.62,0,0.6,0.4,0.545,0.4,-0.146,-2.67,0.0,0.0,"(0.0, 32.0)",32.04,8.37,High,Analytical
De'Andre Hunter,BetRivers,player_points,15.5,120,Under,19.32,0,0.667,0.333,0.455,0.333,-0.122,-2.67,0.0,0.0,"(2.0, 36.7)",34.72,8.86,High,Analytical
Grayson Allen,BetOnline.ag,player_points,16.5,-119,Under,18.87,0,0.603,0.397,0.543,0.397,-0.146,-2.69,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Duncan Robinson,BetRivers,player_points,9.5,-121,Under,11.51,0,0.6,0.4,0.548,0.4,-0.147,-2.69,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Kristaps Porzingis,BetRivers,player_points,18.5,-136,Under,20.5,0,0.579,0.421,0.576,0.421,-0.155,-2.69,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Trae Young,Bovada,player_points,20.5,140,Under,26.03,0,0.696,0.304,0.417,0.304,-0.112,-2.69,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Payton Pritchard,Bovada,player_points,17.5,-160,Under,18.75,0,0.552,0.448,0.615,0.448,-0.167,-2.71,0.0,0.0,"(0.0, 37.6)",37.65,9.64,High,Analytical
Devin Booker,FanDuel,player_points,29.5,-128,Under,32.0,0,0.591,0.409,0.561,0.409,-0.152,-2.72,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Jay Huff,BetRivers,player_points,8.5,-137,Under,9.66,0,0.579,0.421,0.578,0.421,-0.157,-2.72,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Grayson Allen,Bovada,player_points,16.5,-120,Under,18.87,0,0.603,0.397,0.545,0.397,-0.148,-2.72,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Grayson Allen,BetRivers,player_points,16.5,-120,Under,18.87,0,0.603,0.397,0.545,0.397,-0.148,-2.72,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Grayson Allen,BetMGM,player_points,16.5,-120,Under,18.87,0,0.603,0.397,0.545,0.397,-0.148,-2.72,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Jake LaRavia,BetMGM,player_points,9.5,-120,Under,11.27,0,0.603,0.397,0.545,0.397,-0.148,-2.72,0.0,0.0,"(0.0, 24.6)",24.63,6.81,High,Analytical
Desmond Bane,BetRivers,player_points,20.5,-165,Under,21.54,0,0.547,0.453,0.623,0.453,-0.17,-2.73,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Jaylen Wells,Bovada,player_points,8.5,200,Under,14.39,0,0.758,0.242,0.333,0.242,-0.091,-2.74,0.0,0.0,"(0.0, 30.9)",30.87,8.41,High,Analytical
Amen Thompson,Bovada,player_points,13.5,165,Under,22.32,0,0.726,0.274,0.377,0.274,-0.103,-2.74,0.0,0.0,"(0.0, 51.1)",51.09,14.68,High,Analytical
Trae Young,BetOnline.ag,player_points,23.5,-128,Under,26.03,0,0.593,0.407,0.561,0.407,-0.154,-2.74,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Desmond Bane,FanDuel,player_points,19.5,-128,Under,21.54,0,0.592,0.408,0.561,0.408,-0.154,-2.74,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Jake LaRavia,DraftKings,player_points,9.5,-121,Under,11.27,0,0.603,0.397,0.548,0.397,-0.15,-2.74,0.0,0.0,"(0.0, 24.6)",24.63,6.81,High,Analytical
Evan Mobley,Bovada,player_points,26.5,190,Over,20.64,0,0.25,0.75,0.345,0.25,-0.095,-2.75,0.0,0.0,"(3.6, 37.7)",34.05,8.68,High,Analytical
Devin Booker,Bovada,player_points,29.5,-130,Under,32.0,0,0.591,0.409,0.565,0.409,-0.156,-2.76,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Paolo Banchero,DraftKings,player_points,25.5,-123,Under,28.58,0,0.6,0.4,0.552,0.4,-0.152,-2.76,0.0,0.0,"(4.9, 52.3)",47.39,12.09,High,Analytical
Austin Reaves,BetRivers,player_points,29.5,102,Under,33.0,0,0.642,0.358,0.495,0.358,-0.137,-2.77,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Devin Booker,Bovada,player_points,30.5,-160,Under,32.0,0,0.555,0.445,0.615,0.445,-0.17,-2.77,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Grayson Allen,FanDuel,player_points,16.5,-122,Under,18.87,0,0.603,0.397,0.55,0.397,-0.152,-2.77,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Austin Reaves,FanDuel,player_points,30.5,-122,Under,33.0,0,0.603,0.397,0.55,0.397,-0.152,-2.77,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Kristaps Porzingis,BetRivers,player_points,17.5,-113,Under,20.5,0,0.617,0.383,0.531,0.383,-0.148,-2.78,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Kristaps Porzingis,FanDuel,player_points,17.5,-113,Under,20.5,0,0.617,0.383,0.531,0.383,-0.148,-2.78,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Duncan Robinson,Bovada,player_points,10.5,-165,Under,11.51,0,0.55,0.45,0.623,0.45,-0.173,-2.78,0.0,0.0,"(0.0, 27.1)",27.14,7.98,High,Analytical
Malik Monk,Bovada,player_points,13.5,-125,Under,15.62,0,0.6,0.4,0.556,0.4,-0.156,-2.8,0.0,0.0,"(0.0, 32.0)",32.04,8.37,High,Analytical
Devin Booker,Bovada,player_points,26.5,135,Under,32.0,0,0.694,0.306,0.426,0.306,-0.119,-2.8,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Luke Kennard,DraftKings,player_points,7.5,-121,Under,9.11,0,0.606,0.394,0.548,0.394,-0.153,-2.8,0.0,0.0,"(0.0, 20.8)",20.84,5.99,Med,Analytical
Malik Monk,BetMGM,player_points,13.5,-125,Under,15.62,0,0.6,0.4,0.556,0.4,-0.156,-2.8,0.0,0.0,"(0.0, 32.0)",32.04,8.37,High,Analytical
Derrick White,BetRivers,player_points,21.5,-159,Under,23.06,0,0.559,0.441,0.614,0.441,-0.173,-2.81,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Austin Reaves,Bovada,player_points,28.5,125,Under,33.0,0,0.68,0.32,0.444,0.32,-0.125,-2.81,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Paolo Banchero,Bovada,player_points,20.5,185,Under,28.58,0,0.748,0.252,0.351,0.252,-0.099,-2.82,0.0,0.0,"(4.9, 52.3)",47.39,12.09,High,Analytical
Derrick White,BetRivers,player_points,20.5,-129,Under,23.06,0,0.596,0.404,0.563,0.404,-0.159,-2.82,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Derrick White,BetOnline.ag,player_points,19.5,-105,Under,23.06,0,0.632,0.368,0.512,0.368,-0.144,-2.82,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Desmond Bane,BetRivers,player_points,19.5,-132,Under,21.54,0,0.592,0.408,0.569,0.408,-0.161,-2.83,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Dean Wade,DraftKings,player_points,5.5,112,Under,7.87,0,0.662,0.338,0.472,0.338,-0.134,-2.83,0.0,0.0,"(0.0, 19.0)",19.0,5.68,Med,Analytical
Jay Huff,DraftKings,player_points,7.5,102,Under,9.66,0,0.645,0.355,0.495,0.355,-0.14,-2.83,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Christian Braun,Bovada,player_points,11.5,120,Under,16.2,0,0.674,0.326,0.455,0.326,-0.128,-2.83,0.0,0.0,"(0.0, 36.6)",36.64,10.43,High,Analytical
Derrick White,BetRivers,player_points,18.5,115,Under,23.06,0,0.667,0.333,0.465,0.333,-0.132,-2.84,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Max Christie,BetRivers,player_points,11.5,-167,Under,12.46,0,0.552,0.448,0.625,0.448,-0.178,-2.84,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
Trae Young,FanDuel,player_points,22.5,-108,Under,26.03,0,0.628,0.372,0.519,0.372,-0.147,-2.84,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Derrick White,BetRivers,player_points,19.5,-106,Under,23.06,0,0.632,0.368,0.515,0.368,-0.147,-2.85,0.0,0.0,"(2.4, 43.7)",41.32,10.54,High,Analytical
Devin Booker,Bovada,player_points,25.5,160,Under,32.0,0,0.725,0.275,0.385,0.275,-0.11,-2.86,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Jaylen Wells,BetMGM,player_points,11.5,-105,Under,14.39,0,0.634,0.366,0.512,0.366,-0.147,-2.86,0.0,0.0,"(0.0, 30.9)",30.87,8.41,High,Analytical
Devin Booker,Bovada,player_points,28.5,-110,Under,32.0,0,0.626,0.374,0.524,0.374,-0.15,-2.87,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
D'Angelo Russell,FanDuel,player_points,13.5,-115,Under,16.11,0,0.619,0.381,0.535,0.381,-0.154,-2.87,0.0,0.0,"(0.0, 33.0)",33.0,8.62,High,Analytical
Trae Young,Bovada,player_points,24.5,-165,Under,26.03,0,0.556,0.444,0.623,0.444,-0.179,-2.87,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Kristaps Porzingis,BetRivers,player_points,16.5,106,Under,20.5,0,0.655,0.345,0.485,0.345,-0.14,-2.88,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Devin Booker,Bovada,player_points,27.5,110,Under,32.0,0,0.661,0.339,0.476,0.339,-0.137,-2.88,0.0,0.0,"(10.7, 53.3)",42.55,10.85,High,Analytical
Jay Huff,Bovada,player_points,8.5,-145,Under,9.66,0,0.579,0.421,0.592,0.421,-0.171,-2.89,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Desmond Bane,Bovada,player_points,18.5,-105,Under,21.54,0,0.636,0.364,0.512,0.364,-0.148,-2.89,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Desmond Bane,BetOnline.ag,player_points,18.5,-105,Under,21.54,0,0.636,0.364,0.512,0.364,-0.148,-2.89,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Desmond Bane,BetMGM,player_points,18.5,-105,Under,21.54,0,0.636,0.364,0.512,0.364,-0.148,-2.89,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Grayson Allen,BetRivers,player_points,15.5,100,Under,18.87,0,0.645,0.355,0.5,0.355,-0.145,-2.89,0.0,0.0,"(1.1, 36.7)",35.63,9.09,High,Analytical
Jay Huff,BetRivers,player_points,7.5,100,Under,9.66,0,0.645,0.355,0.5,0.355,-0.145,-2.9,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Jay Huff,BetOnline.ag,player_points,7.5,100,Under,9.66,0,0.645,0.355,0.5,0.355,-0.145,-2.9,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Trae Young,Bovada,player_points,22.5,-110,Under,26.03,0,0.628,0.372,0.524,0.372,-0.152,-2.9,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Austin Reaves,Bovada,player_points,26.5,185,Under,33.0,0,0.751,0.249,0.351,0.249,-0.102,-2.9,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Trae Young,Bovada,player_points,23.5,-135,Under,26.03,0,0.593,0.407,0.574,0.407,-0.167,-2.91,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Trae Young,Bovada,player_points,21.5,110,Under,26.03,0,0.662,0.338,0.476,0.338,-0.139,-2.91,0.0,0.0,"(4.9, 47.2)",42.35,10.8,High,Analytical
Austin Reaves,Bovada,player_points,27.5,150,Under,33.0,0,0.717,0.283,0.4,0.283,-0.117,-2.92,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Desmond Bane,DraftKings,player_points,18.5,-106,Under,21.54,0,0.636,0.364,0.515,0.364,-0.15,-2.92,0.0,0.0,"(4.4, 38.7)",34.24,8.73,High,Analytical
Max Christie,DraftKings,player_points,10.5,-126,Under,12.46,0,0.606,0.394,0.558,0.394,-0.163,-2.93,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
Kristaps Porzingis,BetMGM,player_points,17.5,-118,Under,20.5,0,0.617,0.383,0.541,0.383,-0.158,-2.93,0.0,0.0,"(0.8, 40.2)",39.45,10.06,High,Analytical
Rui Hachimura,BetRivers,player_points,16.5,-157,Under,17.96,0,0.569,0.431,0.611,0.431,-0.18,-2.94,0.0,0.0,"(1.4, 34.5)",33.04,8.43,High,Analytical
Max Christie,FanDuel,player_points,9.5,106,Under,12.46,0,0.658,0.342,0.485,0.342,-0.143,-2.95,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
Jake LaRavia,BetRivers,player_points,9.5,-129,Under,11.27,0,0.603,0.397,0.563,0.397,-0.166,-2.95,0.0,0.0,"(0.0, 24.6)",24.63,6.81,High,Analytical
Max Christie,BetRivers,player_points,10.5,-127,Under,12.46,0,0.606,0.394,0.559,0.394,-0.165,-2.96,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
Austin Reaves,BetRivers,player_points,28.5,120,Under,33.0,0,0.68,0.32,0.455,0.32,-0.135,-2.97,0.0,0.0,"(14.2, 51.8)",37.63,9.6,High,Analytical
Jay Huff,Bovada,player_points,6.5,140,Under,9.66,0,0.707,0.293,0.417,0.293,-0.124,-2.97,0.0,0.0,"(0.0, 21.0)",21.02,5.8,Med,Analytical
D'Angelo Russell,DraftKings,player_points,13.5,-120,Under,16.11,0,0.619,0.381,0.545,0.381,-0.164,-3.01,0.0,0.0,"(0.0, 33.0)",33.0,8.62,High,Analytical
Domantas Sabonis,Bovada,player_points,15.5,-165,Over,14.42,0,0.435,0.565,0.623,0.435,-0.187,-3.01,0.0,0.0,"(1.5, 27.4)",25.88,6.6,High,Analytical
Russell Westbrook,DraftKings,player_points,11.5,-112,Under,14.28,0,0.631,0.369,0.528,0.369,-0.159,-3.01,0.0,0.0,"(0.0, 30.6)",30.56,8.31,High,Analytical
Paolo Banchero,BetRivers,player_points,25.5,-134,Under,28.58,0,0.6,0.4,0.573,0.4,-0.173,-3.02,0.0,0.0,"(4.9, 52.3)",47.39,12.09,High,Analytical
Russell Westbrook,Bovada,player_points,10.5,115,Under,14.28,0,0.675,0.325,0.465,0.325,-0.14,-3.02,0.0,0.0,"(0.0, 30.6)",30.56,8.31,High,Analytical
Julius Randle,BetRivers,player_points,25.5,-143,Under,27.9,0,0.589,0.411,0.588,0.411,-0.178,-3.02,0.0,0.0,"(7.1, 48.7)",41.63,10.62,High,Analytical
Rui Hachimura,Bovada,player_points,12.5,170,Under,17.96,0,0.741,0.259,0.37,0.259,-0.112,-3.02,0.0,0.0,"(1.4, 34.5)",33.04,8.43,High,Analytical
Paolo Banchero,Bovada,player_points,21.5,150,Under,28.58,0,0.721,0.279,0.4,0.279,-0.121,-3.02,0.0,0.0,"(4.9, 52.3)",47.39,12.09,High,Analytical
Max Christie,BetMGM,player_points,10.5,-130,Under,12.46,0,0.606,0.394,0.565,0.394,-0.171,-3.03,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
Onyeka Okongwu,DraftKings,player_points,13.5,-120,Under,15.92,0,0.62,0.38,0.545,0.38,-0.165,-3.03,0.0,0.0,"(0.4, 31.5)",31.13,7.94,High,Analytical
Max Christie,BetOnline.ag,player_points,10.5,-130,Under,12.46,0,0.606,0.394,0.565,0.394,-0.171,-3.03,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
Max Christie,Bovada,player_points,10.5,-130,Under,12.46,0,0.606,0.394,0.565,0.394,-0.171,-3.03,0.0,0.0,"(0.0, 26.8)",26.76,7.29,High,Analytical
