iter	Passed	Remaining
243	17140	86615
244	17213	86561
245	17290	86523
246	17355	86428
247	17428	86367
248	17500	86309
249	17575	86262
250	17646	86193
251	17721	86143
252	17786	86047
253	17855	85974
254	17931	85929
255	18009	85897
256	18087	85863
257	18148	85749
258	18211	85644
259	18277	85552
260	18348	85484
261	18419	85420
262	18484	85324
263	18561	85282
264	18623	85175
265	18685	85068
266	18756	85003
267	18828	84936
268	18893	84846
269	18955	84737
270	19025	84667
271	19098	84610
272	19174	84563
273	19247	84506
274	19324	84464
275	19396	84403
276	19465	84328
277	19529	84229
278	19608	84196
279	19681	84139
280	19757	84093
281	19830	84032
282	19894	83937
283	19956	83829
284	20027	83764
285	20106	83730
286	20180	83675
287	20241	83566
288	20315	83512
289	20396	83486
290	20460	83389
291	20532	83325
292	20595	83225
293	20661	83139
294	20738	83096
295	20801	82995
296	20874	82935
297	20944	82865
298	21020	82817
299	21084	82723
300	21156	82659
301	21220	82562
302	21287	82481
303	21353	82394
304	21417	82301
305	21491	82241
306	21564	82182
307	21639	82130
308	21716	82088
309	21792	82037
310	21869	81994
311	21934	81902
312	22000	81816
313	22072	81754
314	22146	81697
315	22223	81649
316	22283	81541
317	22346	81443
318	22417	81376
319	22493	81327
320	22556	81233
321	22630	81173
322	22694	81081
323	22771	81034
324	22850	80997
325	22912	80895
326	22982	80824
327	23058	80775
328	23133	80722
329	23196	80623
330	23260	80532
331	23337	80486
332	23414	80439
333	23476	80339
334	23538	80243
335	23600	80144
336	23675	80089
337	23746	80021
338	23809	79926
339	23883	79869
340	23956	79808
341	24020	79717
342	24082	79618
343	24146	79529
344	24230	79505
345	24301	79435
346	24374	79375
347	24439	79288
348	24505	79203
349	24580	79148
350	24654	79089
351	24720	79006
352	24793	78946
353	24868	78890
354	24943	78834
355	25017	78777
356	25086	78704
357	25163	78653
358	25237	78594
359	25312	78539
360	25391	78495
361	25457	78411
362	25516	78307
363	25597	78269
364	25667	78196
365	25741	78139
366	25819	78093
367	25894	78036
368	25974	77993
369	26113	78129
370	26194	78089
371	26267	78025
372	26344	77973
373	26410	77890
374	26490	77847
375	26552	77751
376	26626	77690
377	26708	77653
378	26774	77568
379	26847	77505
380	26921	77444
381	26986	77356
382	27064	77307
383	27126	77212
384	27200	77150
385	27274	77089
386	27347	77025
387	27422	76965
388	27502	76920
389	27575	76856
390	27650	76799
391	27712	76703
392	27791	76655
393	27865	76595
394	27940	76537
395	28016	76480
396	28092	76422
397	28168	76366
398	28245	76312
399	28306	76214
400	28380	76152
401	28457	76098
402	28536	76049
403	28609	75985
404	28687	75934
405	28766	75884
406	28842	75826
407	28916	75763
408	28981	75677
409	29044	75587
410	29118	75524
411	29195	75468
412	29258	75378
413	29336	75325
414	29400	75235
415	29463	75145
416	29538	75084
417	29610	75018
418	29673	74928
419	29736	74836
420	29800	74749
421	29875	74688
422	29939	74600
423	30004	74514
424	30080	74459
425	30157	74403
426	30218	74307
427	30295	74252
428	30362	74171
429	30435	74107
430	30512	74051
431	30585	73986
432	30663	73931
433	30742	73881
434	30816	73817
435	30891	73756
436	30967	73697
437	31031	73611
438	31102	73541
439	31181	73488
440	31256	73427
441	31337	73381
442	31402	73296
443	31476	73233
444	31553	73176
445	31630	73119
446	31695	73035
447	31760	72951
448	31835	72888
449	31911	72830
450	31973	72737
451	32053	72687
452	32115	72595
453	32194	72543
454	32259	72458
455	32334	72398
456	32397	72308
457	32471	72245
458	32534	72157
459	32609	72095
460	32689	72044
461	32756	71964
462	32818	71874
463	32893	71811
464	32967	71747
465	33031	71662
466	33109	71606
467	33187	71551
468	33267	71499
469	33333	71419
470	33400	71338
471	33476	71280
472	33557	71230
473	33623	71148
474	33684	71056
475	33748	70971
476	33811	70883
477	33886	70821
478	33951	70738
479	34031	70685
480	34097	70605
481	34164	70525
482	34227	70440
483	34301	70374
484	34383	70325
485	34463	70274
486	34537	70209
487	34616	70154
488	34690	70091
489	34767	70031
490	34851	69987
491	34942	69956
492	35028	69914
493	35095	69835
494	35172	69775
495	35245	69710
496	35321	69648
497	35384	69561
498	35461	69502
499	35535	69436
500	35612	69376
501	35690	69318
502	35750	69227
503	35827	69167
504	35907	69113
505	35979	69043
506	36058	68987
507	36122	68903
508	36203	68850
509	36279	68789
510	36357	68730
511	36430	68662
512	36512	68612
513	36591	68554
514	36668	68494
515	36744	68432
516	36821	68371
517	36900	68316
518	36977	68255
519	37055	68196
520	37136	68143
521	37210	68077
522	37274	67991
523	37348	67926
524	37416	67848
525	37483	67770
526	37561	67710
527	37636	67645
528	37713	67584
529	37777	67501
530	37853	67438
531	37924	67365
532	37991	67286
533	38069	67227
534	38146	67166
535	38213	67088
536	38279	67006
537	38354	66942
538	38433	66884
539	38509	66820
540	38585	66757
541	38654	66682
542	38719	66600
543	38798	66542
544	38862	66458
545	38941	66400
546	39006	66317
547	39084	66257
548	39147	66172
549	39211	66089
550	39275	66005
551	39351	65942
552	39432	65887
553	39513	65831
554	39593	65774
555	39672	65715
556	39753	65660
557	39835	65607
558	39899	65523
559	39978	65465
560	40052	65398
561	40130	65336
562	40205	65271
563	40283	65211
564	40376	65173
565	40462	65125
566	40541	65067
567	40624	65013
568	40705	64956
569	40797	64918
570	40864	64839
571	40938	64771
572	41018	64713
573	41096	64651
574	41163	64572
575	41230	64494
576	41296	64413
577	41362	64333
578	41440	64271
579	41519	64211
580	41593	64144
581	41674	64086
582	41736	64000
583	41816	63942
584	41882	63861
585	41961	63801
586	42038	63737
587	42114	63673
588	42179	63591
589	42244	63509
590	42318	63442
591	42396	63379
592	42477	63322
593	42551	63253
594	42671	63254
595	42789	63250
596	42909	63249
597	42997	63201
598	43077	63142
599	43149	63070
600	43228	63008
601	43307	62946
602	43405	62913
603	43484	62851
604	43563	62789
605	43640	62723
606	43704	62640
607	43783	62578
608	43861	62515
609	43937	62448
610	44016	62386
611	44091	62319
612	44172	62258
613	44240	62181
614	44307	62102
615	44385	62039
616	44450	61957
617	44528	61893
618	44607	61830
619	44670	61746
620	44752	61687
621	44834	61629
622	44899	61548
623	44976	61482
624	45061	61428
625	45137	61361
626	45218	61300
627	45298	61239
628	45368	61165
629	45438	61088
630	45448	60933
631	45513	60852
632	45583	60778
633	45662	60714
634	45744	60656
635	45820	60589
636	45896	60522
637	45983	60470
638	46051	60392
639	46118	60314
640	46186	60236
641	46255	60161
642	46330	60093
643	46397	60014
644	46474	59947
645	46553	59885
646	46631	59820
647	46698	59742
648	46764	59662
649	46830	59583
650	46906	59516
651	46975	59439
652	47055	59377
653	47131	59310
654	47216	59254
655	47291	59186
656	47354	59103
657	47437	59043
658	47499	58960
659	47578	58896
660	47656	58831
661	47733	58766
662	47812	58702
663	47877	58621
664	47943	58541
665	48010	58462
666	48076	58383
667	48150	58313
668	48226	58246
669	48292	58166
670	48371	58103
671	48438	58025
672	48513	57956
673	48593	57893
674	48672	57830
675	48748	57762
676	48815	57684
677	48878	57601
678	48956	57536
679	49020	57455
680	49086	57375
681	49151	57295
682	49214	57213
683	49282	57136
684	49352	57061
685	49438	57005
686	49513	56937
687	49598	56879
688	49672	56809
689	49751	56745
690	49826	56676
691	49904	56610
692	49983	56546
693	50058	56478
694	50142	56419
695	50219	56352
696	50299	56289
697	50378	56225
698	50455	56157
699	50538	56098
700	50608	56023
701	50687	55958
702	50774	55902
703	50859	55843
704	50930	55770
705	51000	55695
706	51083	55635
707	51161	55569
708	51237	55501
709	51318	55438
710	51402	55378
711	51486	55319
712	51569	55258
713	51638	55182
714	51714	55114
715	51781	55036
716	51854	54964
717	51916	54881
718	51999	54819
719	52077	54753
720	52155	54687
721	52221	54608
722	52292	54534
723	52356	54454
724	52418	54370
725	52484	54291
726	52566	54229
727	52639	54157
728	52704	54078
729	52791	54021
730	52870	53955
731	52949	53890
732	53035	53831
733	53113	53764
734	53176	53683
735	53255	53617
736	53333	53550
737	53408	53480
738	53473	53401
739	53535	53318
740	53611	53249
741	53696	53189
742	53773	53122
743	53853	53057
744	53932	52991
745	54007	52921
746	54086	52855
747	54160	52785
748	54224	52704
749	54305	52640
750	54370	52560
751	54448	52493
752	54525	52425
753	54600	52356
754	54667	52278
755	54736	52202
756	54809	52130
757	54891	52067
758	54968	51999
759	55045	51931
760	55121	51862
761	55187	51783
762	55255	51706
763	55336	51642
764	55412	51573
765	55492	51508
766	55555	51427
767	55629	51356
768	55699	51281
769	55771	51208
770	55841	51133
771	55916	51063
772	55993	50994
773	56067	50923
774	56150	50861
775	56228	50794
776	56306	50726
777	56365	50642
778	56433	50565
779	56515	50501
780	56532	50380
781	56613	50315
782	56693	50249
783	56765	50176
784	56840	50106
785	56916	50037
786	56995	49970
787	57065	49896
788	57135	49821
789	57202	49744
790	57271	49669
791	57340	49593
792	57402	49512
793	57484	49448
794	57559	49378
795	57623	49298
796	57692	49223
797	57770	49155
798	57847	49087
799	57914	49009
800	57995	48945
801	58074	48878
802	58138	48799
803	58214	48729
804	58290	48659
805	58369	48593
806	58447	48525
807	58513	48447
808	58589	48377
809	58667	48309
810	58750	48246
811	58823	48174
812	58900	48105
813	58977	48036
814	59054	47968
815	59131	47899
816	59212	47834
817	59277	47755
818	59287	47632
819	59354	47555
820	59426	47483
821	59504	47415
822	59585	47349
823	59651	47272
824	59723	47199
825	59786	47119
826	59862	47050
827	59945	46986
828	60019	46915
829	60086	46838
830	60163	46770
831	60236	46698
832	60314	46629
833	60378	46550
834	60459	46485
835	60523	46406
836	60589	46328
837	60664	46258
838	60732	46183
839	60808	46113
840	60889	46047
841	60966	45978
842	61039	45906
843	61103	45827
844	61181	45759
845	61244	45680
846	61319	45609
847	61396	45540
848	61473	45471
849	61539	45394
850	61611	45322
851	61691	45254
852	61760	45180
853	61821	45099
854	61901	45032
855	61979	44963
856	62058	44896
857	62123	44818
858	62200	44749
859	62283	44684
860	62350	44608
861	62417	44532
862	62497	44465
863	62564	44389
864	62644	44321
865	62722	44253
866	62801	44185
867	62879	44117
868	62957	44048
869	63036	43980
870	63099	43901
871	63178	43833
872	63257	43766
873	63333	43695
874	63414	43629
875	63493	43560
876	63559	43484
877	63632	43412
878	63699	43335
879	63777	43267
880	63853	43197
881	63934	43130
882	64015	43063
883	64091	42993
884	64154	42914
885	64222	42838
886	64300	42770
887	64381	42703
888	64448	42627
889	64522	42555
890	64602	42488
891	64667	42411
892	64744	42341
893	64810	42264
894	64891	42197
895	64953	42118
896	65020	42042
897	65101	41975
898	65182	41907
899	65245	41829
900	65309	41751
901	65388	41683
902	65457	41608
903	65522	41531
904	65603	41464
905	65676	41392
906	65754	41323
907	65829	41251
908	65903	41180
909	65969	41104
910	66045	41033
911	66127	40967
912	66207	40899
913	66283	40829
914	66349	40752
915	66412	40673
916	66479	40598
917	66557	40529
918	66638	40461
919	66720	40394
920	66782	40315
921	66859	40246
922	66939	40178
923	67002	40099
924	67067	40022
925	67133	39946
926	67212	39878
927	67275	39799
928	67343	39724
929	67423	39656
930	67499	39586
931	67576	39516
932	67658	39449
933	67738	39381
934	67805	39305
935	67884	39236
936	67951	39160
937	68016	39083
938	68090	39012
939	68167	38942
940	68234	38866
941	68318	38801
942	68397	38732
943	68468	38658
944	68545	38588
945	68608	38510
946	68680	38437
947	68748	38362
948	68826	38293
949	68888	38215
950	68967	38146
951	69046	38077
952	69120	38005
953	69205	37939
954	69286	37872
955	69366	37803
956	69447	37735
957	69508	37656
958	69587	37587
959	69668	37519
960	69752	37453
961	69818	37377
962	69894	37306
963	69961	37230
964	70030	37156
965	70112	37088
966	70201	37024
967	70270	36950
968	70357	36884
969	70425	36809
970	70504	36740
971	70583	36671
972	70662	36602
973	70739	36531
974	70821	36463
975	70897	36393
976	70974	36322
977	71058	36255
978	71135	36185
979	71212	36114
980	71281	36040
981	71364	35972
982	71433	35898
983	71497	35821
984	71562	35744
985	71628	35668
986	71708	35599
987	71774	35524
988	71853	35454
989	71924	35381
990	71985	35302
991	72064	35233
992	72143	35163
993	72207	35086
994	72273	35010
995	72356	34943
996	72431	34871
997	72508	34801
998	72585	34730
999	72659	34658
1000	72726	34582
1001	72806	34513
1002	72876	34440
1003	72956	34370
1004	73037	34301
1005	73116	34232
1006	73197	34163
1007	73276	34093
1008	73361	34026
1009	73425	33950
1010	73489	33873
1011	73563	33801
1012	73641	33731
1013	73707	33655
1014	73787	33586
1015	73865	33515
1016	73942	33445
1017	74017	33373
1018	74093	33302
1019	74158	33225
1020	74234	33154
1021	74312	33084
1022	74392	33015
1023	74464	32941
1024	74542	32871
1025	74621	32801
1026	74688	32726
1027	74768	32656
1028	74855	32590
1029	74926	32516
1030	74992	32441
1031	75078	32373
1032	75155	32302
1033	75222	32227
1034	75305	32159
1035	75380	32087
1036	75457	32016
1037	75540	31948
1038	75617	31877
1039	75692	31805
1040	75769	31734
1041	75836	31659
1042	75913	31588
1043	75992	31517
1044	76067	31445
1045	76130	31369
1046	76210	31299
1047	76287	31228
1048	76362	31156
1049	76438	31085
1050	76504	31009
1051	76570	30933
1052	76638	30859
1053	76704	30783
1054	76780	30712
1055	76847	30637
1056	76923	30565
1057	76987	30489
1058	77049	30412
1059	77120	30338
1060	77187	30263
1061	77254	30189
1062	77329	30116
1063	77405	30045
1064	77489	29976
1065	77557	29902
1066	77639	29833
1067	77702	29756
1068	77769	29681
1069	77853	29613
1070	77932	29543
1071	78011	29472
1072	78091	29402
1073	78162	29328
1074	78223	29251
1075	78300	29180
1076	78364	29104
1077	78447	29035
1078	78529	28966
1079	78603	28894
1080	78680	28822
1081	78760	28752
1082	78839	28681
1083	78909	28608
1084	78983	28536
1085	79064	28466
1086	79143	28395
1087	79204	28318
1088	79271	28243
1089	79350	28173
1090	79430	28102
1091	79512	28033
1092	79574	27956
1093	79642	27882
1094	79718	27810
1095	79797	27739
1096	79877	27669
1097	79952	27597
1098	80017	27522
1099	80098	27451
1100	80175	27380
1101	80243	27306
1102	80318	27234
1103	80387	27159
1104	80464	27088
1105	80537	27015
1106	80614	26944
1107	80696	26874
1108	80777	26804
1109	80852	26732
1110	80915	26656
1111	80976	26579
1112	81042	26504
1113	81118	26432
1114	81194	26360
1115	81271	26289
1116	81349	26218
1117	81426	26146
1118	81501	26074
1119	81579	26003
1120	81644	25928
1121	81718	25855
1122	81785	25781
1123	81863	25709
1124	81941	25638
1125	82017	25566
1126	82095	25495
1127	82175	25424
1128	82252	25353
1129	82330	25281
1130	82403	25209
1131	82480	25137
1132	82560	25066
1133	82640	24996
1134	82722	24926
1135	82785	24850
1136	82847	24774
1137	82911	24698
1138	82988	24627
1139	83069	24556
1140	83142	24483
1141	83222	24412
1142	83305	24343
1143	83382	24271
1144	83462	24200
1145	83527	24125
1146	83598	24051
1147	83665	23977
1148	83733	23903
1149	83808	23830
1150	83886	23759
1151	83965	23688
1152	84038	23615
1153	84101	23539
1154	84169	23465
1155	84232	23389
1156	84296	23314
1157	84357	23238
1158	84434	23166
1159	84537	23102
1160	84646	23039
1161	84734	22970
1162	84813	22899
1163	84874	22822
1164	84939	22747
1165	85015	22675
1166	85089	22603
1167	85168	22531
1168	85230	22455
1169	85305	22383
1170	85383	22312
1171	85448	22236
1172	85526	22165
1173	85588	22089
1174	85664	22017
1175	85745	21946
1176	85828	21876
1177	85894	21801
1178	85974	21730
1179	86041	21656
1180	86109	21582
1181	86170	21506
1182	86235	21431
1183	86299	21356
1184	86373	21283
1185	86450	21211
1186	86513	21136
1187	86578	21061
1188	86642	20986
1189	86717	20914
1190	86799	20843
1191	86867	20769
1192	86947	20698
1193	87008	20622
1194	87087	20551
1195	87166	20479
1196	87242	20407
1197	87305	20332
1198	87380	20259
1199	87445	20185
1200	87518	20112
1201	87596	20040
1202	87673	19968
1203	87739	19894
1204	87803	19819
1205	87872	19745
1206	87952	19674
1207	88028	19602
1208	88152	19540
1209	88271	19478
1210	88365	19409
1211	88475	19344
1212	88590	19281
1213	88668	19208
1214	88743	19136
1215	88822	19064
1216	88886	18989
1217	88955	18915
1218	89029	18843
1219	89104	18770
1220	89185	18698
1221	89249	18624
1222	89316	18549
1223	89382	18475
1224	89448	18400
1225	89529	18329
1226	89602	18256
1227	89664	18181
1228	89730	18106
1229	89806	18034
1230	89872	17959
1231	89937	17885
1232	90018	17813
1233	90098	17742
1234	90164	17667
1235	90228	17593
1236	90303	17520
1237	90380	17448
1238	90456	17375
1239	90535	17303
1240	90608	17231
1241	90683	17158
1242	90762	17086
1243	90825	17011
1244	90906	16939
1245	90966	16864
1246	91041	16791
1247	91116	16719
1248	91191	16646
1249	91253	16571
1250	91333	16499
1251	91396	16425
1252	91471	16352
1253	91565	16283
1254	91664	16214
1255	91750	16144
1256	91828	16071
1257	91928	16003
1258	92033	15935
1259	92099	15861
1260	92169	15787
1261	92251	15716
1262	92331	15644
1263	92396	15569
1264	92473	15497
1265	92548	15424
1266	92629	15352
1267	92697	15278
1268	92773	15206
1269	92843	15132
1270	92925	15061
1271	93003	14988
1272	93067	14914
1273	93134	14840
1274	93217	14768
1275	93297	14696
1276	93377	14624
1277	93454	14551
1278	93532	14479
1279	93613	14407
1280	93689	14335
1281	93757	14261
1282	93836	14188
1283	93914	14116
1284	93978	14041
1285	94057	13969
1286	94134	13897
1287	94204	13823
1288	94282	13751
1289	94350	13677
1290	94426	13604
1291	94489	13529
1292	94569	13457
1293	94650	13385
1294	94730	13313
1295	94798	13239
1296	94908	13171
1297	95019	13103
1298	95086	13029
1299	95163	12956
1300	95234	12883
1301	95298	12808
1302	95401	12739
1303	95506	12670
1304	95594	12599
1305	95682	12528
1306	95761	12455
1307	95979	12400
1308	96065	12329
1309	96143	12256
1310	96224	12184
1311	96307	12111
1312	96388	12039
1313	96461	11965
1314	96527	11891
1315	96593	11817
1316	96678	11745
1317	96753	11672
1318	96833	11599
1319	96911	11526
1320	96978	11452
1321	97058	11379
1322	97137	11306
1323	97217	11234
1324	97310	11163
1325	97428	11094
1326	97533	11024
1327	97625	10953
1328	97703	10880
1329	97791	10808
1330	97873	10735
1331	97937	10661
1332	98011	10587
1333	98088	10514
1334	98166	10441
1335	98241	10368
1336	98319	10295
1337	98397	10222
1338	98488	10150
1339	98565	10077
1340	98649	10004
1341	98716	9930
1342	98798	9857
1343	98859	9782
1344	98938	9709
1345	99005	9635
1346	99071	9561
1347	99142	9487
1348	99221	9414
1349	99287	9340
1350	99362	9266
1351	99439	9193
1352	99521	9120
1353	99601	9047
1354	99663	8973
1355	99742	8900
1356	99825	8827
1357	99904	8754
1358	99979	8681
1359	100128	8614
1360	100213	8541
1361	100304	8469
1362	100402	8397
1363	100488	8324
1364	100563	8251
1365	100644	8178
1366	100740	8106
1367	100824	8033
1368	100903	7960
1369	100971	7886
1370	101035	7811
1371	101112	7738
1372	101189	7664
1373	101255	7590
1374	101337	7517
1375	101417	7444
1376	101481	7369
1377	101550	7295
1378	101630	7222
1379	101693	7148
1380	101759	7073
1381	101825	6999
1382	101890	6925
1383	101970	6852
1384	102044	6778
1385	102106	6703
1386	102171	6629
1387	102232	6555
1388	102311	6481
1389	102374	6407
1390	102457	6334
1391	102570	6263
1392	102701	6193
1393	102789	6120
1394	102873	6047
1395	102951	5973
1396	103028	5899
1397	103092	5825
1398	103171	5752
1399	103239	5678
1400	103314	5604
1401	103394	5531
1402	103472	5457
1403	103549	5384
1404	103628	5310
1405	103708	5237
1406	103776	5163
1407	103859	5089
1408	103924	5015
1409	104003	4942
1410	104085	4868
1411	104159	4794
1412	104237	4721
1413	104302	4647
1414	104386	4573
1415	104455	4499
1416	104519	4425
1417	104596	4352
1418	104675	4278
1419	104810	4207
1420	104890	4133
1421	104983	4060
1422	105088	3987
1423	105185	3914
1424	105274	3841
1425	105367	3768
1426	105457	3695
1427	105548	3621
1428	105640	3548
1429	105737	3475
1430	105838	3402
1431	105927	3328
1432	106022	3255
1433	106109	3181
1434	106203	3108
1435	106276	3034
1436	106364	2960
1437	106458	2887
1438	106540	2813
1439	106635	2739
1440	106733	2666
1441	106814	2592
1442	106894	2518
1443	107011	2445
1444	107110	2371
1445	107185	2297
1446	107265	2223
1447	107343	2149
1448	107422	2075
1449	107495	2001
1450	107578	1927
1451	107656	1853
1452	107751	1779
1453	107858	1706
1454	107939	1632
1455	108013	1557
1456	108076	1483
1457	108150	1409
1458	108231	1335
1459	108309	1261
1460	108388	1187
1461	108452	1112
1462	108517	1038
1463	108585	964
1464	108675	890
1465	108753	816
1466	108825	741
1467	108905	667
1468	108986	593
1469	109065	519
1470	109149	445
1471	109229	371
1472	109306	296
1473	109385	222
1474	109469	148
1475	109533	74
1476	109599	0
