iter	RMSE
149	5.909718423
150	5.905398731
151	5.900640247
152	5.896250668
153	5.891397244
154	5.887057491
155	5.882846177
156	5.878513729
157	5.874478811
158	5.870568905
159	5.866327129
160	5.86235068
161	5.858295486
162	5.854148922
163	5.850635143
164	5.846844893
165	5.842967411
166	5.839134784
167	5.835627384
168	5.832163604
169	5.828651261
170	5.825629823
171	5.822169951
172	5.819018201
173	5.815921375
174	5.812620997
175	5.809429356
176	5.806176831
177	5.802960746
178	5.799955677
179	5.796937078
180	5.793782349
181	5.790825607
182	5.787774513
183	5.78499249
184	5.782152718
185	5.779456052
186	5.776797163
187	5.774071879
188	5.771377866
189	5.768873276
190	5.766427483
191	5.76406976
192	5.761630069
193	5.759189417
194	5.756739327
195	5.754435949
196	5.752043795
197	5.749719289
198	5.747416681
199	5.74515572
200	5.7430778
201	5.740857768
202	5.738890955
203	5.73687794
204	5.734993594
205	5.732910002
206	5.730932045
207	5.72893485
208	5.726642359
209	5.724610465
210	5.722475473
211	5.720411545
212	5.718296533
213	5.716175768
214	5.714327106
215	5.712414942
216	5.71056826
217	5.708767174
218	5.70668891
219	5.704809816
220	5.702852478
221	5.700983304
222	5.699296454
223	5.697897786
224	5.69616817
225	5.694627362
226	5.692944599
227	5.691211343
228	5.690191077
229	5.68863607
230	5.686981531
231	5.685616137
232	5.684057472
233	5.682665653
234	5.680942515
235	5.679166309
236	5.677578096
237	5.676161207
238	5.674694744
239	5.673177762
240	5.671847573
241	5.670426929
242	5.669107445
243	5.667823289
244	5.666391277
245	5.665064741
246	5.663912092
247	5.662614775
248	5.661241395
249	5.660023803
250	5.658756377
251	5.657533035
252	5.656311695
253	5.65505638
254	5.653966208
255	5.652925814
256	5.651878727
257	5.650802626
258	5.649676061
259	5.648588461
260	5.647505734
261	5.6462577
262	5.645071423
263	5.644053379
264	5.643144238
265	5.6420665
266	5.641208038
267	5.6400491
268	5.639123903
269	5.638188601
270	5.6372678
271	5.636212033
272	5.635126109
273	5.634108374
274	5.633255864
275	5.63233183
276	5.631267123
277	5.630346772
278	5.629396912
279	5.628353479
280	5.627385457
281	5.626655953
282	5.62582061
283	5.624900755
284	5.623912077
285	5.62296488
286	5.622051179
287	5.621220921
288	5.62032205
289	5.619318992
290	5.618449103
291	5.617642542
292	5.616809962
293	5.616092066
294	5.615188294
295	5.614489352
296	5.613780244
297	5.612945929
298	5.612277899
299	5.611442945
300	5.610718563
301	5.609971145
302	5.609204621
303	5.608443207
304	5.607723971
305	5.607145498
306	5.606462991
307	5.605674377
308	5.605015655
309	5.604287443
310	5.603614601
311	5.602786047
312	5.602175513
313	5.601671928
314	5.600913618
315	5.600148552
316	5.599372174
317	5.598702524
318	5.598206418
319	5.597609571
320	5.596725015
321	5.595843038
322	5.595235807
323	5.594577919
324	5.593973536
325	5.593392345
326	5.592726423
327	5.592146731
328	5.59151288
329	5.59083705
330	5.590340506
331	5.58997593
332	5.589501161
333	5.588892235
334	5.58821458
335	5.58759846
336	5.587119213
337	5.586643846
338	5.585961559
339	5.58549711
340	5.585021984
341	5.584535114
342	5.583954514
343	5.583343227
344	5.582781231
345	5.582208793
346	5.581687447
347	5.581312775
348	5.580785271
349	5.580195622
350	5.579637518
351	5.57901018
352	5.578525496
353	5.577937772
354	5.577686118
355	5.577198058
356	5.576594198
357	5.576355119
358	5.57572787
359	5.575204819
360	5.574699818
361	5.57426287
362	5.573657276
363	5.573144459
364	5.572657346
365	5.572219029
366	5.571753906
367	5.571225852
368	5.570655829
369	5.56991241
370	5.569496343
371	5.568980674
372	5.568455675
373	5.567974194
374	5.567468741
375	5.566881617
376	5.566463277
377	5.566024774
378	5.565513098
379	5.564948445
380	5.564493377
381	5.563959264
382	5.563638275
383	5.563075705
384	5.562560931
385	5.56206186
386	5.561627402
387	5.5611946
388	5.560777674
389	5.560445123
390	5.559873962
391	5.559330957
392	5.558783762
393	5.558293177
394	5.557709036
395	5.557287103
396	5.556871815
397	5.556376304
398	5.556048701
399	5.555547329
400	5.554950448
401	5.554340705
402	5.553771318
403	5.553329353
404	5.55278283
405	5.552332169
406	5.552022818
407	5.551662047
408	5.551369825
409	5.550934416
410	5.550455972
411	5.549962066
412	5.549545259
413	5.548956434
414	5.548603217
415	5.548294689
416	5.548013877
417	5.547413806
418	5.546852991
419	5.546546921
420	5.546169867
421	5.545713105
422	5.54516113
423	5.544651676
424	5.544147628
425	5.54373372
426	5.5433688
427	5.543282405
428	5.542877771
429	5.542381809
430	5.542061715
431	5.541648481
432	5.541364409
433	5.540859144
434	5.540464859
435	5.539994837
436	5.539540928
437	5.539181427
438	5.538960517
439	5.538534895
440	5.538248783
441	5.537900348
442	5.537411674
443	5.53696388
444	5.536520152
445	5.536264104
446	5.535683078
447	5.535296496
448	5.535020835
449	5.534721473
450	5.534389071
451	5.534067882
452	5.533876055
453	5.533543832
454	5.533088645
455	5.532563852
456	5.531996902
457	5.531672238
458	5.531310893
459	5.530969337
460	5.530543769
461	5.530236044
462	5.529842351
463	5.529297981
464	5.528816666
465	5.528400386
466	5.527954731
467	5.527475969
468	5.526934961
469	5.526576404
470	5.526320754
471	5.525941779
472	5.525612432
473	5.525585423
474	5.525351176
475	5.525046688
476	5.524415873
477	5.524088107
478	5.523553605
479	5.523265433
480	5.522777939
481	5.522309214
482	5.521715557
483	5.521407473
484	5.520827384
485	5.520593511
486	5.520367864
487	5.520044065
488	5.519726671
489	5.519455977
490	5.519007647
491	5.518722747
492	5.51845174
493	5.518126032
494	5.517805732
495	5.517502556
496	5.517260199
497	5.516784191
498	5.516490168
499	5.516063822
500	5.515591576
501	5.515308292
502	5.514889682
503	5.51457956
504	5.514206685
505	5.513902788
506	5.513485032
507	5.513057329
508	5.512731494
509	5.512239585
510	5.511978686
511	5.511664592
512	5.511142026
513	5.510881195
514	5.510345556
515	5.510065089
516	5.509603852
517	5.509463338
518	5.508985852
519	5.508740167
520	5.508425785
521	5.507979286
522	5.507681079
523	5.507268128
524	5.50695093
525	5.506611662
526	5.506307363
527	5.506087667
528	5.505741597
529	5.50557001
530	5.505226475
531	5.504960316
532	5.504585282
533	5.50420085
534	5.504040052
535	5.503782882
536	5.503403117
537	5.502957311
538	5.502661766
539	5.502438663
540	5.502224711
541	5.501954759
542	5.501435126
543	5.501234973
544	5.501001596
545	5.500606406
546	5.500145256
547	5.499761679
548	5.499379841
549	5.499148278
550	5.498800749
551	5.498452831
552	5.498031567
553	5.497768132
554	5.497353854
555	5.496879078
556	5.496531148
557	5.496150744
558	5.495671415
559	5.495263184
560	5.494848222
561	5.494401554
562	5.494164911
563	5.493919498
564	5.493696669
565	5.493499921
566	5.493055472
567	5.492807707
568	5.492618145
569	5.492376111
570	5.492045548
571	5.491528764
572	5.491208868
573	5.490796228
574	5.490341418
575	5.489925519
576	5.489592978
577	5.489211551
578	5.488903606
579	5.488569691
580	5.48818474
581	5.487972502
582	5.487683153
583	5.487432787
584	5.487086474
585	5.486652417
586	5.486163569
587	5.485812577
588	5.485392533
589	5.485144912
590	5.484780239
591	5.484585436
592	5.484160792
593	5.483926752
594	5.483654007
595	5.483235325
596	5.482915395
597	5.482573714
598	5.482319515
599	5.48190802
600	5.481699459
601	5.481230092
602	5.480731357
603	5.48031374
604	5.480006677
605	5.479690541
606	5.479434785
607	5.479210572
608	5.478876085
609	5.478520229
610	5.478339205
611	5.478060073
612	5.477762152
613	5.47739954
614	5.47694008
615	5.47661648
616	5.476235934
617	5.475651856
618	5.475550878
619	5.475259638
620	5.47498462
621	5.474709651
622	5.474527202
623	5.474205416
624	5.473832072
625	5.4733439
626	5.472999581
627	5.472820149
628	5.472564906
629	5.472306113
630	5.471987467
631	5.471796242
632	5.471459381
633	5.471335214
634	5.470945172
635	5.470664801
636	5.470302939
637	5.469797369
638	5.469552698
639	5.469281064
640	5.468960058
641	5.468762789
642	5.468509754
643	5.468211172
644	5.46806918
645	5.46777967
646	5.467370603
647	5.467128399
648	5.466656399
649	5.466351697
650	5.465983875
651	5.465557121
652	5.46526741
653	5.465050814
654	5.464815147
655	5.464625581
656	5.464246262
657	5.463935061
658	5.463700953
659	5.463230216
660	5.463090396
661	5.462870013
662	5.46260463
663	5.462417527
664	5.462183209
665	5.461854943
666	5.461350338
667	5.461167365
668	5.461059459
669	5.460795887
670	5.460582386
671	5.46018362
672	5.459727492
673	5.459602332
674	5.459471911
675	5.45923794
676	5.459053967
677	5.458807957
678	5.458590485
679	5.458150348
680	5.457815223
681	5.457519353
682	5.457077911
683	5.456893322
684	5.456717623
685	5.456508241
686	5.456245996
687	5.455768295
688	5.455504
689	5.455255482
690	5.454952894
691	5.454622072
692	5.454412853
693	5.454285519
694	5.453835971
695	5.453637115
696	5.453337463
697	5.452980455
698	5.452855355
699	5.452557343
700	5.452382362
701	5.452070248
702	5.451563602
703	5.451278357
704	5.451046081
705	5.450821979
706	5.450504346
707	5.450295433
708	5.450124832
709	5.449881224
710	5.44952637
711	5.449236485
712	5.449092506
713	5.448760306
714	5.448407216
715	5.448116621
716	5.447807335
717	5.447608351
718	5.447213675
719	5.446970568
720	5.446720499
721	5.446504208
722	5.446298405
723	5.445760951
724	5.445597456
725	5.445319839
726	5.445241199
727	5.444928412
728	5.444543471
729	5.444281707
730	5.444040164
731	5.443580051
732	5.443459079
733	5.443239677
734	5.443155339
735	5.442780451
736	5.442463014
737	5.442177604
738	5.441911233
739	5.441389545
740	5.440999468
741	5.440567773
742	5.44047086
743	5.440240375
744	5.440087481
745	5.439681884
746	5.439313938
747	5.439085556
748	5.438566427
749	5.438380116
750	5.438363988
751	5.437991912
752	5.437684105
753	5.437412928
754	5.437066564
755	5.43675494
756	5.436403866
757	5.43612009
758	5.435624354
759	5.435336672
760	5.43489867
761	5.434718873
762	5.434594774
763	5.434410631
764	5.434156477
765	5.433941769
766	5.433931038
767	5.43376871
768	5.433539914
769	5.433345003
770	5.433117086
771	5.432728154
772	5.432447241
773	5.432151791
774	5.431720782
775	5.431472339
776	5.43131425
777	5.430912092
778	5.430627319
779	5.430333246
780	5.430234287
781	5.429873945
782	5.429616643
783	5.429270751
784	5.428910386
785	5.428698273
786	5.428589087
787	5.428238296
788	5.428075356
789	5.427793432
790	5.427481112
791	5.427342609
792	5.426850878
793	5.426604387
794	5.426289851
795	5.425962807
796	5.425738128
797	5.425439589
798	5.425121652
799	5.424839692
800	5.424497462
801	5.424271542
802	5.423795662
803	5.423495293
804	5.423280894
805	5.422940838
806	5.422723948
807	5.42241744
808	5.422009107
809	5.421734159
810	5.421644485
811	5.421418602
812	5.421099007
813	5.420808367
814	5.420392698
815	5.420073652
816	5.419738253
817	5.419339207
818	5.419055834
819	5.418729975
820	5.418375053
821	5.418059197
822	5.417757422
823	5.417517443
824	5.417377043
825	5.417021143
826	5.41668161
827	5.416547848
828	5.416338193
829	5.416119168
830	5.415682468
831	5.415270704
832	5.415140375
833	5.414823997
834	5.414420306
835	5.414195959
836	5.413791912
837	5.413520751
838	5.413150997
839	5.413041054
840	5.412655401
841	5.412262152
842	5.411964659
843	5.411717215
844	5.411711168
845	5.411545798
846	5.411309205
847	5.411105318
848	5.410680227
849	5.410355223
850	5.410062514
851	5.40984024
852	5.40965324
853	5.409443173
854	5.409285607
855	5.409041679
856	5.408725555
857	5.408420807
858	5.408096777
859	5.407643069
860	5.407299779
861	5.407020667
862	5.406756102
863	5.406330436
864	5.40594391
865	5.405744191
866	5.40527761
867	5.40496174
868	5.40448599
869	5.404194125
870	5.403837877
871	5.403521228
872	5.403082016
873	5.402900843
874	5.402508705
875	5.402199163
876	5.401936013
877	5.401930479
878	5.401616277
879	5.40140526
880	5.400976224
881	5.400692079
882	5.400508643
883	5.400141126
884	5.399864207
885	5.399526314
886	5.399043672
887	5.398692185
888	5.398684086
889	5.398306867
890	5.398280083
891	5.397842978
892	5.397447373
893	5.397161712
894	5.39677388
895	5.396560193
896	5.396252177
897	5.395876035
898	5.395640943
899	5.39525937
900	5.394924975
901	5.394923881
902	5.394694032
903	5.394456543
904	5.394250562
905	5.394243561
906	5.39406854
907	5.393875523
908	5.39378441
909	5.393478355
910	5.393255927
911	5.392967175
912	5.392627818
913	5.392189888
914	5.391951378
915	5.391883959
916	5.39169695
917	5.391503812
918	5.391131233
919	5.390750393
920	5.390507955
921	5.390290426
922	5.389980318
923	5.389652422
924	5.38941246
925	5.389232055
926	5.389071939
927	5.38865645
928	5.38845872
929	5.388224712
930	5.387819371
931	5.387547005
932	5.387330703
933	5.386924165
934	5.38677139
935	5.386589574
936	5.386400042
937	5.386147225
938	5.385710092
939	5.385490333
940	5.385324388
941	5.385125668
942	5.384705905
943	5.38448107
944	5.384244016
945	5.383921771
946	5.383483048
947	5.383148976
948	5.382939126
949	5.382784651
950	5.382371873
951	5.3821364
952	5.381811192
953	5.381502444
954	5.381280977
955	5.381091367
956	5.380880823
957	5.380643812
958	5.380418
959	5.380151265
960	5.37990481
961	5.379628688
962	5.379473548
963	5.379164795
964	5.378997834
965	5.378692114
966	5.378477846
967	5.378299925
968	5.378182195
969	5.377934677
970	5.377934667
971	5.37763465
972	5.377256798
973	5.377068949
974	5.376871578
975	5.376437434
976	5.376425317
977	5.376232728
978	5.375868206
979	5.375637207
980	5.375355399
981	5.37507627
982	5.374925569
983	5.374534627
984	5.374204705
985	5.373881039
986	5.373479043
987	5.373240269
988	5.372972575
989	5.372709045
990	5.372253894
991	5.371908624
992	5.371710348
993	5.371547415
994	5.371174837
995	5.370920418
996	5.370697907
997	5.370360509
998	5.370133394
999	5.369835277
1000	5.36957847
1001	5.369278531
1002	5.369051796
1003	5.368740807
1004	5.368531691
1005	5.368380927
1006	5.368217967
1007	5.367948537
1008	5.367591401
1009	5.367228351
1010	5.366851858
1011	5.366649453
1012	5.366554636
1013	5.366415346
1014	5.366147091
1015	5.365930051
1016	5.365543611
1017	5.365188278
1018	5.364933304
1019	5.364593332
1020	5.364332629
1021	5.3639448
1022	5.363686742
1023	5.363356128
1024	5.363028341
1025	5.362708522
1026	5.362466666
1027	5.362058782
1028	5.361876552
1029	5.361475063
1030	5.361163917
1031	5.360887238
1032	5.360445946
1033	5.360172089
1034	5.359899059
1035	5.359558318
1036	5.359292388
1037	5.35895026
1038	5.358636442
1039	5.358342663
1040	5.358005742
1041	5.357748273
1042	5.357573635
1043	5.357238395
1044	5.356980393
1045	5.356719775
1046	5.356512632
1047	5.356282593
1048	5.356021738
1049	5.355695363
1050	5.355419236
1051	5.355088169
1052	5.354770271
1053	5.354651605
1054	5.354462299
1055	5.35419209
1056	5.354056169
1057	5.353975465
1058	5.35372984
1059	5.353506193
1060	5.353282399
1061	5.352964733
1062	5.352570255
1063	5.352373431
1064	5.351982782
1065	5.351873263
1066	5.351703588
1067	5.351413757
1068	5.351206894
1069	5.351059206
1070	5.350720697
1071	5.350551356
1072	5.350058584
1073	5.349701836
1074	5.349479949
1075	5.349342442
1076	5.349150775
1077	5.348878592
1078	5.348496212
1079	5.348130285
1080	5.347756798
1081	5.347415846
1082	5.347179401
1083	5.346745185
1084	5.346581045
1085	5.346273007
1086	5.346062491
1087	5.345972153
1088	5.345817363
1089	5.345353888
1090	5.345240437
1091	5.344924814
1092	5.344738417
1093	5.344445388
1094	5.344248795
1095	5.34399287
1096	5.343895093
1097	5.343682804
1098	5.343458068
1099	5.343336741
1100	5.343177176
1101	5.34286779
1102	5.342669969
1103	5.342376874
1104	5.342145949
1105	5.341870573
1106	5.341730942
1107	5.34141721
1108	5.341154695
1109	5.340976451
1110	5.340752468
1111	5.340368788
1112	5.340038437
1113	5.339792634
1114	5.339520501
1115	5.339170942
1116	5.338949838
1117	5.338498105
1118	5.338131637
1119	5.337932177
1120	5.337560969
1121	5.337330738
1122	5.336885082
1123	5.336813582
1124	5.336546508
1125	5.336381616
1126	5.336117012
1127	5.335746521
1128	5.335588296
1129	5.335410696
1130	5.335161444
1131	5.334781795
1132	5.334510546
1133	5.33432353
1134	5.333905735
1135	5.333755497
1136	5.333452657
1137	5.333085019
1138	5.332828411
1139	5.332597322
1140	5.332350003
1141	5.332138301
1142	5.331966345
1143	5.331629689
1144	5.331541691
1145	5.331365568
1146	5.331184627
1147	5.330863715
1148	5.330576971
1149	5.330243516
1150	5.329917559
1151	5.329590016
1152	5.329258467
1153	5.328937416
1154	5.328787447
1155	5.328474515
1156	5.328246956
1157	5.328031823
1158	5.327743729
1159	5.32746509
1160	5.327246625
1161	5.326940938
1162	5.326623762
1163	5.326246777
1164	5.325789078
1165	5.325457107
1166	5.325069659
1167	5.324870685
1168	5.324648969
1169	5.324289112
1170	5.323937627
1171	5.323621
1172	5.323271782
1173	5.322936576
1174	5.322498435
1175	5.322355029
1176	5.321984279
1177	5.321741341
1178	5.321599381
1179	5.321199574
1180	5.321076667
1181	5.320954187
1182	5.320768423
1183	5.320411719
1184	5.320154844
1185	5.319780327
1186	5.319559852
1187	5.319319496
1188	5.318822601
1189	5.318576765
1190	5.318199004
1191	5.317820663
1192	5.31741919
1193	5.317170976
1194	5.316851245
1195	5.316579035
1196	5.316141178
1197	5.315944153
1198	5.315629737
1199	5.315393191
1200	5.315154346
1201	5.314966888
1202	5.314845752
1203	5.314505459
1204	5.314136277
1205	5.313978387
1206	5.313625647
1207	5.313311232
1208	5.313085598
1209	5.31290054
1210	5.312643784
1211	5.312400597
1212	5.312218284
1213	5.311894084
1214	5.311571775
1215	5.311406002
1216	5.31112286
1217	5.31081208
1218	5.310555714
1219	5.310350937
1220	5.310077043
1221	5.309727671
1222	5.309473862
1223	5.309238433
1224	5.308925477
1225	5.308392285
1226	5.308200915
1227	5.307916232
1228	5.307705325
1229	5.307492791
1230	5.306978527
1231	5.30674329
1232	5.306619256
1233	5.306417626
1234	5.306269553
1235	5.305922943
1236	5.305688973
1237	5.305476446
1238	5.305196218
1239	5.30496722
1240	5.304777638
1241	5.304358546
1242	5.304179823
1243	5.303827425
1244	5.303584759
1245	5.303346724
1246	5.303089916
1247	5.302698458
1248	5.302333498
1249	5.302196988
1250	5.301854124
1251	5.301402771
1252	5.301211409
1253	5.301037212
1254	5.300797925
1255	5.300403131
1256	5.300226113
1257	5.299882789
1258	5.299540731
1259	5.299204707
1260	5.29897933
1261	5.298712362
1262	5.298472568
1263	5.298216702
1264	5.297961946
1265	5.297768145
1266	5.29755689
1267	5.29747014
1268	5.297228768
1269	5.296969556
1270	5.296800861
1271	5.296525158
1272	5.296041996
1273	5.295682509
1274	5.295334595
1275	5.295049541
1276	5.294769626
1277	5.294538648
1278	5.294152199
1279	5.293860024
1280	5.293708125
1281	5.2934082
1282	5.29327734
1283	5.292995182
1284	5.292761627
1285	5.292548281
1286	5.292347246
1287	5.292023357
1288	5.291756495
1289	5.291467183
1290	5.291279202
1291	5.290998729
1292	5.290616324
1293	5.290549079
1294	5.29027743
1295	5.290019777
1296	5.289627969
1297	5.289407219
1298	5.289187972
1299	5.288904739
1300	5.288575963
1301	5.288207921
1302	5.287908893
1303	5.287657824
1304	5.287202612
1305	5.28694768
1306	5.28650352
1307	5.286309211
1308	5.285843791
1309	5.285566017
1310	5.285213017
1311	5.284833638
1312	5.284630826
1313	5.284486399
1314	5.284221756
1315	5.284013007
1316	5.283877229
1317	5.28352649
1318	5.28328933
1319	5.282916302
1320	5.282605607
1321	5.282464703
1322	5.282150439
1323	5.281974265
1324	5.281658588
1325	5.281420578
1326	5.280994585
1327	5.280735935
1328	5.2806115
1329	5.280478892
1330	5.280198866
1331	5.279901891
1332	5.27952807
1333	5.279014534
1334	5.278676674
1335	5.278507868
1336	5.278045359
1337	5.277618473
1338	5.277217437
1339	5.276804928
1340	5.27644616
1341	5.276131461
1342	5.275989976
1343	5.27568762
1344	5.275463547
1345	5.275235085
1346	5.27488178
1347	5.274617585
1348	5.274399737
1349	5.274045398
1350	5.273702193
1351	5.273500278
1352	5.273146697
1353	5.272808846
1354	5.272523219
1355	5.272361795
1356	5.272277065
1357	5.27203003
1358	5.271856755
1359	5.271600476
1360	5.271322523
1361	5.27105433
1362	5.27072748
1363	5.270409636
1364	5.270189201
1365	5.269847285
1366	5.269622221
1367	5.269247745
1368	5.2689539
1369	5.268514174
1370	5.268326554
1371	5.267901913
1372	5.267728198
1373	5.267533188
1374	5.26725421
1375	5.26698783
1376	5.266628371
1377	5.266169106
1378	5.265881913
1379	5.26569702
1380	5.265501794
1381	5.265255394
1382	5.264871913
1383	5.26459284
1384	5.264105918
1385	5.263738552
1386	5.263588586
1387	5.263140881
1388	5.262868083
1389	5.262723559
1390	5.262583907
1391	5.262175151
1392	5.261993387
1393	5.261724178
1394	5.261385628
1395	5.261215973
1396	5.261017901
1397	5.260656929
1398	5.26038054
1399	5.259980833
1400	5.259760949
1401	5.259441977
1402	5.259012372
1403	5.258674993
1404	5.258357451
1405	5.258186414
1406	5.257881363
1407	5.257439374
1408	5.257128947
1409	5.256895393
1410	5.256699503
1411	5.256548003
1412	5.256284203
1413	5.256057168
1414	5.255718745
1415	5.25558546
1416	5.255372387
1417	5.255148999
1418	5.254902683
1419	5.254692256
1420	5.254370553
1421	5.254134126
1422	5.253825402
1423	5.253522744
1424	5.253219308
1425	5.253041358
1426	5.252852751
1427	5.252580255
1428	5.252302325
1429	5.252086546
1430	5.251647149
1431	5.251481146
1432	5.251301362
1433	5.250992484
1434	5.250612884
1435	5.250459253
1436	5.250252318
1437	5.249979186
1438	5.249704469
1439	5.249580995
1440	5.249338161
1441	5.249019699
1442	5.24879953
1443	5.248482893
1444	5.248046294
1445	5.247719216
1446	5.247388513
1447	5.247182087
1448	5.246988367
1449	5.2467679
1450	5.246589826
1451	5.246449478
1452	5.246222534
1453	5.245864232
1454	5.245607907
1455	5.245348446
1456	5.244963812
1457	5.2447184
1458	5.244519622
1459	5.244348278
1460	5.244114123
1461	5.243717359
1462	5.243531374
1463	5.243277998
1464	5.242986543
1465	5.242741033
1466	5.242307328
1467	5.242003585
1468	5.241756227
1469	5.241491329
1470	5.241075284
1471	5.240912751
1472	5.240726833
1473	5.240417605
1474	5.24028045
1475	5.240010631
1476	5.239679936
1477	5.23925891
1478	5.239052098
1479	5.23879638
1480	5.238607144
1481	5.238184685
1482	5.238001131
1483	5.23773225
1484	5.237431356
1485	5.237220001
1486	5.236948331
1487	5.236797954
1488	5.236671112
1489	5.236356244
1490	5.235856638
1491	5.235577499
1492	5.235387679
1493	5.235153598
1494	5.234785808
1495	5.234507067
1496	5.234355626
1497	5.234048782
1498	5.233884504
1499	5.233451251
1500	5.233227073
1501	5.233000648
1502	5.232677839
1503	5.232491382
1504	5.232399896
1505	5.231912673
1506	5.231728665
1507	5.231545978
1508	5.231339265
1509	5.231016857
1510	5.230695211
1511	5.23043813
1512	5.230358526
1513	5.230181413
1514	5.229973558
1515	5.229566481
1516	5.229354327
1517	5.229135041
1518	5.228805383
1519	5.228676706
1520	5.228523676
1521	5.228292663
1522	5.228100035
1523	5.227864398
1524	5.227517418
1525	5.227238867
1526	5.226758442
1527	5.226411847
1528	5.226062548
1529	5.225647453
1530	5.225471213
1531	5.225166149
1532	5.224723131
1533	5.22446246
1534	5.22429668
1535	5.224032823
1536	5.223753126
1537	5.223559237
1538	5.223284972
1539	5.22296798
1540	5.22274485
1541	5.222252503
1542	5.221937562
1543	5.22173777
1544	5.221514632
1545	5.22114829
1546	5.220976947
1547	5.220644147
1548	5.22037925
1549	5.220186103
1550	5.219795523
1551	5.219496528
1552	5.21913356
1553	5.219008086
1554	5.218755915
1555	5.218387878
1556	5.218082415
1557	5.217770828
1558	5.217455565
1559	5.217235802
1560	5.216993422
1561	5.216720358
1562	5.216482409
1563	5.216268843
1564	5.216004889
1565	5.215839411
1566	5.215698399
1567	5.215605356
1568	5.215360291
1569	5.214973148
1570	5.214792952
1571	5.214424742
1572	5.214248321
1573	5.214065274
1574	5.213848862
1575	5.213345465
1576	5.213132282
1577	5.212827762
1578	5.212579814
1579	5.212358877
1580	5.212027464
1581	5.211701376
1582	5.211509653
1583	5.211189341
1584	5.210935645
1585	5.210624287
1586	5.210204047
1587	5.209970468
1588	5.209656729
1589	5.209496734
1590	5.20919316
1591	5.208718336
1592	5.208545539
1593	5.208128179
1594	5.207897807
1595	5.207537698
1596	5.207202403
1597	5.206886749
1598	5.206449385
1599	5.206179104
1600	5.206031367
1601	5.205758769
1602	5.205594624
1603	5.205296744
1604	5.204737914
1605	5.204565454
1606	5.204221704
1607	5.203865718
1608	5.203647044
1609	5.203453578
1610	5.203280279
1611	5.203004927
1612	5.202719249
1613	5.20248986
1614	5.202255013
1615	5.201907571
1616	5.201648327
1617	5.20151353
1618	5.201357346
1619	5.201008334
1620	5.200854799
1621	5.200586163
1622	5.200276147
1623	5.200031376
1624	5.199795223
1625	5.199369402
1626	5.199042174
1627	5.198834484
1628	5.198598123
1629	5.198154216
1630	5.197967538
1631	5.197690373
1632	5.197406752
1633	5.197195236
1634	5.197064184
1635	5.196844409
1636	5.196718782
1637	5.196407627
1638	5.196230306
1639	5.195878783
1640	5.195681068
1641	5.195343615
1642	5.195151283
1643	5.194932113
1644	5.194684144
1645	5.194468632
1646	5.194266595
1647	5.193993166
1648	5.193739738
1649	5.193589376
1650	5.193230467
1651	5.193037018
1652	5.192812884
1653	5.192565145
1654	5.192315435
1655	5.191989481
1656	5.191725625
1657	5.191484864
1658	5.191283274
1659	5.191016853
1660	5.190765972
1661	5.190423806
1662	5.190168675
1663	5.189971771
1664	5.189643024
