player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Kristaps Porzingis,player_assists,Underdog,Over,1.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Kristaps Porzingis,player_assists,Underdog,Under,1.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Evan Mobley,player_assists,Underdog,Over,2.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Evan Mobley,player_assists,Underdog,Under,2.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Jarrett Allen,player_assists,Underdog,Over,1.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Jarrett Allen,player_assists,Underdog,Under,1.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Jayson Tatum,player_points,Underdog,Over,27.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Jayson Tatum,player_points,Underdog,Under,27.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Donovan Mitchell,player_points,Underdog,Over,26.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Donovan Mitchell,player_points,Underdog,Under,26.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Jaylen Brown,player_points,Underdog,Over,24.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Jaylen Brown,player_points,Underdog,Under,24.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Darius Garland,player_points,Underdog,Over,19.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Darius Garland,player_points,Underdog,Under,19.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Kristaps Porzingis,player_points,Underdog,Over,15.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Kristaps Porzingis,player_points,Underdog,Under,15.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
Evan Mobley,player_points,Underdog,Over,16.5,-137,Cleveland Cavaliers,Boston Celtics,93dc92cd7fc9ce1ac4da3b06e2158788,2024-12-01T23:10:00Z
