market,bookmaker,player,side,line,price,home_team,away_team,game_id,commence_time
player_points,Underdog,Brandon Miller,Under,18.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,Underdog,Dillon Brooks,Over,11.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,Underdog,Dillon Brooks,Under,11.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,Underdog,Jabari Smith Jr,Over,13.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,Underdog,Jabari Smith Jr,Under,13.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,LaMelo Ball,Over,5.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,LaMelo Ball,Under,5.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Alperen Sengun,Over,9.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Alperen Sengun,Under,9.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Jalen Green,Over,5.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Jalen Green,Under,5.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Miles Bridges,Over,6.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Miles Bridges,Under,6.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Dillon Brooks,Over,3.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Dillon Brooks,Under,3.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Jabari Smith Jr,Over,7.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_rebounds,Underdog,Jabari Smith Jr,Under,7.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_assists,PrizePicks,Fred VanVleet,Over,8.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_assists,PrizePicks,Fred VanVleet,Under,8.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_assists,PrizePicks,LaMelo Ball,Over,7.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_assists,PrizePicks,LaMelo Ball,Under,7.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_assists,PrizePicks,Jalen Green,Over,4.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_assists,PrizePicks,Jalen Green,Under,4.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Alperen Sengun,Over,20.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Alperen Sengun,Under,20.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Brandon Miller,Over,18.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Brandon Miller,Under,18.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Dillon Brooks,Over,11.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Dillon Brooks,Under,11.0,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Josh Green,Over,7.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Josh Green,Under,7.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Fred VanVleet,Over,16.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,Fred VanVleet,Under,16.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
player_points,PrizePicks,LaMelo Ball,Over,23.5,-137,Houston Rockets,Charlotte Hornets,3614297da4247a7aaef3dbd9463e644b,2024-10-24T00:00:00Z
