player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Dyson Daniels,player_assists,Underdog,Over,2.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Dyson Daniels,player_assists,Underdog,Under,2.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Vasilije Micic,player_assists,Underdog,Over,6.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Vasilije Micic,player_assists,Underdog,Under,6.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Trae Young,player_points,Underdog,Over,22.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Trae Young,player_points,Underdog,Under,22.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Brandon Miller,player_points,Underdog,Over,26.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Brandon Miller,player_points,Underdog,Under,26.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Bogdan Bogdanovic,player_points,Underdog,Over,11.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Bogdan Bogdanovic,player_points,Underdog,Under,11.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
De'Andre Hunter,player_points,Underdog,Over,15.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
De'Andre Hunter,player_points,Underdog,Under,15.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Cody Martin,player_points,Underdog,Over,9.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Cody Martin,player_points,Underdog,Under,9.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
Tidjane Salaun,player_points,Underdog,Over,13.5,-137,Charlotte Hornets,Atlanta Hawks,618d92be3ea6080d179e501aebc7f971,2024-11-30T23:10:00Z
