player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Harrison Barnes,player_assists,Underdog,Over,1.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Harrison Barnes,player_assists,Underdog,Under,1.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Keldon Johnson,player_assists,Underdog,Over,1.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Keldon Johnson,player_assists,Underdog,Under,1.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Stephon Castle,player_assists,Underdog,Over,3.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Stephon Castle,player_assists,Underdog,Under,3.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Collin Sexton,player_assists,Underdog,Over,5.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Collin Sexton,player_assists,Underdog,Under,5.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Lauri Markkanen,player_points,Underdog,Over,21.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Lauri Markkanen,player_points,Underdog,Under,21.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Victor Wembanyama,player_points,Underdog,Over,23.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
Victor Wembanyama,player_points,Underdog,Under,23.5,-137,San Antonio Spurs,Utah Jazz,8504db816d5b4c739b490bd225691a89,2024-11-09T22:10:00Z
