player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Anthony Edwards,player_points,Underdog,Over,24.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Anthony Edwards,player_points,Underdog,Under,24.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Julius Randle,player_points,Underdog,Over,20.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Julius Randle,player_points,Underdog,Under,20.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Ausar Thompson,player_points,Underdog,Over,9.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Ausar Thompson,player_points,Underdog,Under,9.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Jalen Duren,player_points,Underdog,Over,9.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Jalen Duren,player_points,Underdog,Under,9.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Mike Conley,player_points,Underdog,Over,8.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Mike Conley,player_points,Underdog,Under,8.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Naz Reid,player_points,Underdog,Over,13.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Naz Reid,player_points,Underdog,Under,13.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Malik Beasley,player_points,Underdog,Over,15.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Malik Beasley,player_points,Underdog,Under,15.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Tim Hardaway Jr,player_points,Underdog,Over,11.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Tim Hardaway Jr,player_points,Underdog,Under,11.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Nickeil Alexander-Walker,player_points,Underdog,Over,6.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Nickeil Alexander-Walker,player_points,Underdog,Under,6.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
Rudy Gobert,player_rebounds,Underdog,Over,10.5,-137,Detroit Pistons,Minnesota Timberwolves,5f75aa5ec69da99dd52723c3ff64dbf3,2025-01-05T00:10:00Z
