player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Myles Turner,player_assists,Underdog,Over,1.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Myles Turner,player_assists,Underdog,Under,1.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Dejounte Murray,player_assists,Underdog,Over,7.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Dejounte Murray,player_assists,Underdog,Under,7.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
B.J. Boston Jr,player_assists,Underdog,Over,2.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
B.J. Boston Jr,player_assists,Underdog,Under,2.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Pascal Siakam,player_points,Underdog,Over,19.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Pascal Siakam,player_points,Underdog,Under,19.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Andrew Nembhard,player_points,Underdog,Over,10.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Andrew Nembhard,player_points,Underdog,Under,10.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
C.J. McCollum,player_points,Underdog,Over,22.0,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
C.J. McCollum,player_points,Underdog,Under,22.0,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Dejounte Murray,player_points,Underdog,Over,20.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
Dejounte Murray,player_points,Underdog,Under,20.5,-137,Indiana Pacers,New Orleans Pelicans,d39aa4878e703e91b1aa9e62e785375a,2024-12-15T22:10:00Z
