player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Anthony Edwards,player_assists,PrizePicks,Over,5.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_assists,PrizePicks,Under,5.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Donte DiVincenzo,player_assists,PrizePicks,Over,2.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Donte DiVincenzo,player_assists,PrizePicks,Under,2.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Julius Randle,player_assists,PrizePicks,Over,4.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Julius Randle,player_assists,PrizePicks,Under,4.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Mike Conley,player_assists,PrizePicks,Over,5.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Mike Conley,player_assists,PrizePicks,Under,5.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_points,PrizePicks,Over,26.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_points,PrizePicks,Under,26.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Daniel Gafford,player_points,PrizePicks,Over,7.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Daniel Gafford,player_points,PrizePicks,Under,7.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Donte DiVincenzo,player_points,PrizePicks,Over,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Donte DiVincenzo,player_points,PrizePicks,Under,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Dereck Lively II,player_points,PrizePicks,Over,8.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Dereck Lively II,player_points,PrizePicks,Under,8.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Jaden McDaniels,player_points,PrizePicks,Over,9.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Jaden McDaniels,player_points,PrizePicks,Under,9.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Klay Thompson,player_points,PrizePicks,Over,15.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Klay Thompson,player_points,PrizePicks,Under,15.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Julius Randle,player_points,PrizePicks,Over,20.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Julius Randle,player_points,PrizePicks,Under,20.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Kyrie Irving,player_points,PrizePicks,Over,21.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Kyrie Irving,player_points,PrizePicks,Under,21.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Mike Conley,player_points,PrizePicks,Over,8.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Mike Conley,player_points,PrizePicks,Under,8.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Luka Doncic,player_points,PrizePicks,Over,29.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Luka Doncic,player_points,PrizePicks,Under,29.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Naz Reid,player_points,PrizePicks,Over,12.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Naz Reid,player_points,PrizePicks,Under,12.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
P.J. Washington,player_points,PrizePicks,Over,9.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
P.J. Washington,player_points,PrizePicks,Under,9.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Rudy Gobert,player_points,PrizePicks,Over,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Rudy Gobert,player_points,PrizePicks,Under,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_rebounds,PrizePicks,Over,6.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_rebounds,PrizePicks,Under,6.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Daniel Gafford,player_rebounds,PrizePicks,Over,5.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Daniel Gafford,player_rebounds,PrizePicks,Under,5.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Dereck Lively II,player_rebounds,PrizePicks,Over,7.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Dereck Lively II,player_rebounds,PrizePicks,Under,7.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Jaden McDaniels,player_rebounds,PrizePicks,Over,3.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Jaden McDaniels,player_rebounds,PrizePicks,Under,3.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Luka Doncic,player_rebounds,PrizePicks,Over,8.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Luka Doncic,player_rebounds,PrizePicks,Under,8.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Rudy Gobert,player_rebounds,PrizePicks,Over,12.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Rudy Gobert,player_rebounds,PrizePicks,Under,12.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Luka Doncic,player_points,Underdog,Over,29.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Luka Doncic,player_points,Underdog,Under,29.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_points,Underdog,Over,27.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Anthony Edwards,player_points,Underdog,Under,27.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Kyrie Irving,player_points,Underdog,Over,21.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Kyrie Irving,player_points,Underdog,Under,21.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Julius Randle,player_points,Underdog,Over,20.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Julius Randle,player_points,Underdog,Under,20.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Klay Thompson,player_points,Underdog,Over,15.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Klay Thompson,player_points,Underdog,Under,15.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Rudy Gobert,player_points,Underdog,Over,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Rudy Gobert,player_points,Underdog,Under,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Donte DiVincenzo,player_points,Underdog,Over,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Donte DiVincenzo,player_points,Underdog,Under,11.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
P.J. Washington,player_points,Underdog,Over,9.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
P.J. Washington,player_points,Underdog,Under,9.5,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
Dereck Lively II,player_points,Underdog,Over,8.0,-137,Minnesota Timberwolves,Dallas Mavericks,15893327c28d5d11f74b1b9a0560aa78,2024-10-29T23:30:00Z
