NAME,CATEGORY,SIDE,BOOKMAKER,LINE,ODDS,fair_line,fair_odds,GAME_DATE
Tobias Harris,points,over,fanduel,21.5,132,15.5,101,2024-11-08
Jalen Johnson,rebounds,under,espnbet,9.5,-200,9.0,100,2024-11-08
Jalen Johnson,rebounds,under,fanduel,8.5,-174,9.0,100,2024-11-08
Jalen Johnson,assists,under,fanduel,1.5,-152,4.5,107,2024-11-08
Trae Young,assists,over,fanduel,8.5,-122,8.5,-106,2024-11-08
Jaden Ivey,points,under,fanduel,17.5,-130,18.5,-103,2024-11-08
Cam Thomas,points,over,fanduel,31.5,-112,23.5,-102,2024-11-08
Payton Pritchard,points,over,fanduel,15.5,-125,18.0,100,2024-11-08
Cameron Johnson,points,over,fanduel,18.5,-112,26.0,100,2024-11-08
Jrue Holiday,points,under,fanduel,17.5,-120,17.5,-104,2024-11-08
Cameron Johnson,points,under,fanduel,18.5,-118,26.0,100,2024-11-08
Derrick White,points,over,fanduel,15.5,122,15.5,137,2024-11-08
Jayson Tatum,points,over,fanduel,33.5,-125,33.5,-108,2024-11-08
Jrue Holiday,points,over,fanduel,17.5,-110,17.5,104,2024-11-08
Dennis Schroder,points,over,fanduel,18.5,-118,14.5,-102,2024-11-08
Jayson Tatum,points,under,fanduel,33.5,-106,33.5,108,2024-11-08
Payton Pritchard,points,under,fanduel,15.5,-106,18.0,100,2024-11-08
Dennis Schroder,points,under,fanduel,18.5,-112,14.5,102,2024-11-08
Derrick White,points,under,fanduel,15.5,-162,15.5,-137,2024-11-08
Cam Thomas,points,under,fanduel,31.5,-118,23.5,102,2024-11-08
Daniel Gafford,rebounds,over,fanduel,5.5,-138,7.5,109,2024-11-08
Royce O'Neale,rebounds,under,fanduel,5.5,-140,5.5,-117,2024-11-08
Klay Thompson,points,under,fanduel,11.5,104,14.5,105,2024-11-08
Naji Marshall,rebounds,under,fanduel,4.5,-110,4.5,-118,2024-11-08
Klay Thompson,points,over,fanduel,11.5,-138,14.5,-105,2024-11-08
Kevin Durant,points,under,espnbet,28.5,-170,25.5,107,2024-11-08
Kevin Durant,points,over,espnbet,28.5,120,25.5,-107,2024-11-08
Luka Dončić,points,over,espnbet,32.5,-105,32.0,100,2024-11-08
Klay Thompson,rebounds,over,fanduel,3.5,120,3.5,124,2024-11-08
Royce O'Neale,rebounds,over,fanduel,5.5,110,5.5,117,2024-11-08
Klay Thompson,rebounds,under,fanduel,3.5,-154,3.5,-124,2024-11-08
Naji Marshall,assists,under,fanduel,2.5,100,2.5,109,2024-11-08
Naji Marshall,rebounds,over,fanduel,4.5,-110,4.5,118,2024-11-08
Naji Marshall,assists,over,fanduel,2.5,-128,2.5,-109,2024-11-08
Daniel Gafford,rebounds,under,fanduel,5.5,104,7.5,-109,2024-11-08
Luka Dončić,points,under,espnbet,32.5,-135,32.0,100,2024-11-08
Grayson Allen,rebounds,over,fanduel,2.5,100,2.5,105,2024-11-08
Grayson Allen,rebounds,under,fanduel,2.5,-128,2.5,-105,2024-11-08
Andrew Wiggins,assists,over,draftkings,2.5,205,2.5,226,2024-11-08
Jarrett Allen,assists,over,draftkings,2.5,185,2.5,204,2024-11-08
Nikola Jokic,rebounds,over,espnbet,11.5,150,11.5,173,2024-11-08
Nikola Jokic,points,over,espnbet,28.5,-130,28.0,100,2024-11-08
Nikola Jokic,rebounds,under,espnbet,11.5,-225,11.5,-173,2024-11-08
Hunter Tyson,rebounds,over,draftkings,2.5,125,2.5,137,2024-11-08
Tyler Herro,points,under,espnbet,26.5,-105,26.5,110,2024-11-08
Nikola Jokic,points,under,espnbet,28.5,-110,28.0,100,2024-11-08
Tyler Herro,points,over,espnbet,26.5,-135,26.5,-110,2024-11-08
James Harden,points,under,fanduel,24.5,-146,24.5,-125,2024-11-09
Ivica Zubac,rebounds,under,espnbet,16.5,-225,16.5,-169,2024-11-09
Norman Powell,points,over,fanduel,30.5,-108,30.5,118,2024-11-09
Norman Powell,points,over,espnbet,30.5,105,30.5,118,2024-11-09
Malik Monk,assists,under,fanduel,4.5,-245,4.5,-197,2024-11-09
Malik Monk,assists,over,fanduel,4.5,178,4.5,197,2024-11-09
James Harden,points,over,fanduel,24.5,110,24.5,125,2024-11-09
Ivica Zubac,rebounds,over,espnbet,16.5,150,16.5,169,2024-11-09
Norman Powell,points,under,fanduel,30.5,-122,30.5,-118,2024-11-09
Norman Powell,points,under,espnbet,30.5,-150,30.5,-118,2024-11-09
Victor Wembanyama,assists,over,betrivers,3.5,-127,3.5,-108,2024-11-09
Victor Wembanyama,points,under,espnbet,26.5,-130,26.5,-113,2024-11-09
Victor Wembanyama,assists,under,betrivers,3.5,-108,3.5,108,2024-11-09
Victor Wembanyama,points,over,espnbet,26.5,-110,26.5,113,2024-11-09
Chris Paul,assists,under,betrivers,8.5,-132,8.5,-112,2024-11-09
Chris Paul,assists,over,betrivers,8.5,-104,8.5,112,2024-11-09
Jalen Johnson,points,under,fanduel,22.5,-118,22.5,-134,2024-11-09
Jalen Johnson,points,under,espnbet,22.5,-170,22.5,-134,2024-11-09
Nikola Vučević,points,over,fanduel,20.5,142,19.5,100,2024-11-09
Nikola Vučević,points,under,fanduel,20.5,-192,19.5,100,2024-11-09
Clint Capela,points,under,fanduel,18.5,-125,18.5,-108,2024-11-09
Josh Giddey,points,over,fanduel,13.5,134,13.5,150,2024-11-09
Zach LaVine,points,over,fanduel,16.5,-114,16.5,101,2024-11-09
Zach LaVine,points,over,espnbet,18.5,105,16.5,101,2024-11-09
Zaccharie Risacher,points,over,fanduel,16.5,-120,16.5,-104,2024-11-09
Clint Capela,rebounds,over,espnbet,9.5,-200,9.5,-163,2024-11-09
Trae Young,points,over,fanduel,17.5,-138,16.5,-104,2024-11-09
Trae Young,points,over,espnbet,16.5,-140,16.5,-104,2024-11-09
Jalen Johnson,rebounds,over,fanduel,7.5,178,6.5,100,2024-11-09
Jalen Johnson,points,over,fanduel,22.5,-112,22.5,134,2024-11-09
Jalen Johnson,points,over,espnbet,22.5,120,22.5,134,2024-11-09
Trae Young,assists,under,fanduel,15.5,-180,15.5,-150,2024-11-09
Trae Young,points,under,fanduel,17.5,104,16.5,104,2024-11-09
Trae Young,points,under,espnbet,16.5,100,16.5,104,2024-11-09
Zaccharie Risacher,points,under,fanduel,16.5,-110,16.5,104,2024-11-09
Josh Giddey,points,under,fanduel,13.5,-180,13.5,-150,2024-11-09
Clint Capela,points,over,fanduel,18.5,-106,18.5,108,2024-11-09
Jalen Johnson,rebounds,under,fanduel,7.5,-245,6.5,100,2024-11-09
Coby White,points,under,fanduel,12.5,-128,12.5,-108,2024-11-09
Trae Young,assists,over,fanduel,15.5,134,15.5,150,2024-11-09
Zach LaVine,points,under,fanduel,16.5,-114,16.5,-101,2024-11-09
Zach LaVine,points,under,espnbet,18.5,-150,16.5,-101,2024-11-09
Clint Capela,rebounds,under,espnbet,9.5,140,9.5,163,2024-11-09
Coby White,points,over,fanduel,12.5,-104,12.5,108,2024-11-09
Nikola Vučević,rebounds,over,fanduel,11.5,120,11.0,100,2024-11-09
Cam Thomas,points,over,espnbet,22.5,115,21.5,100,2024-11-09
Cam Thomas,points,under,espnbet,22.5,-165,21.5,100,2024-11-09
Kai Jones,points,under,betrivers,10.5,-127,11.5,100,2024-11-10
Ochai Agbaji,rebounds,over,betrivers,4.5,100,5.0,100,2024-11-10
RJ Barrett,rebounds,under,betrivers,5.5,-134,5.0,100,2024-11-10
Ochai Agbaji,rebounds,under,betrivers,4.5,-136,5.0,100,2024-11-10
Ivica Zubac,points,over,betrivers,16.5,-115,16.5,100,2024-11-10
Jakob Pöltl,points,under,betrivers,13.5,-105,13.5,101,2024-11-10
Jakob Pöltl,rebounds,under,betrivers,10.5,-115,10.5,101,2024-11-10
Terance Mann,rebounds,under,betrivers,3.5,-186,8.0,100,2024-11-10
Ivica Zubac,points,under,betrivers,16.5,-115,16.5,100,2024-11-10
Norman Powell,rebounds,under,betrivers,3.5,-139,9.5,100,2024-11-10
RJ Barrett,rebounds,over,betrivers,5.5,-103,5.0,100,2024-11-10
Ochai Agbaji,points,under,betrivers,10.5,-134,10.5,-113,2024-11-10
RJ Barrett,points,under,betrivers,22.5,-110,22.5,106,2024-11-10
Terance Mann,points,over,betrivers,7.5,-105,7.5,109,2024-11-10
Terance Mann,rebounds,over,betrivers,3.5,135,8.0,100,2024-11-10
Norman Powell,rebounds,over,betrivers,3.5,102,9.5,100,2024-11-10
Immanuel Quickley,points,over,betrivers,14.5,-118,14.5,102,2024-11-10
Kai Jones,rebounds,over,betrivers,3.5,-115,3.5,112,2024-11-10
Jakob Pöltl,points,over,betrivers,13.5,-127,13.5,-101,2024-11-10
RJ Barrett,points,over,betrivers,22.5,-124,22.5,-106,2024-11-10
James Harden,points,under,betrivers,22.5,-109,22.5,106,2024-11-10
Immanuel Quickley,rebounds,over,betrivers,3.5,128,2.5,-138,2024-11-10
James Harden,points,over,betrivers,22.5,-124,22.5,-106,2024-11-10
James Harden,rebounds,under,betrivers,6.5,-150,6.5,-120,2024-11-10
Ochai Agbaji,points,over,betrivers,10.5,-103,10.5,113,2024-11-10
Jakob Pöltl,rebounds,over,betrivers,10.5,-118,10.5,-101,2024-11-10
Kai Jones,rebounds,under,betrivers,3.5,-118,3.5,-112,2024-11-10
Ivica Zubac,rebounds,under,betrivers,12.5,-115,12.5,-111,2024-11-10
Terance Mann,points,under,betrivers,7.5,-127,7.5,-109,2024-11-10
Ivica Zubac,rebounds,over,betrivers,12.5,-118,12.5,111,2024-11-10
Immanuel Quickley,rebounds,under,betrivers,3.5,-175,2.5,138,2024-11-10
Norman Powell,points,over,betrivers,23.5,-110,23.5,-102,2024-11-10
Kai Jones,points,over,betrivers,10.5,-105,11.5,100,2024-11-10
Immanuel Quickley,points,under,betrivers,14.5,-113,14.5,-102,2024-11-10
Norman Powell,points,under,betrivers,23.5,-121,23.5,102,2024-11-10
James Harden,rebounds,over,betrivers,6.5,110,6.5,120,2024-11-10
Cade Cunningham,points,under,espnbet,27.5,-150,27.5,-126,2024-11-10
Cade Cunningham,points,over,espnbet,27.5,105,27.5,126,2024-11-10
Giannis Antetokounmpo,points,over,espnbet,40.5,-140,41.5,-120,2024-11-10
Giannis Antetokounmpo,points,under,espnbet,40.5,100,41.5,120,2024-11-10
Giannis Antetokounmpo,rebounds,under,espnbet,13.5,-200,13.5,-163,2024-11-10
Giannis Antetokounmpo,rebounds,over,espnbet,13.5,140,13.5,163,2024-11-10
Bennedict Mathurin,points,under,fanduel,35.5,-108,35.5,107,2024-11-10
Tyrese Haliburton,points,over,fanduel,30.5,-138,31.0,100,2024-11-10
Tyrese Haliburton,assists,under,espnbet,12.5,-225,10.5,-112,2024-11-10
Myles Turner,points,over,fanduel,24.5,-174,19.5,103,2024-11-10
Tyrese Haliburton,assists,over,espnbet,12.5,150,10.5,112,2024-11-10
Jalen Brunson,points,under,fanduel,30.5,-108,31.0,100,2024-11-10
Jalen Brunson,points,under,espnbet,32.5,105,31.0,100,2024-11-10
Bennedict Mathurin,points,over,fanduel,35.5,-122,35.5,-107,2024-11-10
Mikal Bridges,points,under,fanduel,9.5,-108,9.5,106,2024-11-10
Tyrese Haliburton,points,under,fanduel,30.5,104,31.0,100,2024-11-10
Mikal Bridges,points,over,fanduel,9.5,-122,9.5,-106,2024-11-10
Jalen Brunson,points,over,fanduel,30.5,-122,31.0,100,2024-11-10
Jalen Brunson,points,over,espnbet,32.5,-150,31.0,100,2024-11-10
Myles Turner,points,under,fanduel,24.5,130,19.5,-103,2024-11-10
Stephen Curry,points,under,betrivers,36.5,-235,36.5,-182,2024-11-10
Stephen Curry,points,over,betrivers,36.5,155,36.5,182,2024-11-10
Nikola Jokic,rebounds,over,espnbet,17.5,165,17.5,191,2024-11-10
Nikola Jokic,points,over,espnbet,35.5,110,35.5,129,2024-11-10
Nikola Jokic,rebounds,under,espnbet,17.5,-250,17.5,-191,2024-11-10
Nikola Jokic,points,under,espnbet,35.5,-160,35.5,-129,2024-11-10
Mason Jones,points,under,fanduel,19.5,-154,13.0,100,2024-11-10
Mason Jones,points,over,fanduel,19.5,116,13.0,100,2024-11-10
Jerami Grant,assists,under,fanduel,2.5,-172,2.5,-152,2024-11-10
Jerami Grant,assists,over,fanduel,2.5,140,2.5,152,2024-11-10
Jakob Pöltl,rebounds,under,espnbet,11.5,-135,11.0,100,2024-11-10
Jakob Pöltl,rebounds,under,fanduel,10.5,158,11.0,100,2024-11-10
Austin Reaves,points,over,fanduel,22.5,-192,22.5,-159,2024-11-10
RJ Barrett,points,under,fanduel,18.5,-172,18.5,-144,2024-11-10
Austin Reaves,points,under,fanduel,22.5,142,22.5,159,2024-11-10
LeBron James,assists,under,fanduel,14.5,142,14.5,159,2024-11-10
LeBron James,points,over,fanduel,19.5,-132,20.0,100,2024-11-10
Austin Reaves,assists,over,fanduel,5.5,142,5.0,100,2024-11-10
Ochai Agbaji,points,under,fanduel,18.5,100,18.5,114,2024-11-11
LeBron James,assists,over,fanduel,14.5,-192,14.5,-159,2024-11-10
LeBron James,rebounds,under,fanduel,10.5,-200,10.5,-165,2024-11-10
Austin Reaves,assists,under,fanduel,5.5,-192,5.0,100,2024-11-10
RJ Barrett,points,over,fanduel,18.5,128,18.5,144,2024-11-10
LeBron James,points,under,fanduel,19.5,100,20.0,100,2024-11-10
Ochai Agbaji,points,over,fanduel,18.5,-132,18.5,-114,2024-11-11
Jakob Pöltl,rebounds,over,espnbet,11.5,-105,11.0,100,2024-11-10
Jakob Pöltl,rebounds,over,fanduel,10.5,-215,11.0,100,2024-11-10
LeBron James,rebounds,over,fanduel,10.5,148,10.5,165,2024-11-10
Jalen Green,points,under,espnbet,20.5,100,20.5,106,2024-11-11
Jalen Green,points,over,espnbet,20.5,-140,20.5,-106,2024-11-11
Alperen Sengun,rebounds,over,espnbet,17.5,125,14.5,100,2024-11-11
Alperen Sengun,rebounds,under,espnbet,17.5,-180,14.5,100,2024-11-11
Darius Garland,points,over,fanduel,15.5,-125,15.5,100,2024-11-11
Nikola Vučević,points,under,fanduel,19.5,-192,19.5,-159,2024-11-11
Donovan Mitchell,points,under,fanduel,36.5,-118,36.5,-107,2024-11-11
Donovan Mitchell,points,under,espnbet,36.5,-130,36.5,-107,2024-11-11
Evan Mobley,points,under,fanduel,15.5,100,16.0,100,2024-11-11
Donovan Mitchell,points,over,fanduel,36.5,-112,36.5,107,2024-11-11
Donovan Mitchell,points,over,espnbet,36.5,-110,36.5,107,2024-11-11
Zach LaVine,points,over,fanduel,23.5,-106,24.5,114,2024-11-11
Darius Garland,points,under,fanduel,15.5,-106,15.5,100,2024-11-11
Coby White,points,over,fanduel,22.5,102,22.5,116,2024-11-11
Evan Mobley,points,over,fanduel,15.5,-132,16.0,100,2024-11-11
Nikola Vučević,points,over,fanduel,19.5,142,19.5,159,2024-11-11
Nikola Vučević,rebounds,under,espnbet,7.5,-180,7.5,-141,2024-11-11
Evan Mobley,rebounds,under,espnbet,12.5,-215,12.5,-168,2024-11-11
Nikola Vučević,rebounds,over,espnbet,7.5,125,7.5,141,2024-11-11
Coby White,points,under,fanduel,22.5,-136,22.5,-116,2024-11-11
Evan Mobley,rebounds,over,espnbet,12.5,145,12.5,168,2024-11-11
Zach LaVine,points,under,fanduel,23.5,-125,24.5,-114,2024-11-11
De'Aaron Fox,points,under,espnbet,22.5,-165,21.0,100,2024-11-11
De'Aaron Fox,points,over,espnbet,22.5,115,21.0,100,2024-11-11
Victor Wembanyama,points,over,fanduel,29.5,240,25.0,100,2024-11-11
Shai Gilgeous-Alexander,points,over,espnbet,42.5,-150,36.0,100,2024-11-11
Shai Gilgeous-Alexander,points,under,espnbet,42.5,105,36.0,100,2024-11-11
Ivica Zubac,rebounds,under,espnbet,13.5,-185,13.0,100,2024-11-11
Ivica Zubac,rebounds,under,fanduel,12.5,104,13.0,100,2024-11-11
Ivica Zubac,rebounds,over,espnbet,13.5,130,13.0,100,2024-11-11
Ivica Zubac,rebounds,over,fanduel,12.5,-138,13.0,100,2024-11-11
Jaden Ivey,assists,over,fanduel,7.5,134,7.5,150,2024-11-12
Jaden Ivey,points,over,fanduel,14.5,-118,14.5,-102,2024-11-12
Jaden Ivey,assists,under,fanduel,7.5,-180,7.5,-150,2024-11-12
Jaden Ivey,points,under,fanduel,14.5,-112,14.5,102,2024-11-12
Franz Wagner,points,under,betrivers,32.5,-230,33.5,104,2024-11-12
Franz Wagner,points,under,fanduel,33.5,-110,33.5,104,2024-11-12
Brandon Miller,points,under,fanduel,7.5,-120,7.5,-104,2024-11-12
LaMelo Ball,points,under,fanduel,31.5,-140,31.5,-120,2024-11-12
LaMelo Ball,points,over,fanduel,31.5,106,31.5,120,2024-11-12
Franz Wagner,rebounds,over,fanduel,8.5,-192,8.5,102,2024-11-12
Franz Wagner,assists,over,fanduel,4.5,-158,5.0,100,2024-11-12
Brandon Miller,assists,over,fanduel,5.5,-102,5.5,112,2024-11-12
Franz Wagner,points,over,betrivers,32.5,155,33.5,-104,2024-11-12
Franz Wagner,points,over,fanduel,33.5,-120,33.5,-104,2024-11-12
Brandon Miller,points,over,fanduel,7.5,-110,7.5,104,2024-11-12
LaMelo Ball,rebounds,under,fanduel,6.5,124,6.5,-116,2024-11-12
Brandon Miller,assists,under,fanduel,5.5,-130,5.5,-112,2024-11-12
Franz Wagner,rebounds,under,fanduel,8.5,142,8.5,-102,2024-11-12
LaMelo Ball,rebounds,over,fanduel,6.5,-166,6.5,116,2024-11-12
Franz Wagner,assists,under,fanduel,4.5,118,5.0,100,2024-11-12
LaMelo Ball,assists,under,fanduel,7.5,-138,7.5,-119,2024-11-12
LaMelo Ball,assists,over,fanduel,7.5,104,7.5,119,2024-11-12
Clint Capela,points,under,fanduel,19.5,100,19.5,114,2024-11-12
Jrue Holiday,points,under,fanduel,10.5,-136,10.5,-116,2024-11-12
Jayson Tatum,points,over,espnbet,22.5,-110,22.5,120,2024-11-12
Clint Capela,rebounds,over,fanduel,10.5,-154,10.5,-131,2024-11-12
Jrue Holiday,points,over,fanduel,10.5,102,10.5,116,2024-11-12
Clint Capela,points,over,fanduel,19.5,-132,19.5,-114,2024-11-12
Jayson Tatum,points,under,espnbet,22.5,-130,22.5,-120,2024-11-12
Clint Capela,rebounds,under,fanduel,10.5,116,10.5,131,2024-11-12
Giannis Antetokounmpo,points,over,fanduel,25.5,-136,25.5,102,2024-11-12
Giannis Antetokounmpo,points,over,espnbet,24.5,-125,25.5,102,2024-11-12
Giannis Antetokounmpo,rebounds,under,espnbet,5.5,-170,5.5,-143,2024-11-12
Giannis Antetokounmpo,rebounds,over,espnbet,5.5,120,5.5,143,2024-11-12
Giannis Antetokounmpo,points,under,fanduel,25.5,102,25.5,-102,2024-11-12
Giannis Antetokounmpo,points,under,espnbet,24.5,-115,25.5,-102,2024-11-12
Grayson Allen,points,under,fanduel,17.5,-146,17.5,-125,2024-11-12
Devin Booker,points,under,fanduel,27.5,-122,27.5,-106,2024-11-12
Grayson Allen,points,over,fanduel,17.5,110,17.5,125,2024-11-12
Devin Booker,points,over,fanduel,27.5,-108,27.5,106,2024-11-12
John Collins,points,over,fanduel,27.5,-136,27.5,-116,2024-11-12
Lauri Markkanen,points,over,fanduel,16.5,136,16.5,152,2024-11-12
Devin Booker,rebounds,over,draftkings,2.5,105,2.5,115,2024-11-12
John Collins,points,under,fanduel,27.5,102,27.5,116,2024-11-12
Collin Sexton,points,under,fanduel,14.5,120,14.5,135,2024-11-12
Lauri Markkanen,points,under,fanduel,16.5,-182,16.5,-152,2024-11-12
Devin Booker,assists,over,draftkings,4.5,425,3.0,100,2024-11-12
Keyonte George,assists,over,draftkings,4.5,135,4.0,100,2024-11-12
Jordan Clarkson,rebounds,over,draftkings,4.5,200,4.5,220,2024-11-12
Collin Sexton,points,over,fanduel,14.5,-160,14.5,-135,2024-11-12
Ethan Thompson,points,under,fanduel,24.5,-148,15.0,100,2024-11-13
Stephen Curry,points,under,fanduel,28.5,104,29.5,-127,2024-11-13
Stephen Curry,points,under,betrivers,37.5,-530,29.5,-127,2024-11-13
Luka Dončić,points,over,fanduel,33.5,-138,33.0,100,2024-11-13
Luka Dončić,points,over,espnbet,33.5,105,33.0,100,2024-11-13
Stephen Curry,points,over,fanduel,28.5,-138,29.5,127,2024-11-13
Stephen Curry,points,over,betrivers,37.5,300,29.5,127,2024-11-13
Kyrie Irving,points,under,fanduel,23.5,-144,23.5,-123,2024-11-13
Ethan Thompson,points,over,fanduel,24.5,112,15.0,100,2024-11-13
Kyrie Irving,points,over,fanduel,23.5,108,23.5,123,2024-11-13
Luka Dončić,points,under,fanduel,33.5,104,33.0,100,2024-11-13
Luka Dončić,points,under,espnbet,33.5,-150,33.0,100,2024-11-13
Jesse Edwards,points,over,espnbet,25.5,-105,25.5,108,2024-11-13
Jesse Edwards,points,over,fanduel,25.5,-158,25.5,108,2024-11-13
Jesse Edwards,points,under,espnbet,25.5,-135,25.5,-108,2024-11-13
Jesse Edwards,points,under,fanduel,25.5,118,25.5,-108,2024-11-13
Bennedict Mathurin,points,under,fanduel,13.5,-114,13.5,100,2024-11-13
Franz Wagner,points,under,fanduel,31.5,-132,31.5,-114,2024-11-13
Tyrese Haliburton,points,over,fanduel,9.5,-132,9.5,-114,2024-11-13
Jalen Suggs,points,under,fanduel,8.5,-174,8.5,-146,2024-11-13
Jalen Suggs,points,under,betrivers,7.5,210,8.5,-146,2024-11-13
Pascal Siakam,rebounds,under,fanduel,5.5,162,5.5,180,2024-11-13
Bennedict Mathurin,points,over,fanduel,13.5,-114,13.5,100,2024-11-13
Obi Toppin,rebounds,over,draftkings,3.5,105,3.5,368,2024-11-13
Jalen Suggs,points,over,fanduel,8.5,130,8.5,146,2024-11-13
Jalen Suggs,points,over,betrivers,7.5,-315,8.5,146,2024-11-13
Pascal Siakam,points,over,fanduel,27.5,-122,27.5,133,2024-11-13
Pascal Siakam,points,over,espnbet,27.5,115,27.5,133,2024-11-13
Tyrese Haliburton,points,under,fanduel,9.5,100,9.5,114,2024-11-13
Franz Wagner,assists,over,fanduel,5.5,-114,5.5,100,2024-11-13
Jalen Suggs,assists,over,draftkings,3.5,150,3.5,165,2024-11-13
Ben Sheppard,points,over,fanduel,5.5,-130,5.5,-112,2024-11-13
Myles Turner,points,over,fanduel,13.5,102,13.5,116,2024-11-13
Franz Wagner,rebounds,over,fanduel,3.5,-166,3.5,-126,2024-11-13
Franz Wagner,rebounds,over,draftkings,3.5,100,3.5,-126,2024-11-13
Pascal Siakam,points,under,fanduel,27.5,-108,27.5,-133,2024-11-13
Pascal Siakam,points,under,espnbet,27.5,-165,27.5,-133,2024-11-13
Ben Sheppard,points,under,fanduel,5.5,-102,5.5,112,2024-11-13
Myles Turner,rebounds,over,draftkings,2.5,-110,2.5,100,2024-11-13
Bennedict Mathurin,rebounds,over,fanduel,11.5,370,11.5,407,2024-11-13
Franz Wagner,points,over,fanduel,31.5,100,31.5,114,2024-11-13
Pascal Siakam,rebounds,over,fanduel,5.5,-220,5.5,-180,2024-11-13
Franz Wagner,rebounds,under,fanduel,3.5,124,3.5,126,2024-11-13
Myles Turner,points,under,fanduel,13.5,-136,13.5,-116,2024-11-13
Jalen Suggs,rebounds,over,draftkings,2.5,-320,3.5,100,2024-11-13
Franz Wagner,assists,under,fanduel,5.5,-114,5.5,100,2024-11-13
Tyrese Haliburton,assists,under,fanduel,12.5,-160,12.5,-135,2024-11-13
Tyrese Haliburton,assists,over,fanduel,12.5,120,12.5,135,2024-11-13
Luguentz Dort,rebounds,under,fanduel,4.5,-136,4.5,-116,2024-11-13
Luguentz Dort,rebounds,over,fanduel,4.5,102,4.5,116,2024-11-13
Nikola Vučević,rebounds,under,espnbet,12.5,-240,12.5,-184,2024-11-13
Jalen Brunson,points,under,espnbet,22.5,-180,22.5,-111,2024-11-13
Nikola Vučević,rebounds,over,espnbet,12.5,160,12.5,184,2024-11-13
Jalen Brunson,points,over,espnbet,22.5,125,22.5,111,2024-11-13
Jayson Tatum,points,over,espnbet,36.5,110,36.5,132,2024-11-13
Jaylen Brown,points,over,fanduel,29.5,750,29.5,825,2024-11-13
Jayson Tatum,points,under,espnbet,36.5,-160,36.5,-132,2024-11-13
Darius Garland,points,over,fanduel,26.5,-102,22.0,100,2024-11-13
Donovan Mitchell,points,under,espnbet,14.5,-110,18.5,100,2024-11-13
Donovan Mitchell,points,over,espnbet,14.5,-130,18.5,100,2024-11-13
Jared McCain,points,under,fanduel,33.5,-110,23.5,100,2024-11-13
Darius Garland,points,under,fanduel,26.5,-130,22.0,100,2024-11-13
Jarrett Allen,points,under,fanduel,13.5,-122,12.5,103,2024-11-13
Isaac Okoro,points,under,fanduel,9.5,-132,9.5,-114,2024-11-13
Jared McCain,points,over,fanduel,33.5,-120,23.5,100,2024-11-13
Jarrett Allen,points,over,fanduel,13.5,-108,12.5,-103,2024-11-13
Evan Mobley,rebounds,under,espnbet,8.5,-200,8.5,-172,2024-11-13
Isaac Okoro,points,over,fanduel,9.5,100,9.5,114,2024-11-13
Evan Mobley,rebounds,over,espnbet,8.5,140,8.5,172,2024-11-13
Giannis Antetokounmpo,assists,over,betrivers,6.5,-130,6.5,-111,2024-11-13
Giannis Antetokounmpo,points,over,fanduel,56.5,104,33.5,105,2024-11-13
Giannis Antetokounmpo,points,over,betrivers,33.5,-109,33.5,105,2024-11-13
Tobias Harris,points,under,betrivers,15.5,-121,15.5,-105,2024-11-13
Giannis Antetokounmpo,assists,under,betrivers,6.5,-103,6.5,111,2024-11-13
Jalen Duren,points,under,betrivers,10.5,-136,10.5,-116,2024-11-13
Tobias Harris,points,over,betrivers,15.5,-109,15.5,105,2024-11-13
Cade Cunningham,points,under,fanduel,30.5,-138,24.5,100,2024-11-13
Cade Cunningham,points,under,betrivers,25.5,-122,24.5,100,2024-11-13
Cade Cunningham,assists,under,betrivers,8.5,-129,8.5,-110,2024-11-13
Brook Lopez,points,over,betrivers,12.5,-132,13.5,-101,2024-11-13
Jalen Duren,points,over,betrivers,10.5,102,10.5,116,2024-11-13
Brook Lopez,points,under,betrivers,12.5,100,13.5,101,2024-11-13
Cade Cunningham,assists,over,betrivers,8.5,-104,8.5,110,2024-11-13
Giannis Antetokounmpo,points,under,fanduel,56.5,-138,33.5,-105,2024-11-13
Giannis Antetokounmpo,points,under,betrivers,33.5,-122,33.5,-105,2024-11-13
Cade Cunningham,points,over,fanduel,30.5,104,24.5,100,2024-11-13
Cade Cunningham,points,over,betrivers,25.5,-109,24.5,100,2024-11-13
Jalen Green,points,under,espnbet,23.5,-140,23.5,-108,2024-11-13
Jalen Green,points,over,espnbet,23.5,100,23.5,108,2024-11-13
Alperen Sengun,rebounds,over,espnbet,11.5,120,11.5,139,2024-11-13
Alperen Sengun,rebounds,under,espnbet,11.5,-170,11.5,-139,2024-11-13
Jesse Edwards,points,over,fanduel,25.5,-118,25.5,-103,2024-11-14
Jesse Edwards,points,over,espnbet,24.5,-125,25.5,-103,2024-11-14
Shaedon Sharpe,points,over,fanduel,26.5,108,19.5,100,2024-11-14
Shaedon Sharpe,points,under,fanduel,26.5,-144,19.5,100,2024-11-14
Jesse Edwards,points,under,fanduel,25.5,-112,25.5,103,2024-11-14
Jesse Edwards,points,under,espnbet,24.5,-115,25.5,103,2024-11-14
Rudy Gobert,rebounds,over,fanduel,9.5,122,11.5,-107,2024-11-14
Donovan Clingan,rebounds,over,fanduel,12.5,124,7.5,105,2024-11-14
Donovan Clingan,rebounds,under,fanduel,12.5,-166,7.5,-105,2024-11-14
Rudy Gobert,rebounds,under,fanduel,9.5,-162,11.5,107,2024-11-14
Devin Booker,points,under,fanduel,20.5,-128,20.5,-110,2024-11-14
Devin Booker,points,over,fanduel,20.5,-104,20.5,110,2024-11-14
