NAME,CATEGORY,SIDE,BOOKMAKER,LINE,ODDS,fair_line,fair_odds,GAME_DATE
Jaden McDaniels,rebounds,over,fanduel,3.5,-106,3.0,100,2024-12-07
Andrew Wiggins,points,under,fanduel,18.5,100,17.5,-124,2024-12-07
Andrew Wiggins,rebounds,under,fanduel,3.5,120,3.5,137,2024-12-07
Brandin Podziemski,assists,over,fanduel,2.5,114,3.5,111,2024-12-07
Andrew Wiggins,rebounds,over,fanduel,3.5,-160,3.5,-137,2024-12-07
Stephen Curry,rebounds,under,fanduel,4.5,-154,4.5,-203,2024-12-07
Stephen Curry,rebounds,over,fanduel,4.5,116,4.5,203,2024-12-07
Jaden McDaniels,rebounds,under,fanduel,3.5,-125,3.0,100,2024-12-07
Andrew Wiggins,points,over,fanduel,18.5,-132,17.5,124,2024-12-07
Jaden McDaniels,points,under,fanduel,12.5,-130,12.5,-105,2024-12-07
Naz Reid,points,over,fanduel,11.5,104,11.5,118,2024-12-07
Draymond Green,points,under,fanduel,10.5,-166,10.5,-140,2024-12-07
Jonathan Kuminga,points,under,fanduel,15.5,-148,13.5,100,2024-12-07
Rudy Gobert,rebounds,under,fanduel,10.5,104,10.5,118,2024-12-07
Rudy Gobert,points,under,fanduel,11.5,-110,11.5,104,2024-12-07
Jesse Edwards,assists,under,fanduel,7.5,-220,6.0,100,2024-12-07
Draymond Green,points,over,fanduel,10.5,124,10.5,140,2024-12-07
Stephen Curry,points,over,espnbet,25.5,-130,25.5,120,2024-12-07
Mike Conley,rebounds,under,fanduel,2.5,-106,2.5,113,2024-12-07
Mike Conley,assists,under,fanduel,4.5,-154,4.5,109,2024-12-07
Jesse Edwards,rebounds,under,fanduel,4.5,-130,4.5,-112,2024-12-07
Andrew Wiggins,assists,under,fanduel,1.5,128,1.5,127,2024-12-07
Jesse Edwards,points,under,fanduel,27.5,-102,27.5,112,2024-12-07
Draymond Green,assists,over,fanduel,5.5,138,5.5,155,2024-12-07
Draymond Green,assists,under,fanduel,5.5,-186,5.5,-155,2024-12-07
Toumani Camara,points,under,fanduel,7.5,-120,7.5,-104,2024-12-07
Toumani Camara,rebounds,over,fanduel,3.5,-132,3.5,-114,2024-12-07
Toumani Camara,rebounds,under,fanduel,3.5,100,3.5,114,2024-12-07
Jerami Grant,assists,under,fanduel,2.5,122,2.5,128,2024-12-07
Dalano Banton,rebounds,over,fanduel,3.5,110,3.5,128,2024-12-07
Jerami Grant,rebounds,over,fanduel,3.5,132,3.5,142,2024-12-07
Jerami Grant,assists,over,fanduel,2.5,-162,2.5,-128,2024-12-07
Dalano Banton,points,under,fanduel,6.5,-102,6.5,112,2024-12-07
Jerami Grant,rebounds,under,fanduel,3.5,-162,3.5,-142,2024-12-07
Keyonte George,rebounds,over,fanduel,2.5,-138,2.5,-123,2024-12-07
Dalano Banton,assists,under,fanduel,3.5,-104,3.5,110,2024-12-07
Keyonte George,rebounds,under,fanduel,2.5,104,2.5,123,2024-12-07
Deni Avdija,assists,over,fanduel,3.5,102,3.5,115,2024-12-07
Dalano Banton,rebounds,under,fanduel,3.5,-146,3.5,-128,2024-12-07
Toumani Camara,points,over,fanduel,7.5,-110,7.5,104,2024-12-07
Deni Avdija,assists,under,fanduel,3.5,-136,3.5,-115,2024-12-07
Dalano Banton,points,over,fanduel,6.5,-130,6.5,-112,2024-12-07
Dalano Banton,assists,over,fanduel,3.5,-128,3.5,-110,2024-12-07
Darius Garland,points,over,fanduel,19.5,-198,19.5,-140,2024-12-07
Donovan Mitchell,rebounds,over,fanduel,5.5,-140,5.5,-120,2024-12-07
Dean Wade,rebounds,under,fanduel,4.5,-148,4.5,-127,2024-12-07
Darius Garland,assists,over,fanduel,4.5,-168,4.5,-142,2024-12-07
Donovan Mitchell,points,under,fanduel,19.5,-132,19.5,-145,2024-12-07
Evan Mobley,points,under,fanduel,36.5,-192,36.5,-159,2024-12-07
Brandon Miller,points,under,fanduel,26.5,-108,26.5,106,2024-12-07
Cody Martin,assists,under,fanduel,3.5,-134,3.5,-120,2024-12-07
Dean Wade,points,over,fanduel,6.5,178,6.5,197,2024-12-07
Jarrett Allen,rebounds,over,fanduel,9.5,-136,9.5,-116,2024-12-07
Donovan Mitchell,points,over,fanduel,19.5,100,19.5,145,2024-12-07
Cody Martin,points,over,fanduel,6.5,104,6.5,118,2024-12-07
Vasilije Micić,points,under,fanduel,13.5,-125,13.5,-108,2024-12-07
Vasilije Micić,assists,over,fanduel,8.5,138,8.5,155,2024-12-07
Donovan Mitchell,assists,over,fanduel,8.5,-148,8.5,-127,2024-12-07
Vasilije Micić,assists,under,fanduel,8.5,-186,8.5,-155,2024-12-07
Caris LeVert,points,over,fanduel,7.5,-114,7.5,100,2024-12-07
Cody Martin,assists,over,fanduel,3.5,110,3.5,120,2024-12-07
Seth Curry,points,under,fanduel,1.5,104,1.5,118,2024-12-07
Darius Garland,points,under,fanduel,19.5,146,19.5,140,2024-12-07
Donovan Mitchell,rebounds,under,fanduel,5.5,106,5.5,120,2024-12-07
Georges Niang,points,under,fanduel,3.5,-120,3.5,-104,2024-12-07
Cody Martin,rebounds,under,fanduel,4.5,122,4.5,133,2024-12-07
Dean Wade,points,under,fanduel,6.5,-245,6.5,-197,2024-12-07
Brandon Miller,points,over,fanduel,26.5,-122,26.5,-106,2024-12-07
Brandon Miller,assists,under,fanduel,1.5,-130,1.5,-112,2024-12-07
Ty Jerome,points,over,fanduel,4.5,122,4.5,137,2024-12-07
Georges Niang,points,over,fanduel,3.5,-110,3.5,104,2024-12-07
Jarrett Allen,points,under,fanduel,11.5,-128,11.5,-110,2024-12-07
Vasilije Micić,points,over,fanduel,13.5,-106,13.5,108,2024-12-07
Evan Mobley,points,over,fanduel,36.5,142,36.5,159,2024-12-07
Donovan Mitchell,assists,under,fanduel,8.5,112,8.5,127,2024-12-07
Ty Jerome,points,under,fanduel,4.5,-162,4.5,-137,2024-12-07
Jarrett Allen,points,over,fanduel,11.5,-104,11.5,110,2024-12-07
Darius Garland,assists,under,fanduel,4.5,126,4.5,142,2024-12-07
Caris LeVert,assists,over,fanduel,1.5,-138,1.5,-118,2024-12-07
Seth Curry,points,over,fanduel,1.5,-138,1.5,-118,2024-12-07
Dean Wade,rebounds,over,fanduel,4.5,112,4.5,127,2024-12-07
Cody Martin,rebounds,over,fanduel,4.5,-150,4.5,-133,2024-12-07
Evan Mobley,rebounds,under,fanduel,8.5,-192,7.5,100,2024-12-07
Brandon Miller,assists,over,fanduel,1.5,-102,1.5,112,2024-12-07
Jarrett Allen,rebounds,under,fanduel,9.5,102,9.5,116,2024-12-07
Evan Mobley,rebounds,over,fanduel,8.5,142,7.5,100,2024-12-07
Caris LeVert,assists,under,fanduel,1.5,104,1.5,118,2024-12-07
Cody Martin,points,under,fanduel,6.5,-138,6.5,-118,2024-12-07
Brandon Miller,rebounds,under,fanduel,4.5,-215,4.5,-176,2024-12-07
Brandon Miller,rebounds,over,fanduel,4.5,158,4.5,176,2024-12-07
Caris LeVert,points,under,fanduel,7.5,-114,7.5,100,2024-12-07
Luguentz Dort,rebounds,under,fanduel,3.5,106,3.5,116,2024-12-07
Herbert Jones,rebounds,over,fanduel,3.5,-162,3.5,-137,2024-12-07
Jalen Williams,rebounds,under,fanduel,4.5,-158,4.5,-134,2024-12-07
Luguentz Dort,points,under,fanduel,8.5,106,8.5,120,2024-12-07
Isaiah Hartenstein,rebounds,over,fanduel,7.5,-112,7.5,102,2024-12-07
Jalen Williams,assists,over,fanduel,5.5,134,5.5,150,2024-12-07
Herbert Jones,rebounds,under,fanduel,3.5,122,3.5,137,2024-12-07
Shai Gilgeous-Alexander,rebounds,under,fanduel,2.5,118,2.5,134,2024-12-07
Isaiah Hartenstein,assists,under,fanduel,5.5,-178,5.5,-149,2024-12-07
Jalen Williams,rebounds,over,fanduel,4.5,118,4.5,134,2024-12-07
CJ McCollum,rebounds,over,fanduel,3.5,-158,3.5,-134,2024-12-07
Brandon Ingram,rebounds,under,fanduel,2.5,128,2.5,144,2024-12-07
Trey Murphy III,rebounds,under,fanduel,2.5,-106,2.5,108,2024-12-07
Jalen Williams,points,over,fanduel,21.5,-112,21.5,102,2024-12-07
Isaiah Hartenstein,points,under,fanduel,10.5,-148,10.5,-127,2024-12-07
Dejounte Murray,rebounds,over,fanduel,6.5,116,6.5,131,2024-12-07
Luguentz Dort,points,over,fanduel,8.5,-140,8.5,-120,2024-12-07
Brandon Ingram,rebounds,over,fanduel,2.5,-172,2.5,-144,2024-12-07
Brandon Ingram,assists,over,fanduel,4.5,-146,4.5,-125,2024-12-07
Yves Missi,rebounds,over,fanduel,3.5,-154,3.5,-131,2024-12-07
Shai Gilgeous-Alexander,rebounds,over,fanduel,2.5,-158,2.5,-134,2024-12-07
Jalen Williams,assists,under,fanduel,5.5,-180,5.5,-150,2024-12-07
Shai Gilgeous-Alexander,points,over,fanduel,29.5,-136,29.5,-116,2024-12-07
Yves Missi,rebounds,under,fanduel,3.5,116,3.5,131,2024-12-07
Dejounte Murray,assists,under,fanduel,2.5,-158,2.5,-134,2024-12-07
Shai Gilgeous-Alexander,points,under,fanduel,29.5,102,29.5,116,2024-12-07
Isaiah Hartenstein,rebounds,under,fanduel,7.5,-118,7.5,-102,2024-12-07
Isaiah Hartenstein,assists,over,fanduel,5.5,132,5.5,149,2024-12-07
Shai Gilgeous-Alexander,assists,under,fanduel,6.5,104,6.5,118,2024-12-07
Isaiah Hartenstein,points,over,fanduel,10.5,112,10.5,127,2024-12-07
CJ McCollum,rebounds,under,fanduel,3.5,118,3.5,134,2024-12-07
Luguentz Dort,rebounds,over,fanduel,3.5,-130,3.5,-116,2024-12-07
Dejounte Murray,assists,over,fanduel,2.5,118,2.5,134,2024-12-07
Shai Gilgeous-Alexander,assists,over,fanduel,6.5,-138,6.5,-118,2024-12-07
Dejounte Murray,rebounds,under,fanduel,6.5,-154,6.5,-131,2024-12-07
Jalen Williams,points,under,fanduel,21.5,-118,21.5,-102,2024-12-07
Trey Murphy III,rebounds,over,fanduel,2.5,-125,2.5,-108,2024-12-07
Brandon Ingram,assists,under,fanduel,4.5,110,4.5,125,2024-12-07
Bilal Coulibaly,assists,under,fanduel,4.5,-174,3.5,100,2024-12-07
Peyton Watson,rebounds,under,fanduel,2.5,-104,2.5,110,2024-12-07
Marvin Bagley III,points,under,fanduel,10.5,-110,10.5,104,2024-12-07
Jordan Poole,rebounds,under,fanduel,2.5,-300,2.5,-168,2024-12-07
Jordan Poole,assists,over,fanduel,8.5,230,5.5,112,2024-12-07
Marvin Bagley III,rebounds,over,fanduel,5.5,100,5.5,114,2024-12-07
Christian Braun,rebounds,under,fanduel,2.5,110,2.5,125,2024-12-07
Jordan Poole,assists,under,fanduel,8.5,-330,5.5,-112,2024-12-07
Jordan Poole,rebounds,over,fanduel,2.5,210,2.5,168,2024-12-07
Bilal Coulibaly,rebounds,over,fanduel,1.5,-186,5.5,100,2024-12-07
Nikola Jokić,rebounds,over,fanduel,16.5,152,16.5,169,2024-12-07
Nikola Jokić,assists,under,fanduel,9.5,-182,9.5,-152,2024-12-07
Nikola Jokić,points,over,fanduel,58.5,-114,58.5,100,2024-12-07
Peyton Watson,rebounds,over,fanduel,2.5,-128,2.5,-110,2024-12-07
Peyton Watson,points,under,fanduel,7.5,106,13.5,100,2024-12-07
Nikola Jokić,rebounds,under,fanduel,16.5,-205,16.5,-169,2024-12-07
Bilal Coulibaly,assists,over,fanduel,4.5,130,3.5,100,2024-12-07
Bilal Coulibaly,points,under,fanduel,6.5,-146,11.5,-103,2024-12-07
Marvin Bagley III,points,over,fanduel,10.5,-120,10.5,-104,2024-12-07
Bilal Coulibaly,rebounds,under,fanduel,1.5,138,5.5,100,2024-12-07
Christian Braun,points,over,fanduel,15.5,-188,15.5,-157,2024-12-07
Peyton Watson,points,over,fanduel,7.5,-140,13.5,100,2024-12-07
Marvin Bagley III,rebounds,under,fanduel,5.5,-132,5.5,-114,2024-12-07
Nikola Jokić,points,under,fanduel,58.5,-114,58.5,100,2024-12-07
Jordan Poole,points,under,fanduel,40.5,100,22.5,-101,2024-12-07
Nikola Jokić,assists,over,fanduel,9.5,136,9.5,152,2024-12-07
Christian Braun,rebounds,over,fanduel,2.5,-146,2.5,-125,2024-12-07
Jordan Poole,points,over,fanduel,40.5,-132,22.5,101,2024-12-07
Christian Braun,points,under,fanduel,15.5,140,15.5,157,2024-12-07
Bilal Coulibaly,points,over,fanduel,6.5,110,11.5,103,2024-12-07
Jalen Brunson,rebounds,over,fanduel,3.5,112,3.5,127,2024-12-07
Jaden Ivey,assists,over,fanduel,3.5,-136,3.5,-116,2024-12-07
Jaden Ivey,rebounds,under,fanduel,4.5,-136,4.5,-116,2024-12-07
Jalen Brunson,assists,over,fanduel,5.5,-112,5.5,102,2024-12-07
Isaiah Stewart,rebounds,over,fanduel,5.5,-118,5.5,-102,2024-12-07
OG Anunoby,rebounds,under,fanduel,4.5,-118,4.5,-102,2024-12-07
Cade Cunningham,rebounds,under,fanduel,10.5,106,10.5,120,2024-12-07
Tobias Harris,points,over,fanduel,16.5,-148,16.5,-112,2024-12-07
OG Anunoby,rebounds,over,fanduel,4.5,-112,4.5,102,2024-12-07
Cade Cunningham,points,under,espnbet,31.5,-165,30.5,100,2024-12-07
Cade Cunningham,points,under,fanduel,33.5,-130,30.5,100,2024-12-07
Jaden Ivey,assists,under,fanduel,3.5,102,3.5,116,2024-12-07
Cade Cunningham,assists,under,fanduel,12.5,-146,11.5,100,2024-12-07
Cade Cunningham,rebounds,over,fanduel,10.5,-140,10.5,-120,2024-12-07
Isaiah Stewart,points,over,fanduel,6.5,104,6.5,118,2024-12-07
Isaiah Stewart,rebounds,under,fanduel,5.5,-112,5.5,102,2024-12-07
Mikal Bridges,rebounds,over,fanduel,3.5,-158,3.5,-134,2024-12-07
Tobias Harris,points,under,fanduel,16.5,112,16.5,112,2024-12-07
Josh Hart,assists,under,fanduel,4.5,104,4.5,118,2024-12-07
Miles McBride,points,over,fanduel,12.5,-130,12.5,-112,2024-12-07
Mikal Bridges,rebounds,under,fanduel,3.5,118,3.5,134,2024-12-07
Isaiah Stewart,points,under,fanduel,6.5,-138,6.5,-118,2024-12-07
Jalen Brunson,rebounds,under,fanduel,3.5,-148,3.5,-127,2024-12-07
Jaden Ivey,rebounds,over,fanduel,4.5,102,4.5,116,2024-12-07
Jalen Brunson,assists,under,fanduel,5.5,-118,5.5,-102,2024-12-07
Josh Hart,assists,over,fanduel,4.5,-138,4.5,-118,2024-12-07
Cade Cunningham,assists,over,fanduel,12.5,110,11.5,100,2024-12-07
Miles McBride,points,under,fanduel,12.5,-102,12.5,112,2024-12-07
Cade Cunningham,points,over,espnbet,31.5,115,30.5,100,2024-12-07
Cade Cunningham,points,over,fanduel,33.5,-102,30.5,100,2024-12-07
Daniel Gafford,rebounds,over,fanduel,6.5,-104,6.5,110,2024-12-07
Quentin Grimes,rebounds,under,fanduel,2.5,128,2.5,144,2024-12-07
Dereck Lively II,points,under,fanduel,6.5,-136,6.5,-116,2024-12-07
RJ Barrett,rebounds,under,fanduel,3.5,118,3.5,134,2024-12-07
Daniel Gafford,points,under,fanduel,14.5,-144,14.5,-123,2024-12-07
Klay Thompson,points,under,fanduel,20.5,-128,20.5,-110,2024-12-07
P.J. Washington Jr.,points,over,fanduel,12.5,-158,12.5,-134,2024-12-07
Jakob Poeltl,points,under,fanduel,14.5,-205,14.5,-171,2024-12-07
Jakob Poeltl,rebounds,under,espnbet,7.5,-225,6.5,341,2024-12-07
Jakob Poeltl,rebounds,under,fanduel,4.5,-166,6.5,341,2024-12-07
Klay Thompson,points,over,fanduel,20.5,-104,20.5,110,2024-12-07
RJ Barrett,rebounds,over,fanduel,3.5,-158,3.5,-134,2024-12-07
Ochai Agbaji,points,under,fanduel,5.5,-112,5.5,102,2024-12-07
Davion Mitchell,points,over,fanduel,4.5,102,4.5,116,2024-12-07
RJ Barrett,points,under,fanduel,18.5,-118,18.5,-102,2024-12-07
Scottie Barnes,rebounds,over,fanduel,8.5,-186,9.0,100,2024-12-07
Kyrie Irving,assists,under,fanduel,3.5,102,3.5,116,2024-12-07
Davion Mitchell,assists,over,fanduel,2.5,-108,2.5,106,2024-12-07
Scottie Barnes,assists,over,fanduel,12.5,-174,13.5,103,2024-12-07
Scottie Barnes,points,under,espnbet,18.5,-160,18.5,-129,2024-12-07
Scottie Barnes,points,under,fanduel,18.5,-178,18.5,-129,2024-12-07
Davion Mitchell,assists,under,fanduel,2.5,-122,2.5,-106,2024-12-07
Jakob Poeltl,points,over,fanduel,14.5,154,14.5,171,2024-12-07
Quentin Grimes,rebounds,over,fanduel,2.5,-172,2.5,-144,2024-12-07
Kyrie Irving,points,under,fanduel,29.5,-132,30.0,100,2024-12-07
Scottie Barnes,points,over,espnbet,18.5,110,18.5,129,2024-12-07
Scottie Barnes,points,over,fanduel,18.5,132,18.5,129,2024-12-07
RJ Barrett,points,over,fanduel,18.5,-112,18.5,102,2024-12-07
P.J. Washington Jr.,rebounds,over,fanduel,5.5,270,5.5,297,2024-12-07
Scottie Barnes,assists,under,fanduel,12.5,128,13.5,-103,2024-12-07
Luka Dončić,points,over,fanduel,29.5,102,30.5,104,2024-12-07
Luka Dončić,points,over,espnbet,30.5,110,30.5,104,2024-12-07
Klay Thompson,rebounds,over,fanduel,2.5,-128,2.5,-110,2024-12-07
Ochai Agbaji,points,over,fanduel,5.5,-118,5.5,-102,2024-12-07
Daniel Gafford,points,over,fanduel,14.5,108,14.5,123,2024-12-07
Jakob Poeltl,rebounds,over,espnbet,7.5,150,6.5,-341,2024-12-07
Jakob Poeltl,rebounds,over,fanduel,4.5,124,6.5,-341,2024-12-07
Quentin Grimes,points,under,fanduel,5.5,-106,5.5,108,2024-12-07
Klay Thompson,rebounds,under,fanduel,2.5,-104,2.5,110,2024-12-07
Kyrie Irving,assists,over,fanduel,3.5,-136,3.5,-116,2024-12-07
Quentin Grimes,points,over,fanduel,5.5,-125,5.5,-108,2024-12-07
Dereck Lively II,points,over,fanduel,6.5,102,6.5,116,2024-12-07
Kyrie Irving,points,over,fanduel,29.5,100,30.0,100,2024-12-07
Daniel Gafford,rebounds,under,fanduel,6.5,-128,6.5,-110,2024-12-07
Luka Dončić,points,under,fanduel,29.5,-136,30.5,-104,2024-12-07
Luka Dončić,points,under,espnbet,30.5,-160,30.5,-104,2024-12-07
Scottie Barnes,rebounds,under,fanduel,8.5,138,9.0,100,2024-12-07
P.J. Washington Jr.,points,under,fanduel,12.5,118,12.5,134,2024-12-07
Davion Mitchell,points,under,fanduel,4.5,-136,4.5,-116,2024-12-07
RJ Barrett,assists,under,fanduel,4.5,124,4.5,140,2024-12-07
RJ Barrett,assists,over,fanduel,4.5,-166,4.5,-140,2024-12-07
Bradley Beal,assists,under,fanduel,3.5,-120,3.5,-104,2024-12-07
Grayson Allen,points,under,fanduel,11.5,-110,11.5,104,2024-12-07
Duncan Robinson,points,under,fanduel,14.5,-136,14.5,-116,2024-12-07
Devin Booker,points,under,espnbet,19.5,-115,19.5,-102,2024-12-07
Devin Booker,points,under,fanduel,20.5,-122,19.5,-102,2024-12-07
Royce O'Neale,points,over,fanduel,20.5,-138,20.5,-118,2024-12-07
Grayson Allen,points,over,fanduel,11.5,-120,11.5,-104,2024-12-07
Jaime Jaquez Jr.,rebounds,over,fanduel,3.5,-158,3.0,100,2024-12-07
Devin Booker,points,over,espnbet,19.5,-125,19.5,102,2024-12-07
Devin Booker,points,over,fanduel,20.5,-108,19.5,102,2024-12-07
Jaime Jaquez Jr.,rebounds,under,fanduel,3.5,120,3.0,100,2024-12-07
Duncan Robinson,points,over,fanduel,14.5,102,14.5,116,2024-12-07
Tyler Herro,assists,over,fanduel,8.5,130,8.5,146,2024-12-07
Bam Adebayo,rebounds,under,fanduel,10.5,122,10.5,137,2024-12-07
Jaime Jaquez Jr.,points,under,fanduel,5.5,-132,5.5,-114,2024-12-07
Tyler Herro,assists,under,fanduel,8.5,-174,8.5,-146,2024-12-07
Bradley Beal,points,over,fanduel,17.5,140,17.5,157,2024-12-07
Bam Adebayo,rebounds,over,fanduel,10.5,-162,10.5,-137,2024-12-07
Terry Rozier,points,over,fanduel,4.5,-138,4.5,-118,2024-12-07
Haywood Highsmith,rebounds,over,fanduel,3.5,-130,3.5,-112,2024-12-07
Jaime Jaquez Jr.,points,over,fanduel,5.5,100,5.5,114,2024-12-07
Haywood Highsmith,rebounds,under,fanduel,3.5,-102,3.5,112,2024-12-07
Jimmy Butler,assists,over,fanduel,5.5,158,5.5,176,2024-12-07
Royce O'Neale,points,under,fanduel,20.5,104,20.5,118,2024-12-07
Devin Booker,rebounds,under,fanduel,4.5,154,4.5,172,2024-12-07
Bradley Beal,assists,over,fanduel,3.5,-110,3.5,104,2024-12-07
Devin Booker,rebounds,over,fanduel,4.5,-210,4.5,-172,2024-12-07
Terry Rozier,points,under,fanduel,4.5,104,4.5,118,2024-12-07
Tyler Herro,points,under,espnbet,16.5,-140,16.5,-114,2024-12-07
Bradley Beal,rebounds,under,fanduel,4.5,-205,4.5,-169,2024-12-07
Bam Adebayo,assists,over,fanduel,4.5,152,4.5,177,2024-12-07
Bradley Beal,points,under,fanduel,17.5,-188,17.5,-157,2024-12-07
Tyler Herro,points,over,espnbet,16.5,100,16.5,114,2024-12-07
Bradley Beal,rebounds,over,fanduel,4.5,152,4.5,169,2024-12-07
Jimmy Butler,assists,under,fanduel,5.5,-215,5.5,-176,2024-12-07
Bam Adebayo,assists,under,fanduel,4.5,-205,4.5,-177,2024-12-07
Jimmy Butler,rebounds,over,fanduel,8.5,116,8.5,131,2024-12-07
Jimmy Butler,rebounds,under,fanduel,8.5,-154,8.5,-131,2024-12-07
Tyler Herro,rebounds,over,fanduel,8.5,118,8.5,134,2024-12-07
Tyler Herro,rebounds,under,fanduel,8.5,-158,8.5,-134,2024-12-07
GG Jackson II,rebounds,under,fanduel,9.5,-188,4.0,100,2024-12-07
Payton Pritchard,points,over,fanduel,21.5,132,18.0,100,2024-12-07
Payton Pritchard,assists,under,fanduel,2.5,114,2.5,138,2024-12-07
Derrick White,assists,over,fanduel,3.5,-192,4.0,100,2024-12-07
Kristaps Porzingis,points,over,fanduel,19.5,-132,18.5,-113,2024-12-07
GG Jackson II,points,over,fanduel,29.5,100,29.5,114,2024-12-07
Marcus Smart,assists,over,fanduel,1.5,-152,3.5,-144,2024-12-07
Jaylen Brown,points,under,espnbet,19.5,-165,19.5,-124,2024-12-07
Jaylen Brown,points,under,fanduel,19.5,-138,19.5,-124,2024-12-07
Ja Morant,points,under,fanduel,32.5,-128,31.5,130,2024-12-07
Jayson Tatum,rebounds,under,fanduel,11.5,-174,10.5,-113,2024-12-07
Jaylen Brown,assists,over,fanduel,6.5,-104,6.5,113,2024-12-07
Jaylen Brown,rebounds,over,fanduel,2.5,-182,5.5,108,2024-12-07
Jaylen Brown,assists,under,fanduel,6.5,-128,6.5,-113,2024-12-07
Jrue Holiday,assists,over,fanduel,3.5,116,3.5,131,2024-12-07
Marcus Smart,points,under,fanduel,4.5,-108,2.5,100,2024-12-07
Jaylen Brown,rebounds,under,fanduel,2.5,136,5.5,-108,2024-12-07
Santi Aldama,points,under,fanduel,10.5,-114,10.5,-103,2024-12-07
Kristaps Porzingis,rebounds,over,fanduel,7.5,116,7.5,131,2024-12-07
Payton Pritchard,assists,over,fanduel,2.5,-152,2.5,-138,2024-12-07
Desmond Bane,rebounds,under,fanduel,2.5,138,5.0,100,2024-12-07
Payton Pritchard,points,under,fanduel,21.5,-178,18.0,100,2024-12-07
Marcus Smart,assists,under,fanduel,1.5,114,3.5,144,2024-12-07
Jrue Holiday,assists,under,fanduel,3.5,-154,3.5,-131,2024-12-07
Desmond Bane,rebounds,over,fanduel,2.5,-186,5.0,100,2024-12-07
Derrick White,rebounds,over,fanduel,4.5,-194,2.5,100,2024-12-07
Jayson Tatum,assists,over,fanduel,8.5,-160,7.0,100,2024-12-07
Santi Aldama,points,over,fanduel,10.5,-114,10.5,103,2024-12-07
Derrick White,points,over,fanduel,13.5,100,18.0,100,2024-12-07
Jayson Tatum,points,over,fanduel,19.5,102,40.0,100,2024-12-07
Marcus Smart,points,over,fanduel,4.5,-122,2.5,100,2024-12-07
Ja Morant,points,over,fanduel,32.5,-104,31.5,-130,2024-12-07
Kristaps Porzingis,points,under,fanduel,19.5,100,18.5,113,2024-12-07
Derrick White,rebounds,under,fanduel,4.5,144,2.5,100,2024-12-07
Jayson Tatum,assists,under,fanduel,8.5,120,7.0,100,2024-12-07
Derrick White,assists,under,fanduel,3.5,142,4.0,100,2024-12-07
Payton Pritchard,rebounds,over,fanduel,3.5,134,2.5,-140,2024-12-07
GG Jackson II,rebounds,over,fanduel,9.5,140,4.0,100,2024-12-07
Jayson Tatum,rebounds,over,fanduel,11.5,130,10.5,113,2024-12-07
Jaylen Brown,points,over,espnbet,19.5,115,19.5,124,2024-12-07
Jaylen Brown,points,over,fanduel,19.5,104,19.5,124,2024-12-07
Brandon Clarke,rebounds,under,fanduel,5.5,-140,6.5,113,2024-12-07
Desmond Bane,points,over,fanduel,6.5,-136,9.5,124,2024-12-07
Jayson Tatum,points,under,fanduel,19.5,-136,40.0,100,2024-12-07
Desmond Bane,points,under,fanduel,6.5,102,9.5,-124,2024-12-07
Brandon Clarke,rebounds,over,fanduel,5.5,106,6.5,-113,2024-12-07
GG Jackson II,points,under,fanduel,29.5,-132,29.5,-114,2024-12-07
Kristaps Porzingis,rebounds,under,fanduel,7.5,-154,7.5,-131,2024-12-07
Santi Aldama,rebounds,over,fanduel,5.5,100,8.5,100,2024-12-07
Derrick White,points,under,fanduel,13.5,-132,18.0,100,2024-12-07
Santi Aldama,rebounds,under,fanduel,5.5,-132,8.5,100,2024-12-07
Payton Pritchard,rebounds,under,fanduel,3.5,-180,2.5,140,2024-12-07
Nikola Vucevic,points,under,fanduel,14.5,114,17.5,100,2024-12-08
Zach LaVine,assists,under,fanduel,3.5,-114,3.5,114,2024-12-08
Zach LaVine,assists,under,betrivers,3.5,105,3.5,114,2024-12-08
Jalen Smith,points,under,fanduel,11.5,-3000,7.5,-102,2024-12-08
Coby White,rebounds,under,betrivers,3.5,-136,3.5,-116,2024-12-08
Paul George,rebounds,over,betrivers,5.5,-118,5.5,-102,2024-12-08
Paul George,rebounds,over,fanduel,7.5,108,5.5,-102,2024-12-08
Paul George,assists,under,betrivers,5.5,-148,5.5,-127,2024-12-08
Paul George,assists,under,fanduel,2.5,-192,5.5,-127,2024-12-08
Joel Embiid,assists,over,betrivers,3.5,138,3.5,151,2024-12-08
Joel Embiid,assists,over,fanduel,3.5,104,3.5,151,2024-12-08
Zach LaVine,assists,over,fanduel,3.5,-114,3.5,-114,2024-12-08
Zach LaVine,assists,over,betrivers,3.5,-139,3.5,-114,2024-12-08
Zach LaVine,points,over,espnbet,27.5,-110,23.5,106,2024-12-08
Zach LaVine,points,over,fanduel,23.5,-108,23.5,106,2024-12-08
Zach LaVine,points,over,betrivers,21.5,-104,23.5,106,2024-12-08
Caleb Martin,points,under,fanduel,5.5,102,6.5,101,2024-12-08
Josh Giddey,assists,under,betrivers,5.5,102,5.5,116,2024-12-08
Jared McCain,points,under,fanduel,9.5,-118,9.5,-102,2024-12-08
Nikola Vucevic,assists,over,fanduel,3.5,108,3.5,123,2024-12-08
Coby White,assists,over,fanduel,3.5,200,3.5,-137,2024-12-08
Coby White,assists,over,betrivers,3.5,-167,3.5,-137,2024-12-08
Josh Giddey,points,under,betrivers,10.5,-110,10.5,105,2024-12-08
Josh Giddey,points,under,fanduel,9.5,-260,10.5,105,2024-12-08
Ayo Dosunmu,rebounds,under,betrivers,3.5,-125,3.5,-108,2024-12-08
