,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,version https://git-lfs.github.com/spec/v1
12489,Underdog,player_points,Tobias Harris,Under,14.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12490,Underdog,player_points,P.J. Washington,Over,16.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12491,Underdog,player_points,P.J. Washington,Under,16.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12492,Underdog,player_points,Ausar Thompson,Over,12.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12493,Underdog,player_points,Ausar Thompson,Under,12.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12494,Underdog,player_points,Jalen Duren,Over,13.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12495,Underdog,player_points,Jalen Duren,Under,13.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12496,Underdog,player_points,Max Christie,Over,11.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12497,Underdog,player_points,Max Christie,Under,11.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12498,Underdog,player_points,Ron Holland,Over,9.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12499,Underdog,player_points,Ron Holland,Under,9.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12500,Underdog,player_points,Dwight Powell,Over,5.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12501,Underdog,player_points,Dwight Powell,Under,5.5,-137.0,2025-11-02,2025-11-01T18:20:13Z,
12502,PrizePicks,player_points,Bobby Portis,Over,9.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12503,PrizePicks,player_points,Bobby Portis,Under,9.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12504,PrizePicks,player_points,Bobby Portis,Over,9.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12505,PrizePicks,player_points,Bobby Portis,Under,9.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12506,PrizePicks,player_points,Kyle Kuzma,Over,9.0,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12507,PrizePicks,player_points,Kyle Kuzma,Under,9.0,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12508,PrizePicks,player_points,Giannis Antetokounmpo,Over,31.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12509,PrizePicks,player_points,Giannis Antetokounmpo,Under,31.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12510,PrizePicks,player_points,Zach LaVine,Over,24.0,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12511,PrizePicks,player_points,Zach LaVine,Under,24.0,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12512,PrizePicks,player_points,DeMar DeRozan,Over,20.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12513,PrizePicks,player_points,DeMar DeRozan,Under,20.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12514,PrizePicks,player_points,Domantas Sabonis,Over,15.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12515,PrizePicks,player_points,Domantas Sabonis,Under,15.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12516,PrizePicks,player_points,Ryan Rollins,Over,14.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12517,PrizePicks,player_points,Ryan Rollins,Under,14.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12518,PrizePicks,player_points,Myles Turner,Over,13.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12519,PrizePicks,player_points,Myles Turner,Under,13.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12520,PrizePicks,player_points,Dennis Schroder,Over,12.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12521,PrizePicks,player_points,Dennis Schroder,Under,12.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12522,PrizePicks,player_points,Gary Trent Jr,Over,12.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12523,PrizePicks,player_points,Gary Trent Jr,Under,12.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12524,PrizePicks,player_points,Russell Westbrook,Over,12.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12525,PrizePicks,player_points,Russell Westbrook,Under,12.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12526,PrizePicks,player_points,Cole Anthony,Over,10.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12527,PrizePicks,player_points,Cole Anthony,Under,10.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12528,PrizePicks,player_points,Kyle Kuzma,Over,9.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12529,PrizePicks,player_points,Kyle Kuzma,Under,9.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12530,PrizePicks,player_points,A.J. Green,Over,9.0,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12531,PrizePicks,player_points,A.J. Green,Under,9.0,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12532,PrizePicks,player_points,Keon Ellis,Over,7.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12533,PrizePicks,player_points,Keon Ellis,Under,7.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12534,PrizePicks,player_points,Taurean Prince,Over,5.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12535,PrizePicks,player_points,Taurean Prince,Under,5.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12536,PrizePicks,player_points,Nique Clifford,Over,5.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12537,PrizePicks,player_points,Nique Clifford,Under,5.5,-137.0,2025-11-01,2025-11-01T18:19:33Z,
12538,PrizePicks,player_points,Rudy Gobert,Over,11.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12539,PrizePicks,player_points,Rudy Gobert,Under,11.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12540,PrizePicks,player_points,Rudy Gobert,Over,10.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12541,PrizePicks,player_points,Rudy Gobert,Under,10.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12542,PrizePicks,player_points,LaMelo Ball,Over,25.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12543,PrizePicks,player_points,LaMelo Ball,Under,25.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12544,PrizePicks,player_points,Julius Randle,Over,24.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12545,PrizePicks,player_points,Julius Randle,Under,24.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12546,PrizePicks,player_points,Miles Bridges,Over,19.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12547,PrizePicks,player_points,Miles Bridges,Under,19.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12548,PrizePicks,player_points,Jaden McDaniels,Over,18.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12549,PrizePicks,player_points,Jaden McDaniels,Under,18.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12550,PrizePicks,player_points,Collin Sexton,Over,18.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12551,PrizePicks,player_points,Collin Sexton,Under,18.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12552,PrizePicks,player_points,Donte DiVincenzo,Over,15.0,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12553,PrizePicks,player_points,Donte DiVincenzo,Under,15.0,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12554,PrizePicks,player_points,Kon Knueppel,Over,13.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12555,PrizePicks,player_points,Kon Knueppel,Under,13.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12556,PrizePicks,player_points,Naz Reid,Over,13.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12557,PrizePicks,player_points,Naz Reid,Under,13.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12558,PrizePicks,player_points,Mike Conley,Over,8.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12559,PrizePicks,player_points,Mike Conley,Under,8.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12560,PrizePicks,player_points,Moussa Diabate,Over,7.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12561,PrizePicks,player_points,Moussa Diabate,Under,7.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12562,PrizePicks,player_points,Sion James,Over,6.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12563,PrizePicks,player_points,Sion James,Under,6.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12564,PrizePicks,player_points,Terrence Shannon Jr.,Over,6.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12565,PrizePicks,player_points,Terrence Shannon Jr.,Under,6.5,-137.0,2025-11-01,2025-11-01T18:19:05Z,
12566,PrizePicks,player_points,Stephen Curry,Over,25.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12567,PrizePicks,player_points,Stephen Curry,Under,25.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12568,PrizePicks,player_points,Pascal Siakam,Over,24.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12569,PrizePicks,player_points,Pascal Siakam,Under,24.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12570,PrizePicks,player_points,Jimmy Butler,Over,20.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12571,PrizePicks,player_points,Jimmy Butler,Under,20.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12572,PrizePicks,player_points,Jonathan Kuminga,Over,16.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12573,PrizePicks,player_points,Jonathan Kuminga,Under,16.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12574,PrizePicks,player_points,Aaron Nesmith,Over,14.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12575,PrizePicks,player_points,Aaron Nesmith,Under,14.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12576,PrizePicks,player_points,Jarace Walker,Over,13.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12577,PrizePicks,player_points,Jarace Walker,Under,13.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12578,PrizePicks,player_points,Brandin Podziemski,Over,12.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12579,PrizePicks,player_points,Brandin Podziemski,Under,12.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12580,PrizePicks,player_points,RayJ Dennis,Over,9.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12581,PrizePicks,player_points,RayJ Dennis,Under,9.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12582,PrizePicks,player_points,Draymond Green,Over,8.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12583,PrizePicks,player_points,Draymond Green,Under,8.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12584,PrizePicks,player_points,Ben Sheppard,Over,8.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12585,PrizePicks,player_points,Ben Sheppard,Under,8.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12586,PrizePicks,player_points,Moses Moody,Over,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12587,PrizePicks,player_points,Moses Moody,Under,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12588,PrizePicks,player_points,Isaiah Jackson,Over,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12589,PrizePicks,player_points,Isaiah Jackson,Under,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12590,PrizePicks,player_points,Jay Huff,Over,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12591,PrizePicks,player_points,Jay Huff,Under,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12592,PrizePicks,player_points,Buddy Hield,Over,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12593,PrizePicks,player_points,Buddy Hield,Under,7.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12594,PrizePicks,player_points,Al Horford,Over,6.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12595,PrizePicks,player_points,Al Horford,Under,6.5,-137.0,2025-11-01,2025-11-01T18:19:12Z,
12596,PrizePicks,player_points,Paolo Banchero,Over,24.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12597,PrizePicks,player_points,Paolo Banchero,Under,24.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12598,PrizePicks,player_points,Franz Wagner,Over,21.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12599,PrizePicks,player_points,Franz Wagner,Under,21.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12600,PrizePicks,player_points,Desmond Bane,Over,18.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12601,PrizePicks,player_points,Desmond Bane,Under,18.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12602,PrizePicks,player_points,Alex Sarr,Over,15.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
12603,PrizePicks,player_points,Alex Sarr,Under,15.5,-137.0,2025-11-01,2025-11-01T18:19:18Z,
